intercept,단독주택 비율,주거인구/직장인구,소매업매출월평균변화량,개별공시지가 변화 차분평균,평균최근접정류장거리,평균최근접역거리,외식업매출월평균변화량,서비스업매출월평균변화량,서비스업매출비율,BAS_AR,아파트 가구수,공동주택 비율,x,y,BAS_ID
104.14546941836268,-0.06124829145315966,-0.017335313547133937,-1.525058992307478e-07,-5.29072361812951e-06,-111.78493710013548,-7.292040710963725,-1.175846922513858e-06,-1.2923441021236084e-06,-16.53910335308434,17.748780271520857,0.0006414561701116963,-0.007288265977028169,126.7361576234256,37.52074545539758,21318
104.17555553856833,-0.03279503076374926,-0.018575713308245208,-1.5902370710908527e-07,-4.805241792405536e-06,-112.71105764559988,-10.826997562712284,-1.745590830094859e-06,-1.4119890443567718e-06,-29.249145133573457,17.02397436083886,0.0003335035298237417,-0.022461427431808727,126.74321514378205,37.5219067233361,21319
103.71886306999828,-0.01694697295201583,-0.020259406955362488,-9.210079839511627e-08,-9.978557346773342e-06,-117.33840214290414,-12.559815513621317,-1.8642316943148795e-06,-1.4053850601864099e-06,-37.32326597524799,12.666038458249439,-0.0003096852760883029,-0.04053553798511637,126.7488155826459,37.520512435412016,21320
103.97859256677017,-0.03195623911414536,-0.018082878131261474,-9.704813462172093e-08,-5.766299089045722e-06,-112.43712503721223,-10.372474830322602,-1.1834107103770417e-06,-1.329312210230669e-06,-26.77046555530638,16.29565149321622,0.0001104176734195233,-0.02443730443409367,126.74324183744143,37.51850596365194,21321
103.9894366097934,-0.16384223430943395,-0.01685049874617489,-8.60715794001374e-08,-3.7801969797803723e-06,-112.29236765676463,-6.418435215738466,-7.683396225847874e-07,-1.1925536406582363e-06,-13.954457810990526,16.991080943511452,0.0003920754705468818,-0.004880963401652075,126.73380894864344,37.51608671250486,21323
103.95425201982354,-0.1043784395032562,-0.017039980071602574,-6.175710911332868e-08,-4.1048274591035335e-06,-112.03693225423714,-8.304957259035188,-7.632259858580957e-07,-1.2211261650617229e-06,-18.77000987528274,16.58239342567924,9.589046379251476e-05,-0.014033380441082072,126.73735307054208,37.51538694098997,21324
103.84903343627035,-0.05075947714466722,-0.01788933795660571,-3.885279230891037e-08,-4.725635363281904e-06,-112.56172142180972,-9.60345420356612,-7.369015946518609e-07,-1.2322517766293997e-06,-22.1359942811613,15.586466462894572,-0.00013946842107878752,-0.025066657726136782,126.74211095416764,37.515279842530006,21325
103.5714279148686,-0.0141350793497363,-0.019905875814348103,-6.044282878765675e-09,-8.91646606933689e-06,-115.06478692833659,-11.906101145057772,-1.1469835948195342e-06,-1.3294390859143248e-06,-32.43265884145893,12.302149437541745,-0.0006339938549418055,-0.043195894927141175,126.7485031464966,37.51560938874926,21326
104.00702790895039,-0.18754847556287094,-0.016357521282247742,-4.265862782529507e-08,-2.571001177758695e-06,-110.97141406920652,-6.525508721742827,-6.012368838361485e-07,-1.1481513795764294e-06,-14.23198191845979,16.811691113797778,0.00018809438388700853,-0.00547617238436849,126.73357519465186,37.5129551650066,21328
103.9817044007028,-0.23867174226418325,-0.015950840077276148,-8.825123264153853e-08,-8.154197510790343e-06,-112.27908979067391,0.8091077636924626,-8.030614662320952e-07,-1.1165487020125472e-06,-0.16973056067850845,19.403726205763803,0.0005509345759981973,0.021837442366762924,126.7248954590203,37.516428945139154,21329
104.01205290268646,-0.21499131149923104,-0.01698396791885938,-7.917556138244407e-08,-4.215733223058024e-06,-112.17907485231316,-3.0297938843682175,-7.72421568517961e-07,-1.1512678974221038e-06,-7.146571352496118,17.85266956635156,0.0004986305632854295,0.00803515125389907,126.72914095377996,37.51599952583299,21330
104.10980570979356,-0.23856908619554226,-0.016355587169589063,-3.2279408888106175e-08,-1.6796186760618236e-06,-110.70475186116863,-3.0246697680352668,-6.266081405547777e-07,-1.1157194337084963e-06,-7.684190029865253,17.79066091061483,0.00036562069459631697,0.011176918374049525,126.72896966340448,37.513023161354845,21331
104.07408424704553,-0.2742385396890909,-0.015081031131997689,-5.516555095512e-09,-2.077989694886971e-06,-111.882918365462,1.4300317552063704,-6.246955430791716e-07,-1.0656457918647448e-06,0.37265335882172224,18.90408154207191,0.00029702706808408226,0.029331166872722223,126.72456153357894,37.51284888767801,21332
104.0047009704882,-0.29419089808443494,-0.014157365953286895,-2.361714028983969e-08,-5.95732222784271e-06,-112.20278411653112,2.9046080428290093,-7.1321658268186e-07,-1.0714253645375167e-06,3.5594275915796274,20.013913129581784,0.00020472718640455263,0.03458212093966548,126.72272411487454,37.514294919956676,21333
103.51422384234684,-0.2880728890153635,0.007542447553032568,1.3284229044878528e-07,-1.4841034843989638e-05,-115.38104207843854,6.957120964446607,-6.432594350507476e-07,-9.649966241505748e-07,14.882385633489957,22.40773135808143,-0.0022007735440655665,0.0741457148160681,126.71522085131534,37.512349271270885,21334
103.9509156906434,-0.2787936395586204,-0.012813925826506634,1.0091458165283634e-07,-1.8367296110582162e-07,-114.88905102273276,2.9201539885599077,-4.788772852362774e-07,-1.0077841108979103e-06,2.9388226517623552,17.791048019142455,-0.0004214023508503119,0.04087482962350779,126.72312378787706,37.51022634485727,21335
104.2454621532531,-0.23885726943206767,-0.014854247838504545,1.9864584038663798e-08,-1.7050213188065475e-07,-108.89121606992488,-2.1797280297030444,-4.901774146981209e-07,-1.0718946415605529e-06,-6.994969575985463,17.915580526902048,1.0873580989736683e-05,0.016644082601522527,126.72851926211857,37.51048241928701,21336
104.3685191114147,-0.21870109576869293,-0.013358711602287677,8.651138034146455e-08,5.424978361624936e-07,-106.8995750225804,-1.768843608927329,-3.820219352783415e-07,-1.0397925613861702e-06,-6.957463924565886,18.080086997093083,-0.00011448300210853467,0.017701505417321056,126.72887410436182,37.50824363218556,21337
103.87429141056413,-0.23682472388347287,-0.011849253894810473,1.9819996782578015e-07,8.826602757237185e-07,-117.41214213209932,2.4310102369717126,-3.680059483156726e-07,-9.785604894981612e-07,1.9968548437311098,15.814418831913105,-0.0009923285664612056,0.04349117666186575,126.72367451730786,37.508087894345195,21338
104.12121084548244,-0.15331668041599017,-0.015622308797737398,2.1471135434915056e-08,-1.7221693532863203e-06,-107.40353285421001,-6.546223018940033,-4.561711967997006e-07,-1.1093292290283063e-06,-14.601741635157278,17.11301614029629,-6.89298701716059e-05,-0.008853320261438952,126.73433203369085,37.50968150840593,21340
103.91757996588504,-0.08036177297465055,-0.01756353373277773,2.705397309888994e-08,-3.204929304526463e-06,-109.47218689657069,-8.613006359413692,-4.95206366719457e-07,-1.156845952059733e-06,-18.422241116446077,15.613132949964747,-0.0003577881839608658,-0.023704795027202546,126.73883225082633,37.51030879926104,21341
103.78756919190738,-0.036577002123965724,-0.018802414724552925,2.0401390622710893e-08,-4.7117715915014235e-06,-111.32507531594374,-9.868970695511077,-6.026169831168903e-07,-1.213493481479431e-06,-22.383721409194465,14.692874254212015,-0.0005309805655710621,-0.03175526379971279,126.74248463225899,37.51182400323176,21342
104.05652626191336,0.002570511501804762,-0.017620365420180202,1.020409214881569e-07,-2.5780794062771568e-06,-105.12014375707646,-8.251409974248952,-4.0711222613942096e-07,-1.1412925943811113e-06,-17.13196783099631,15.625402745176473,-0.0007206652824261091,-0.028098411628484008,126.73938905241498,37.50756648853063,21343
104.22560413357019,-0.1239286113487661,-0.014708745877648154,7.247600861018882e-08,-7.136197863580627e-07,-105.34502359882124,-5.661801837739411,-3.688874563146003e-07,-1.0650837119120246e-06,-12.169303391288276,16.990940894850773,-9.621836648341731e-05,-0.008145623924093747,126.7338759401278,37.50772954620715,21344
104.31467046368707,0.1315151682725056,-0.016238209944629836,1.8342815494389005e-07,-1.2820837795441989e-06,-100.20566783807686,-6.944324352367142,-3.269850491557956e-07,-1.1068956133859847e-06,-13.219491140270243,16.125045723298285,-0.0010058649813824397,-0.025631505907614698,126.73829942679801,37.50524247607829,21345
104.28135401279113,0.28065592077951196,-0.017407246361621772,1.6898055712226574e-07,-1.947941375519046e-06,-99.41016559198417,-8.08461728598951,-3.44784887145107e-07,-1.1516205183224682e-06,-14.932103141442598,14.47526846318214,-0.0013153675543578192,-0.034992900580345876,126.74136015694967,37.50501277134439,21346
104.73459998423121,0.8521599310511687,-0.014625272997400275,2.0622795668340663e-07,-6.05195616997349e-07,-90.59500736138939,-7.021208838495203,-2.813683360710798e-07,-1.1625139187642465e-06,-10.154408973873851,13.852762589073713,-0.0020653543021301626,-0.036014461271426906,126.74164138803316,37.50199786241285,21347
104.64352588332999,0.4396344886906534,-0.014507146622859922,2.851263704413187e-07,-4.31802702313329e-07,-93.00393539315561,-5.492370486014233,-2.67018761977326e-07,-1.103792407597062e-06,-9.342065409946553,16.475850408362934,-0.00187272391805735,-0.027731407687038273,126.73801933246972,37.502251746191796,21348
105.06765631263494,0.9258306047073361,-0.009867558356293804,3.253546353754551e-07,7.809099211691761e-07,-85.42802828826692,-4.545032730030707,-2.2705151546280422e-07,-1.1324261307162156e-06,-4.170917976397575,14.902708538354556,-0.003502020990854433,-0.03173811227787183,126.73773032874193,37.49913638917341,21349
105.21139192372593,0.953084395872303,-0.008927689285335017,1.8957160106393747e-07,7.273500411505783e-07,-81.70572692536717,-5.985839476790001,-2.393685059679884e-07,-1.1894166062955979e-06,-5.285605356384959,12.384308286494354,-0.003183667840417906,-0.03743945871212634,126.74125844589769,37.49897505789148,21350
104.38622812093148,-0.04335495951873089,-0.014100562022833715,1.8397140574482967e-07,-2.317772015625864e-07,-101.51924696226811,-4.616723753374991,-3.080376352026172e-07,-1.0453027498985267e-06,-10.454141824108993,17.917115896935517,-0.0005074294487177992,-0.009196081037309622,126.73384158447207,37.50545989278808,21351
104.50180191660701,0.17145590827419838,-0.013674145601548181,3.687841301873166e-07,2.0238222951594955e-07,-98.55778048855595,-3.343137917237212,-2.500582035107212e-07,-1.0255887346804914e-06,-6.857186822032228,17.739926626944012,-0.00179333139585863,-0.013822332600255359,126.73355031757578,37.50247742264862,21352
104.68078700116615,0.7409899968315106,-0.013065795192833633,5.1756370149198e-07,7.861230777206668e-07,-94.97748526438264,-3.0819245645981908,-2.2013274102858666e-07,-1.0399926764642396e-06,-2.5857488178907335,15.21868993131769,-0.0036552020111394906,-0.023994357263313247,126.7332555918207,37.49941078769118,21353
103.60120453801873,-0.21178100418045268,-0.010963486195721538,3.25574837804231e-07,1.231598669053648e-06,-121.62691043066955,1.8361334413385788,-2.692001495976858e-07,-9.399873963590559e-07,2.638381101853046,13.211021801271547,-0.0018513847034439688,0.04163254278852972,126.72335723816101,37.506101199065874,21354
104.33263123766298,-0.18619836489787636,-0.011892268852666575,2.1533582134828063e-07,1.2646208953768126e-06,-107.66420595730395,-0.9448728473336332,-2.871001803349782e-07,-9.908725238394068e-07,-4.5491938931403215,16.791034615599333,-0.0005952338313395195,0.01688922233565737,126.72839182561799,37.505781506408944,21355
104.21733125594719,-0.08601714868880937,-0.013311079800360077,4.3685462281763496e-07,1.308598901300394e-06,-109.38559302893711,-0.5280770431655921,-2.309376423990642e-07,-9.52795162970818e-07,-1.856637827237269,16.09421587238794,-0.0020975585037546563,0.010546406918482661,126.72816675135655,37.50283688323916,21356
103.55803566139049,-0.16167349802691322,-0.012283323693958185,4.911830860407769e-07,1.6241549338336443e-06,-121.43251110651124,0.5242098979037775,-2.113508767248626e-07,-9.136734489836477e-07,2.665241251487542,11.226001135835997,-0.0028745257243787316,0.030218209530594353,126.72400061951048,37.5035218880192,21357
103.18582998263247,-0.13918234695479922,-0.014476306883647688,5.875462207772053e-07,1.3949594865048248e-06,-125.64906023501248,-0.09999856503001503,-1.935235905022725e-07,-8.888909689586663e-07,4.012534596111771,8.923021427664313,-0.0036137615076483956,0.027287118019837527,126.72294689379429,37.50268173515215,21358
103.55028780802951,0.0669744556046674,-0.021209159541591888,7.413827236058643e-07,1.8121515579106956e-06,-118.65693075660168,-1.12101012518882,-1.954789993216258e-07,-8.761406453671002e-07,4.774751404653087,8.859323835857904,-0.004529022071421143,0.013229015988318549,126.72364014682157,37.50006989086598,21359
104.2481433764323,0.21418061999962257,-0.016619850550415583,6.387978190922141e-07,1.6169579292479317e-06,-107.26047770900385,-1.386995389103611,-2.1568684363944516e-07,-9.405559564229046e-07,1.2760974153868703,13.269930982249226,-0.0038846741152671104,-0.004552923624099137,126.72789212345697,37.49975562666252,21360
102.35476412834058,1.4735058840075217,0.2778678723614936,4.0433600106224986e-07,-2.2721169291129006e-05,-114.73641789930835,7.129726448270986,-3.605233251740519e-07,-1.0614428736170564e-06,19.277384925490402,22.992553765559997,-0.005218492819825051,0.09319988227210857,126.70625897179377,37.50751514282017,21361
101.93898492592956,1.5079548750706258,0.3606108135014233,5.676279855797371e-07,-1.4149293713207076e-05,-114.66550782657578,6.513740796109154,-2.528159338294954e-07,-1.160023193106822e-06,16.949586590499166,19.823997861555377,-0.005719772679041954,0.08566085242590823,126.70603903400313,37.505428800513634,21362
101.24875703890154,0.6358884243088267,0.09713955046496647,5.944719840839778e-07,-6.3650603233960764e-06,-133.82907277033576,5.285757116728456,-2.0590314970242356e-07,-8.359452926906348e-07,14.432069107105917,11.70326328228447,-0.005086000500776094,0.05166938560207843,126.71172592855608,37.505935087045756,21363
101.53504621533155,-0.2608470511879995,-0.001957683689940072,5.4425878169881e-07,-2.465083763841584e-06,-143.9451940286163,2.6392392893626515,-2.175615596641175e-07,-8.055395012795337e-07,9.284243970615265,7.959395412187254,-0.0040623532318008375,0.03940467884119228,126.7172762651082,37.505896698687394,21364
101.28260494460966,-0.19948161367552214,-0.01602677287378137,6.583078892731811e-07,-1.2806709250023697e-06,-149.0649988119029,-0.20406204933822636,-1.6451866348400433e-07,-7.803796947682558e-07,7.366320390364536,4.275075031761364,-0.004537204831814695,0.027611919907844465,126.71852583137303,37.50397113772221,21365
102.45156023962102,-0.20768605014529565,-0.011458462088233382,5.256502505322847e-07,2.3851860078623806e-07,-136.06159893808228,0.7680470895717033,-2.0053639914170428e-07,-8.558478544354771e-07,5.814267246518097,7.929837437551921,-0.0034968475852517073,0.0387452304548195,126.72078037435098,37.50460855291769,21366
103.44711580019874,1.293686955728499,0.5892452895928378,3.0305641665713275e-07,-6.137545960849302e-05,-98.3128070489891,7.661752551149844,-7.770487748438064e-07,-1.9226807868008097e-06,20.996265227673025,38.556888798081225,-0.006090341218296887,0.1319513488679061,126.69610854079217,37.50761086235353,21367
104.20572524041933,1.4558636563728116,0.6734468862461241,3.594372972693836e-07,-6.135801914494917e-05,-88.77348524536154,7.835887879277431,-8.883249538725556e-07,-2.3731113392078716e-06,19.00089271834153,43.922898847886906,-0.006599087734881236,0.15204381291450006,126.6927399380419,37.505830653325894,21368
102.69089218331055,1.3730022957698262,0.49125503638393697,4.1246048039532507e-07,-3.502672699475325e-05,-105.92655369167122,7.214101111963479,-4.5670857371758935e-07,-1.4718149948200776e-06,19.496026553485695,29.425292428626978,-0.00584228701088528,0.11166978858713557,126.70152751391542,37.50659199812723,21369
102.673723630354,1.2250051689379584,0.5882152559596181,6.850183432639644e-07,-1.2739600021911268e-05,-96.28782829388264,6.498582191807804,-2.9155055359859785e-07,-1.7082023974672076e-06,14.749755614932809,26.11192023566389,-0.006581146574216722,0.11302937829238631,126.70162443649025,37.502897928765144,21370
104.22831945182118,1.3922734991447214,0.7051218260876104,5.559789090945729e-07,-3.1943081337094424e-05,-81.67127271898457,7.458662964661077,-6.278046003326889e-07,-2.4718276299344306e-06,15.162155317011731,41.13715872315212,-0.00700334275720953,0.1536036524510082,126.69520502609744,37.50286720183397,21371
107.07319453005297,0.2096562286602306,0.4291366751989833,7.729331739373247e-07,2.7936452237270877e-05,-0.1199196471822841,2.430840009416756,-9.003682679325087e-07,-2.1302123675067836e-06,-6.265399928381147,45.75854271309176,-0.011921759800736011,0.13246538549737413,126.70027029496818,37.488367611917496,21374
101.86657316375693,0.6470934644406573,0.48161661564401337,8.896097569914987e-07,-2.3659111811087432e-06,-99.2583413148524,4.911281395781928,-1.6449567545271423e-07,-1.4296482616582288e-06,10.939979692188068,16.40074188286741,-0.0067947605393060976,0.08109688149149766,126.7055160291966,37.50116515207217,21376
99.63182014224031,0.16548637787577572,0.02833019348529109,9.337177792969257e-07,-3.261254529315791e-06,-149.25703693186267,0.272298585548298,-1.1239078356351596e-07,-9.621482214950772e-07,8.565186143417764,1.4093095600111845,-0.006473217898012494,0.007760879669339235,126.71217894136385,37.50126040269885,21377
101.0777262443335,0.08278851727467508,-0.06215987925730415,8.750761109143618e-07,-9.819213773262413e-07,-146.13836187506143,-2.696725147069522,-1.3875232204462974e-07,-8.281117820548107e-07,6.294487466997338,0.5405537458473137,-0.00567424017664323,0.0038509098492702926,126.71819686460479,37.50113120429761,21378
102.53595078638787,-0.017940497047664095,-0.02860914764382759,7.87893491597191e-07,7.997090131501626e-07,-130.46973392670995,-1.8996721541840427,-1.7123027321935333e-07,-8.613514181220683e-07,5.5092189279121335,4.635984301116425,-0.004965427108031311,0.014570250610848157,126.72111409037743,37.50083427122422,21379
103.32254616303501,-0.7120937795158505,0.5168894513150142,1.0858439619972207e-06,5.7062937206241125e-06,-56.37598990617443,2.953067177844628,-1.7050388324487604e-07,-1.6540890231951709e-06,5.257626956774107,21.679909030989233,-0.007875354573043444,0.09262698648244341,126.70516062378178,37.49703809190434,21380
105.28584682059792,-1.0466222509703422,0.47247724389507784,1.1702163725224414e-06,1.320898879011739e-05,-24.559154871619135,1.3481585222197126,-2.1348972380532128e-07,-1.6928652448548975e-06,1.4927481439811316,30.654934711718138,-0.008877323489226856,0.1030196565606467,126.70532290652942,37.49391420914386,21382
106.93570235818915,-0.6748023542995019,0.45435935496951985,1.026745963207311e-06,2.171484366741614e-05,-0.7456691463506999,2.0476556420608563,-4.1080278189854057e-07,-1.8657818808267547e-06,-1.3697115451273092,44.36992781476022,-0.010094953301002425,0.12116256653021273,126.70343711948699,37.491455364876344,21383
107.49160750308062,-0.7014520573618326,0.4515074482006255,1.2814216439065565e-06,2.0736054362880225e-05,-15.989424868342201,-0.8966210821262419,-2.382165476813943e-07,-1.5737638273086434e-06,3.9038323516235227,24.627589616182853,-0.010549078841004197,0.10875079454421327,126.70804895244628,37.48990519005655,21384
107.63100386512338,-0.35132482385704805,0.43044923645559285,1.0021500379907406e-06,2.4966204539134895e-05,-7.4859183434639505,0.6855754223045509,-4.633976354760091e-07,-1.756893270835238e-06,0.6815360611172459,31.90490615999099,-0.01156445612560236,0.12006490462354409,126.70529541862562,37.48856165373939,21385
104.35745280579368,-0.03289226205583656,0.19832599843154386,1.2207205542165489e-06,5.265101457907246e-06,-94.27151828736865,-4.4132776243431415,-1.547729191456856e-07,-9.874080377087621e-07,9.24522255069007,2.9694402161182296,-0.007013025137098252,0.02977048427867697,126.71815353389549,37.495301000194544,21387
104.72762580788273,0.6072903671519234,0.10372606152797673,1.049703483426703e-06,4.745317989564444e-06,-96.59580470578712,-2.6509157496383127,-1.8278529434484671e-07,-9.827118906722512e-07,9.074367366580372,7.320307953199197,-0.0061843392412612485,0.021634425087759784,126.72141188147769,37.49621834155759,21388
107.314920461745,-0.5637960207509634,0.5124740060875252,1.139778680364529e-06,1.0687727461148333e-05,-63.66573900687003,-1.7123342552483445,-1.529723554782572e-07,-1.1068754937500425e-06,13.785727063174319,4.014979110791239,-0.0073493383531367555,0.051263550121139104,126.72114311621687,37.492424428814545,21389
104.44881136822023,0.6104148571703805,0.013321075526508255,8.652675697201122e-07,3.4662537195245104e-06,-103.75621306991559,-1.798900814947772,-1.9926772305074377e-07,-9.409003005568072e-07,7.054571690764015,9.1908161177207,-0.005405411817440187,0.01047964339022446,126.72357971401394,37.49748128892882,21390
105.20437814255529,0.7823410164064479,0.01627427191799441,7.580972667063563e-07,4.2714445729040135e-06,-93.00442210956894,-1.432906442736884,-2.0812397462897565e-07,-1.0085096191047397e-06,6.270272406929159,12.467382812132428,-0.0051520645586188496,-0.0012415878591937879,126.72692259680042,37.496846043488155,21391
105.81243145468099,0.9008337675303221,0.04014896380696727,6.975457601974319e-07,5.143982369506814e-06,-83.14395526158873,-1.6130073415556252,-2.016328510437692e-07,-1.0716965547862412e-06,6.955903658146209,12.62361480698303,-0.005428259019489492,-0.009352404380048335,126.72898380458236,37.49556769359233,21392
105.93729512002014,0.26550467503193415,0.13754907914608017,9.181378638281118e-07,6.780065725379067e-06,-82.52097850048912,-1.4581024582499666,-1.9381453875999863e-07,-1.0553420866711104e-06,10.087093096100507,9.829516870161083,-0.005917790618565585,0.019425114771746792,126.72421092572307,37.49512308307309,21393
107.16876205486858,-0.2614510093363873,0.39606466335024804,9.228819253951186e-07,9.443987903502315e-06,-68.17020655644828,-0.6586106109468108,-1.7591676863438888e-07,-1.097810153646279e-06,12.949424771105729,7.377512774494877,-0.006431768655474601,0.032679158730210406,126.72424638400412,37.4931416557936,21394
107.54245479334703,-0.2574833643879532,0.38235685065390174,7.844445943344619e-07,1.0099650521708398e-05,-62.98627012463664,-0.6752581159456952,-1.7348386425757476e-07,-1.1624244868381372e-06,12.9330899488592,3.2871602805881306,-0.00628140461147764,0.02081730247724592,126.72662171464519,37.49224769081569,21395
106.89629424777743,0.05787772370939803,0.15685350881937543,6.760114520593798e-07,8.41083336447451e-06,-68.8069167524737,-1.6288160325572862,-1.8537607003368623e-07,-1.1711720527867576e-06,10.422653471875929,4.417905058882111,-0.005926684388975233,0.0016092658686691491,126.72875070019806,37.49315576902194,21396
105.59777818244994,1.0241333696364814,0.009232337609481788,4.800491442142148e-07,3.346501260802581e-06,-80.92516129937275,-3.1564393779065543,-2.0044370155474537e-07,-1.1341314559346104e-06,3.276126501066554,12.165946828046298,-0.005333128278362421,-0.029585632337562045,126.7335285600955,37.4958943330368,21397
105.71752404626274,0.6672890406216037,0.0075659823445535426,1.7765690014276798e-07,2.3662745929170693e-06,-73.79923637760328,-5.188089029396977,-2.079601269642614e-07,-1.2253645829827285e-06,0.3863890982851341,8.463401034195119,-0.004823507363974855,-0.04179005987575647,126.73938802007658,37.495544531644576,21398
106.75423687332692,0.24126342260460576,0.11935952615704766,4.398337113619033e-07,7.218615054319985e-06,-68.23082223983977,-2.48005172087968,-1.8310061477790275e-07,-1.2003223923258103e-06,9.017244686876467,4.399921993871233,-0.005909454351553203,-0.016244261872425197,126.73172652454332,37.492965960231075,21399
