근린생활시설 연면적 비율,상가밀도,평균최근접역거리,서비스업매출비율,(주거인구+직장인구)/유동인구,아파트시세변화_차분평균,도로율,BAS_ID,x,y
0.1809708826275051,0.0088136666132137,2.0842076027758507,9.468209561929612,8.75586827876996,-0.0209089521845945,0.1584863184352785,21300,126.68913490770504,37.51870773736182
0.1632640364502193,0.0089106989555326,2.2433625875597456,8.858878366146635,9.579043830647423,-0.0215442553336775,0.1582644468961887,21301,126.69545880461988,37.52241686372307
0.0711900183441821,0.0080504290764445,2.387250587087949,8.634836615151688,9.938553850436568,-0.0210617148959855,0.142562363969201,21302,126.70134171772968,37.52233877708572
0.1489922228694094,0.0077580554382405,2.299498234376504,8.385182135633091,9.155356136615428,-0.0197871646436225,0.1278264374596844,21303,126.69872979436714,37.51898140944887
0.0451626004303544,0.0063058179236287,2.363696654614859,8.384757175158068,9.582154815357862,-0.0188836436132911,0.1175685753586112,21304,126.70341884326405,37.51931899505605
0.1110468711251097,0.0045290965014452,2.296733715062957,8.067055869251632,8.785475072077228,-0.0166890046642646,0.0968018527637911,21305,126.70300423971965,37.515329100586754
0.194612289412222,0.0071070392725769,2.2194544801745053,8.239410485925784,8.58769836848743,-0.0185528912629715,0.1075635458535639,21306,126.69720548857926,37.51567898613793
0.2236186150982835,0.0071722891646782,2.1492484996050587,8.831427443836088,8.156752937416199,-0.0181365730848061,0.0964547162101924,21307,126.69309964043228,37.51252926123831
0.2423194072554707,0.0053221711934316,2.1684887529487646,8.760128449957985,7.973347608590735,-0.0161490296040392,0.0693127095987635,21308,126.69463592515947,37.50972402615308
0.2318405566095137,0.0034082919231082,2.251809244830869,8.055810275866747,8.073688561167193,-0.0146645635717466,0.0756068711606365,21309,126.70257157044348,37.51088024429188
-0.0644181662432363,0.0057204928517638,2.386949212306092,8.749301136261916,10.937065391030306,-0.017936739250705,0.1220164534978702,21310,126.70802741158737,37.5214043470635
-0.0104804261908017,0.0049137850523257,2.34631719242538,8.442844529598446,9.949847800213297,-0.0173257408312489,0.1083580530809997,21311,126.70645139187884,37.51875080500249
0.0521219760311546,0.0038017721900864,2.3807996088368006,8.286535350471768,9.313108027251037,-0.0157691843387568,0.0960650916247421,21312,126.70691946411556,37.51509833713639
0.2573207134831571,0.0023822237380603,2.383133400202333,8.212788662189066,8.19410935571489,-0.0130632492535967,0.0773838778655002,21313,126.70652058482338,37.51059783447811
-0.133973293925727,0.0037979994125053,2.1030152086663385,8.627847803390504,12.282951990828636,-0.0088526967229944,0.1075671390528014,21314,126.71319259164342,37.52037539808062
-0.1976035481617584,0.0026033513140982,1.3444879857267202,8.113019253850124,13.89028922511677,-4.575851252823591e-06,0.0985271718702793,21315,126.71891876142692,37.52020716759903
-0.1824589532963191,0.0007923983971505,-0.2631185645567917,7.24505625737399,12.428016150864106,-0.0007450794612115,0.0874162687575136,21316,126.7251233216152,37.52075627781089
-0.1484103073664914,0.0001646383034251,-1.948144181661716,6.794567116820648,11.35646381897105,-0.0049764344752569,0.0796239979944237,21317,126.73053373535896,37.52055707999099
-0.061678257156242,0.0001505718135295,-3.4468997281397207,6.964613390431445,10.835150248104194,-0.0065631907941294,0.0781967779698824,21318,126.7361576234256,37.52074545539758
0.2776294885157811,0.0003437789749409,-4.502061782774427,8.066056006223508,10.027694267141866,-0.0069837036071537,0.0841663637606177,21319,126.74321514378204,37.5219067233361
0.5352903529223569,-6.240025704423266e-05,-4.886231734436236,8.564554327787473,8.88279186785846,-0.0072482200789267,0.0815068991688774,21320,126.7488155826459,37.520512435412016
0.178735709900495,4.940564156393504e-05,-4.245041046209418,7.869728303043249,10.053747096998018,-0.0074500163767907,0.0792819679382988,21321,126.74324183744145,37.51850596365194
0.9267793288087914,-0.0018611466515408,-5.587777290548948,7.231071122151307,6.825047867244303,-0.0063866210770902,0.0586217585366259,21322,126.75566589791076,37.52007688820165
-0.0878587672017349,-0.0003385392151801,-2.983137097461614,6.794159824979666,10.672154481060316,-0.0076882881276794,0.0717442849489086,21323,126.73380894864344,37.51608671250486
-0.067461209283172,-0.0003534352468066,-3.5636357310830604,6.978585631654608,10.238526207999657,-0.0081525491972243,0.072024039413495,21324,126.73735307054208,37.51538694098997
0.0654919582027407,-0.0003109687817282,-3.943310841995479,7.241159947232729,9.769488238590936,-0.0076841226189707,0.0732009529462212,21325,126.74211095416764,37.515279842530006
0.3140508239861668,-0.0002265807135712,-4.571285712352882,8.15365451742793,9.013515590992442,-0.0072550363972412,0.0767608264017139,21326,126.7485031464966,37.51560938874926
-0.0719054558350917,-0.0005445512910493,-3.4830433995281744,6.846434498097096,9.9701445927532,-0.0084959101295959,0.0697878836303706,21327,126.73710299172976,37.512701817751
-0.064941715476441,-0.0006161545911645,-3.0006016014221357,6.85333097818727,10.388662613038855,-0.008677550379801,0.0689553278006672,21328,126.73357519465186,37.5129551650066
-0.1501657363575477,-0.0001503672905946,0.109342469222484,7.378224077820664,12.18212464118652,-0.003687426318188,0.0808227005907928,21329,126.7248954590203,37.516428945139154
-0.1091736138714268,-0.0003220337767913,-1.6479076851629353,6.83411801950509,11.391102823793478,-0.0067887464136244,0.0738742488534295,21330,126.72914095377996,37.51599952583299
-0.0618054827794944,-0.0007156110598261,-1.545962186665823,6.956822773951395,11.034882926222975,-0.0092110496481763,0.0700188886824382,21331,126.72896966340448,37.513023161354845
-0.0592980089154824,-0.0008971031318896,0.6882907337024768,7.532107697044359,11.667069851186444,-0.0119548775194046,0.0748769253854898,21332,126.72456153357894,37.51284888767801
