,대지위치,건물명,연면적,주용도코드,주용도코드명,사용승인일
12410,인천광역시 부평구 십정동 363-15번지,,200.25,01000,단독주택,19861217.0
12411,인천광역시 부평구 십정동 363-16번지,,194.13,01000,단독주택,19861217.0
12412,인천광역시 부평구 십정동 363-18번지,,306.93,01000,단독주택,19880203.0
12413,인천광역시 부평구 십정동 363-19번지,,232.2,01000,단독주택,19871224.0
12414,인천광역시 부평구 십정동 363-21번지,,309.77,01000,단독주택,19901019.0
12415,인천광역시 부평구 십정동 363-2번지,,198.25,03000,제1종근린생활시설,19930311.0
12416,인천광역시 부평구 십정동 363-3번지,,1261.18,04000,제2종근린생활시설,19861125.0
12417,인천광역시 부평구 십정동 363-4번지,미래이지빌,445.84,02000,공동주택,20001013.0
12418,인천광역시 부평구 십정동 363-4번지,미래이지빌,445.84,02000,공동주택,20001013.0
12419,인천광역시 부평구 십정동 363-5번지,,158.5,03000,제1종근린생활시설,19970924.0
12420,인천광역시 부평구 십정동 363-6번지,,614.64,01000,단독주택,19900424.0
12421,인천광역시 부평구 십정동 363-8번지,,199.29,01000,단독주택,19861217.0
12422,인천광역시 부평구 십정동 363-9번지,,309.77,01000,단독주택,19890309.0
12423,인천광역시 부평구 십정동 365-115번지,,131.2,01000,단독주택,19840609.0
12424,인천광역시 부평구 십정동 367-25번지,,76.8,01000,단독주택,19781114.0
12425,인천광역시 부평구 십정동 367-26번지,,91.53,01000,단독주택,19821209.0
12426,인천광역시 부평구 십정동 367-27번지,,240.24,01000,단독주택,19900523.0
12427,인천광역시 부평구 십정동 367-28번지,,86.16,01000,단독주택,19830408.0
12428,인천광역시 부평구 십정동 368-23번지,,59.5,01000,단독주택,
12429,인천광역시 부평구 십정동 368-5번지,,59.5,01000,단독주택,19701226.0
12430,인천광역시 부평구 십정동 36번지,,207.99,01000,단독주택,20161107.0
12431,인천광역시 부평구 십정동 37-1번지,,49.59,01000,단독주택,
12433,인천광역시 부평구 십정동 371-9번지,,69.09,01000,단독주택,19741026.0
12434,인천광역시 부평구 십정동 382-21번지,,295.47,01000,단독주택,19910122.0
12435,인천광역시 부평구 십정동 387-10번지,,138.24,01000,단독주택,19880520.0
12436,인천광역시 부평구 십정동 387-11번지,,203.4,01000,단독주택,19860514.0
12437,인천광역시 부평구 십정동 387-12번지,,200.43,01000,단독주택,19860514.0
12438,인천광역시 부평구 십정동 387-13번지,한빛나라,637.99,02000,공동주택,20190515.0
12439,인천광역시 부평구 십정동 387-13번지,한빛나라,627.32,02000,공동주택,20190515.0
12440,인천광역시 부평구 십정동 387-14번지,,1.0,01000,단독주택,19860602.0
12441,인천광역시 부평구 십정동 387-14번지,,222.13,01000,단독주택,19860602.0
12442,인천광역시 부평구 십정동 387-16번지,,1.0,01000,단독주택,19860514.0
12443,인천광역시 부평구 십정동 387-16번지,,221.32,01000,단독주택,19860514.0
12444,인천광역시 부평구 십정동 387-17번지,,229.85,01000,단독주택,19861017.0
12445,인천광역시 부평구 십정동 387-18번지,,2.16,01000,단독주택,19850624.0
12446,인천광역시 부평구 십정동 387-18번지,,153.36,01000,단독주택,19850624.0
12447,인천광역시 부평구 십정동 387-19번지,,196.38,01000,단독주택,19861020.0
12448,인천광역시 부평구 십정동 387-1번지,,178.2,01000,단독주택,19850911.0
12449,인천광역시 부평구 십정동 387-20번지,,235.795,01000,단독주택,19860829.0
12450,인천광역시 부평구 십정동 387-21번지,,252.08,01000,단독주택,19860923.0
12451,인천광역시 부평구 십정동 387-21번지,,1.44,01000,단독주택,19860923.0
12452,인천광역시 부평구 십정동 387-22번지,,197.92,01000,단독주택,19861017.0
12453,인천광역시 부평구 십정동 387-24번지,,1.44,01000,단독주택,19860923.0
12454,인천광역시 부평구 십정동 387-24번지,,252.08,01000,단독주택,19860923.0
12455,인천광역시 부평구 십정동 387-25번지,,229.27,01000,단독주택,19860923.0
12456,인천광역시 부평구 십정동 387-25번지,,1.2,01000,단독주택,19860923.0
12457,인천광역시 부평구 십정동 387-26번지,,225.27,01000,단독주택,19860514.0
12458,인천광역시 부평구 십정동 387-27번지,,227.28,01000,단독주택,19860514.0
12459,인천광역시 부평구 십정동 387-29번지,,227.28,01000,단독주택,19860514.0
12460,인천광역시 부평구 십정동 387-2번지,,178.2,01000,단독주택,19850911.0
12461,인천광역시 부평구 십정동 387-30번지,,225.27,01000,단독주택,19860514.0
12462,인천광역시 부평구 십정동 387-31번지,,329.86,01000,단독주택,19891025.0
12463,인천광역시 부평구 십정동 387-32번지,,235.77,01000,단독주택,19890303.0
12464,인천광역시 부평구 십정동 387-34번지,,231.195,01000,단독주택,19870413.0
12465,인천광역시 부평구 십정동 387-35번지,,197.65,02000,공동주택,19860303.0
12466,인천광역시 부평구 십정동 387-36번지,,227.58,01000,단독주택,19860920.0
12467,인천광역시 부평구 십정동 387-36번지,,1.2,01000,단독주택,19860920.0
12468,인천광역시 부평구 십정동 387-37번지,,247.05,01000,단독주택,19870410.0
12469,인천광역시 부평구 십정동 387-39번지,,236.85,01000,단독주택,19881209.0
12470,인천광역시 부평구 십정동 387-3번지,,160.03,01000,단독주택,19850823.0
12471,인천광역시 부평구 십정동 387-40번지,,291.87,01000,단독주택,19890225.0
12472,인천광역시 부평구 십정동 387-41번지,,495.36,01000,단독주택,19900317.0
12473,인천광역시 부평구 십정동 387-4번지,,3.66,01000,단독주택,19860304.0
12474,인천광역시 부평구 십정동 387-4번지,,184.8,01000,단독주택,19860304.0
12475,인천광역시 부평구 십정동 387-5번지,,171.095,01000,단독주택,19850812.0
12476,인천광역시 부평구 십정동 387-5번지,,4.0,01000,단독주택,19850812.0
12477,인천광역시 부평구 십정동 387-6번지,삼원빌라,380.33,02000,공동주택,19940910.0
12478,인천광역시 부평구 십정동 387-6번지,삼원빌라,447.0,02000,공동주택,19940910.0
12479,인천광역시 부평구 십정동 387-7번지,,331.1,01000,단독주택,19870313.0
12480,인천광역시 부평구 십정동 387-8번지,,470.96,01000,단독주택,19910918.0
12481,인천광역시 부평구 십정동 387-9번지,,279.14,03000,제1종근린생활시설,19880520.0
12482,인천광역시 부평구 십정동 387-9번지,,2.0,01000,단독주택,19880520.0
12483,인천광역시 부평구 십정동 387번지,,507.7,01000,단독주택,19900303.0
12484,인천광역시 부평구 십정동 388-10번지,,150.31,01000,단독주택,19861011.0
12485,인천광역시 부평구 십정동 388-11번지,,273.16,01000,단독주택,19861022.0
12486,인천광역시 부평구 십정동 388-12번지,,280.48,01000,단독주택,19861022.0
12487,인천광역시 부평구 십정동 388-13번지,,183.92,03000,제1종근린생활시설,19861122.0
12488,인천광역시 부평구 십정동 388-14번지,,265.2,01000,단독주택,19861118.0
12489,인천광역시 부평구 십정동 388-15번지,,265.2,01000,단독주택,19861118.0
12490,인천광역시 부평구 십정동 388-16번지,,174.6,01000,단독주택,19860729.0
12491,인천광역시 부평구 십정동 388-17번지,,162.21,03000,제1종근린생활시설,19860729.0
12493,인천광역시 부평구 십정동 388-2번지,,291.57,01000,단독주택,19880326.0
12494,인천광역시 부평구 십정동 388-3번지,,291.57,01000,단독주택,19880329.0
12495,인천광역시 부평구 십정동 388-4번지,,235.53,01000,단독주택,19880326.0
12496,인천광역시 부평구 십정동 388-5번지,,231.84,01000,단독주택,19880326.0
12497,인천광역시 부평구 십정동 388-6번지,,154.15,01000,단독주택,19851129.0
12498,인천광역시 부평구 십정동 388-6번지,,1.8,01000,단독주택,19851129.0
12499,인천광역시 부평구 십정동 388-8번지,,164.61,01000,단독주택,19851203.0
12500,인천광역시 부평구 십정동 388-9번지,,258.58,01000,단독주택,19861022.0
12501,인천광역시 부평구 십정동 389-10번지,,289.94,01000,단독주택,19890627.0
12502,인천광역시 부평구 십정동 389-11번지,,289.94,01000,단독주택,19890627.0
12503,인천광역시 부평구 십정동 389-12번지,,289.94,01000,단독주택,19890627.0
12504,인천광역시 부평구 십정동 389-13번지,,289.94,01000,단독주택,19890627.0
12505,인천광역시 부평구 십정동 389-14번지,,329.7,02000,공동주택,19910117.0
12506,인천광역시 부평구 십정동 389-14번지,,329.7,02000,공동주택,19910117.0
12507,인천광역시 부평구 십정동 389-15번지,성원아트빌,594.06,02000,공동주택,20020501.0
12508,인천광역시 부평구 십정동 389-16번지,성원아트빌,512.88,02000,공동주택,20020501.0
12509,인천광역시 부평구 십정동 389-1번지,,494.85,03000,제1종근린생활시설,19961008.0
12510,인천광역시 부평구 십정동 389-2번지,그랜드빌라,644.4,02000,공동주택,19971031.0
12511,인천광역시 부평구 십정동 389-3번지,그랜드빌라,648.72,02000,공동주택,19960404.0
12512,인천광역시 부평구 십정동 389-4번지,,169.87,01000,단독주택,19861121.0
12513,인천광역시 부평구 십정동 389-5번지,,215.7,01000,단독주택,19860226.0
12514,인천광역시 부평구 십정동 389-6번지,,215.7,01000,단독주택,19860428.0
12515,인천광역시 부평구 십정동 389-7번지,,223.14,02000,공동주택,19860528.0
12516,인천광역시 부평구 십정동 389-9번지,,323.6,02000,공동주택,19860926.0
12517,인천광역시 부평구 십정동 389번지,,474.5,03000,제1종근린생활시설,19890303.0
12518,인천광역시 부평구 십정동 390-10번지,,226.9,01000,단독주택,19870707.0
12519,인천광역시 부평구 십정동 390-11번지,,191.82,01000,단독주택,19991011.0
12520,인천광역시 부평구 십정동 390-12번지,,213.01,01000,단독주택,19870701.0
12521,인천광역시 부평구 십정동 390-14번지,,329.32,02000,공동주택,19860830.0
12522,인천광역시 부평구 십정동 390-16번지,,2203.2,02000,공동주택,19850826.0
12523,인천광역시 부평구 십정동 390-17번지,,255.69,01000,단독주택,19871201.0
12524,인천광역시 부평구 십정동 390-18번지,,221.19,01000,단독주택,19871130.0
12525,인천광역시 부평구 십정동 390-19번지,,250.88,01000,단독주택,19871130.0
12526,인천광역시 부평구 십정동 390-20번지,,201.4,01000,단독주택,19870921.0
12527,인천광역시 부평구 십정동 390-22번지,,221.58,01000,단독주택,19870807.0
12528,인천광역시 부평구 십정동 390-23번지,,249.82,01000,단독주택,19890321.0
12529,인천광역시 부평구 십정동 390-24번지,,221.9,01000,단독주택,19890317.0
12530,인천광역시 부평구 십정동 390-25번지,,250.22,01000,단독주택,19890223.0
12531,인천광역시 부평구 십정동 390-26번지,,756.97,04000,제2종근린생활시설,19910902.0
12532,인천광역시 부평구 십정동 390-5번지,,255.49,01000,단독주택,
12533,인천광역시 부평구 십정동 390-6번지,,200.63,01000,단독주택,19871201.0
12534,인천광역시 부평구 십정동 390-7번지,지엔에스 엔뷰 아파트,1915.46,02000,공동주택,20071114.0
12535,인천광역시 부평구 십정동 390-8번지,,234.24,01000,단독주택,19881214.0
12536,인천광역시 부평구 십정동 390번지,십정대준아트빌,653.44,02000,공동주택,20080625.0
12537,인천광역시 부평구 십정동 391-10번지,가동,6.88,01000,단독주택,19840629.0
12538,인천광역시 부평구 십정동 391-10번지,나동,84.0,04000,제2종근린생활시설,19991015.0
12539,인천광역시 부평구 십정동 391-10번지,가동,116.32,01000,단독주택,19840629.0
12540,인천광역시 부평구 십정동 391-11번지,삼영베스트빌,471.93,02000,공동주택,20011214.0
12541,인천광역시 부평구 십정동 391-12번지,,192.42,01000,단독주택,19850731.0
12542,인천광역시 부평구 십정동 391-12번지,,4.32,01000,단독주택,19850731.0
12543,인천광역시 부평구 십정동 391-13번지,,234.58,01000,단독주택,19881007.0
12544,인천광역시 부평구 십정동 391-13번지,,1.0,01000,단독주택,19881007.0
12545,인천광역시 부평구 십정동 391-14번지,,329.13,01000,단독주택,19880810.0
12546,인천광역시 부평구 십정동 391-15번지,,233.13,01000,단독주택,19871224.0
12547,인천광역시 부평구 십정동 391-16번지,,189.89,01000,단독주택,19920813.0
12548,인천광역시 부평구 십정동 391-17번지,,195.12,01000,단독주택,19870428.0
12549,인천광역시 부평구 십정동 391-18번지,,201.84,01000,단독주택,19860120.0
12550,인천광역시 부평구 십정동 391-19번지,,230.49,01000,단독주택,19860721.0
12551,인천광역시 부평구 십정동 391-1번지,,283.805,01000,단독주택,19861203.0
12552,인천광역시 부평구 십정동 391-22번지,,329.98,02000,공동주택,19870516.0
12553,인천광역시 부평구 십정동 391-23번지,,329.13,01000,단독주택,19880824.0
12554,인천광역시 부평구 십정동 391-24번지,,327.69,01000,단독주택,19880810.0
12555,인천광역시 부평구 십정동 391-25번지,,327.56,01000,단독주택,19880902.0
12556,인천광역시 부평구 십정동 391-2번지,,285.82,01000,단독주택,19861222.0
12557,인천광역시 부평구 십정동 391-3번지,,278.76,01000,단독주택,19861205.0
12558,인천광역시 부평구 십정동 391-4번지,제일빌라,659.9,02000,공동주택,19940427.0
12559,인천광역시 부평구 십정동 391-6번지,,243.66,01000,단독주택,19861216.0
12560,인천광역시 부평구 십정동 391-7번지,,328.92,02000,공동주택,19861213.0
12561,인천광역시 부평구 십정동 391-8번지,,225.58,01000,단독주택,19840703.0
12562,인천광역시 부평구 십정동 391-9번지,,35.0,03000,제1종근린생활시설,19991015.0
12563,인천광역시 부평구 십정동 391-9번지,,142.71,01000,단독주택,19840718.0
12564,인천광역시 부평구 십정동 391-9번지,부1,12.15,01000,단독주택,19840718.0
12565,인천광역시 부평구 십정동 391-9번지,부2,1.5,01000,단독주택,19840718.0
12566,인천광역시 부평구 십정동 391번지,,726.07,02000,공동주택,20161031.0
12567,인천광역시 부평구 십정동 392-10번지,,134.28,01000,단독주택,19851018.0
12568,인천광역시 부평구 십정동 392-11번지,,223.44,01000,단독주택,19880721.0
12569,인천광역시 부평구 십정동 392-12번지,,200.28,01000,단독주택,19850919.0
12570,인천광역시 부평구 십정동 392-13번지,,139.05,01000,단독주택,19850711.0
12571,인천광역시 부평구 십정동 392-14번지,,139.05,01000,단독주택,19850711.0
12572,인천광역시 부평구 십정동 392-15번지,,1.0,01000,단독주택,19850110.0
12573,인천광역시 부평구 십정동 392-15번지,,150.46,01000,단독주택,19850110.0
12574,인천광역시 부평구 십정동 392-16번지,,241.56,03000,제1종근린생활시설,19900602.0
12575,인천광역시 부평구 십정동 392-17번지,,161.04,01000,단독주택,19850221.0
12576,인천광역시 부평구 십정동 392-17번지,,1.44,01000,단독주택,19850221.0
12577,인천광역시 부평구 십정동 392-19번지,,1.44,04000,제2종근린생활시설,19850304.0
12578,인천광역시 부평구 십정동 392-19번지,,141.3,04000,제2종근린생활시설,19850304.0
12579,인천광역시 부평구 십정동 392-1번지,,293.91,01000,단독주택,19890704.0
12580,인천광역시 부평구 십정동 392-20번지,,151.74,01000,단독주택,19850910.0
12581,인천광역시 부평구 십정동 392-21번지,,144.06,01000,단독주택,19850219.0
12582,인천광역시 부평구 십정동 392-22번지,,199.17,01000,단독주택,19850112.0
12583,인천광역시 부평구 십정동 392-23번지,,199.17,01000,단독주택,19841221.0
12584,인천광역시 부평구 십정동 392-24번지,,144.06,04000,제2종근린생활시설,19850304.0
12585,인천광역시 부평구 십정동 392-25번지,,134.56,04000,제2종근린생활시설,19850625.0
12586,인천광역시 부평구 십정동 392-25번지,,0.8,04000,제2종근린생활시설,19850625.0
12587,인천광역시 부평구 십정동 392-26번지,,188.31,01000,단독주택,19850131.0
12588,인천광역시 부평구 십정동 392-26번지,,3.0,01000,단독주택,19850131.0
12589,인천광역시 부평구 십정동 392-27번지,,222.52,01000,단독주택,19861017.0
12590,인천광역시 부평구 십정동 392-28번지,,245.08,01000,단독주택,19880830.0
12591,인천광역시 부평구 십정동 392-2번지,,322.08,01000,단독주택,19880203.0
12592,인천광역시 부평구 십정동 392-30번지,,232.63,01000,단독주택,19880907.0
12593,인천광역시 부평구 십정동 392-31번지,,208.29,01000,단독주택,19861104.0
12594,인천광역시 부평구 십정동 392-32번지,,194.04,01000,단독주택,19861017.0
12595,인천광역시 부평구 십정동 392-34번지,,196.9,01000,단독주택,19861017.0
12596,인천광역시 부평구 십정동 392-35번지,,276.61,01000,단독주택,19880831.0
12597,인천광역시 부평구 십정동 392-36번지,,274.38,01000,단독주택,19880912.0
12598,인천광역시 부평구 십정동 392-37번지,,249.93,01000,단독주택,19880929.0
12599,인천광역시 부평구 십정동 392-39번지,,199.98,01000,단독주택,19890626.0
12600,인천광역시 부평구 십정동 392-3번지,,162.84,01000,단독주택,19860521.0
12601,인천광역시 부평구 십정동 392-3번지,,1.0,01000,단독주택,19860521.0
12602,인천광역시 부평구 십정동 392-40번지,,230.76,01000,단독주택,19890704.0
12603,인천광역시 부평구 십정동 392-41번지,,223.56,01000,단독주택,19890626.0
12604,인천광역시 부평구 십정동 392-4번지,,186.48,01000,단독주택,19860521.0
12605,인천광역시 부평구 십정동 392-5번지,,217.97,01000,단독주택,19861212.0
12606,인천광역시 부평구 십정동 392-6번지,,186.05,01000,단독주택,19861028.0
12607,인천광역시 부평구 십정동 392-8번지,,221.85,01000,단독주택,19870904.0
12608,인천광역시 부평구 십정동 392-9번지,,153.36,01000,단독주택,19851225.0
12609,인천광역시 부평구 십정동 392번지,우정빌라,659.85,02000,공동주택,19940506.0
12610,인천광역시 부평구 십정동 393-3번지,,173.43,03000,제1종근린생활시설,19841017.0
12616,인천광역시 부평구 십정동 396-13번지,,2104.06,04000,제2종근린생활시설,19990104.0
12617,인천광역시 부평구 십정동 396-15번지,,2407.49,04000,제2종근린생활시설,19940630.0
12618,인천광역시 부평구 십정동 396-16번지,,1243.26,04000,제2종근린생활시설,19910529.0
12619,인천광역시 부평구 십정동 396-2번지,문화네트빌,652.32,02000,공동주택,20020403.0
12620,인천광역시 부평구 십정동 396-3번지,,1.21,01000,단독주택,19890515.0
12621,인천광역시 부평구 십정동 396-3번지,,325.11,01000,단독주택,19890515.0
12622,인천광역시 부평구 십정동 396-4번지,,578.91,02000,공동주택,20100628.0
12623,인천광역시 부평구 십정동 396-4번지,,611.64,02000,공동주택,20100628.0
12624,인천광역시 부평구 십정동 396-5번지,,493.62,04000,제2종근린생활시설,19940309.0
12626,인천광역시 부평구 십정동 396-7번지,,753.3,04000,제2종근린생활시설,19871116.0
12627,인천광역시 부평구 십정동 396-8번지,,183.03,03000,제1종근린생활시설,20011221.0
12628,인천광역시 부평구 십정동 396-9번지,,273.38,02000,공동주택,19860923.0
12629,인천광역시 부평구 십정동 397-10번지,,133.58,01000,단독주택,19850903.0
12630,인천광역시 부평구 십정동 397-10번지,,1.44,01000,단독주택,19850903.0
12631,인천광역시 부평구 십정동 397-11번지,,148.33,01000,단독주택,19850904.0
12632,인천광역시 부평구 십정동 397-12번지,,1.44,01000,단독주택,19850830.0
12633,인천광역시 부평구 십정동 397-12번지,,183.18,01000,단독주택,19850830.0
12634,인천광역시 부평구 십정동 397-13번지,,164.56,01000,단독주택,19860224.0
12635,인천광역시 부평구 십정동 397-14번지,,324.56,03000,제1종근린생활시설,19890529.0
12636,인천광역시 부평구 십정동 397-15번지,,391.28,03000,제1종근린생활시설,19890901.0
12637,인천광역시 부평구 십정동 397-16번지,,5.04,04000,제2종근린생활시설,19921230.0
12638,인천광역시 부평구 십정동 397-16번지,,197.64,04000,제2종근린생활시설,19921230.0
12639,인천광역시 부평구 십정동 397-17번지,,328.91,01000,단독주택,19880415.0
12640,인천광역시 부평구 십정동 397-18번지,,262.05,01000,단독주택,19861229.0
12641,인천광역시 부평구 십정동 397-19번지,,252.3,01000,단독주택,19890629.0
12642,인천광역시 부평구 십정동 397-1번지,,492.44,01000,단독주택,19921110.0
12643,인천광역시 부평구 십정동 397-20번지,,1.8,03000,제1종근린생활시설,19891130.0
12644,인천광역시 부평구 십정동 397-20번지,,251.35,04000,제2종근린생활시설,19891130.0
12645,인천광역시 부평구 십정동 397-21번지,,2.4,01000,단독주택,19861202.0
12646,인천광역시 부평구 십정동 397-21번지,,240.36,01000,단독주택,19861202.0
12647,인천광역시 부평구 십정동 397-23번지,,253.82,01000,단독주택,19861120.0
12648,인천광역시 부평구 십정동 397-24번지,,253.86,01000,단독주택,19870225.0
12649,인천광역시 부평구 십정동 397-25번지,,311.48,02000,공동주택,19870105.0
12650,인천광역시 부평구 십정동 397-26번지,,311.16,02000,공동주택,19870211.0
12651,인천광역시 부평구 십정동 397-28번지,,311.16,02000,공동주택,19870105.0
12652,인천광역시 부평구 십정동 397-29번지,,311.07,02000,공동주택,19870211.0
12653,인천광역시 부평구 십정동 397-2번지,,269.23,01000,단독주택,19870922.0
12654,인천광역시 부평구 십정동 397-30번지,,311.07,02000,공동주택,19870211.0
12655,인천광역시 부평구 십정동 397-32번지,,294.97,02000,공동주택,19870105.0
12656,인천광역시 부평구 십정동 397-33번지,,302.04,03000,제1종근린생활시설,19901221.0
12657,인천광역시 부평구 십정동 397-33번지,,2.64,03000,제1종근린생활시설,19901221.0
12658,인천광역시 부평구 십정동 397-3번지,,1.2,01000,단독주택,19861027.0
12659,인천광역시 부평구 십정동 397-3번지,,221.07,01000,단독주택,19861027.0
12660,인천광역시 부평구 십정동 397-4번지,,235.62,04000,제2종근린생활시설,19851111.0
12661,인천광역시 부평구 십정동 397-5번지,,328.16,02000,공동주택,19910524.0
12662,인천광역시 부평구 십정동 397-6번지,,182.73,01000,단독주택,19900702.0
12663,인천광역시 부평구 십정동 397-7번지,,153.12,01000,단독주택,19851007.0
12664,인천광역시 부평구 십정동 397-8번지,,159.36,01000,단독주택,19850701.0
12665,인천광역시 부평구 십정동 397-8번지,,2.16,01000,단독주택,19850701.0
12666,인천광역시 부평구 십정동 397-9번지,,222.76,01000,단독주택,19860423.0
12667,인천광역시 부평구 십정동 397번지,,490.78,04000,제2종근린생활시설,19921110.0
12668,인천광역시 부평구 십정동 398-10번지,,245.85,01000,단독주택,19870613.0
12669,인천광역시 부평구 십정동 398-11번지,,176.04,01000,단독주택,19861211.0
12670,인천광역시 부평구 십정동 398-11번지,,1.44,01000,단독주택,19861211.0
12671,인천광역시 부평구 십정동 398-12번지,,233.06,01000,단독주택,19870610.0
12672,인천광역시 부평구 십정동 398-13번지,,228.51,01000,단독주택,19861205.0
12673,인천광역시 부평구 십정동 398-14번지,,226.72,01000,단독주택,19870610.0
12674,인천광역시 부평구 십정동 398-1번지,,177.4,01000,단독주택,19841227.0
12675,인천광역시 부평구 십정동 398-2번지,,1.0,01000,단독주택,19850115.0
12676,인천광역시 부평구 십정동 398-2번지,,154.32,01000,단독주택,19850115.0
12677,인천광역시 부평구 십정동 398-4번지,,77.66,04000,제2종근린생활시설,19711028.0
12679,인천광역시 부평구 십정동 398-4번지,,157.07,01000,단독주택,19841122.0
12680,인천광역시 부평구 십정동 398-5번지,,248.92,01000,단독주택,19881101.0
12681,인천광역시 부평구 십정동 398-6번지,초원빌라,433.85,02000,공동주택,20011229.0
12682,인천광역시 부평구 십정동 398-7번지,초원빌라,393.93,02000,공동주택,20011229.0
12683,인천광역시 부평구 십정동 398-8번지,,192.0,01000,단독주택,19870221.0
12684,인천광역시 부평구 십정동 398번지,,518.17,01000,단독주택,20000104.0
12685,인천광역시 부평구 십정동 399-10번지,,302.7,01000,단독주택,19880614.0
12686,인천광역시 부평구 십정동 399-1번지,삼백하이츠,413.68,02000,공동주택,20020320.0
12687,인천광역시 부평구 십정동 399-24번지,,243.29,01000,단독주택,19890605.0
12688,인천광역시 부평구 십정동 399-26번지,,243.29,01000,단독주택,19890529.0
12689,인천광역시 부평구 십정동 399-27번지,,239.28,01000,단독주택,19860927.0
12690,인천광역시 부평구 십정동 399-28번지,,260.18,01000,단독주택,19861004.0
12691,인천광역시 부평구 십정동 399-29번지,삼백하이츠,396.36,02000,공동주택,20020320.0
12692,인천광역시 부평구 십정동 399-2번지,,329.28,02000,공동주택,19860707.0
12693,인천광역시 부평구 십정동 399-30번지,,325.4,01000,단독주택,19881219.0
12694,인천광역시 부평구 십정동 399-32번지,,275.055,01000,단독주택,19880722.0
12695,인천광역시 부평구 십정동 399-33번지,,282.6,01000,단독주택,19880623.0
12696,인천광역시 부평구 십정동 399-34번지,,274.845,01000,단독주택,19880714.0
12697,인천광역시 부평구 십정동 399-35번지,,307.35,01000,단독주택,19880708.0
12698,인천광역시 부평구 십정동 399-36번지,,292.08,01000,단독주택,19880614.0
12699,인천광역시 부평구 십정동 399-37번지,,292.08,01000,단독주택,19880614.0
12700,인천광역시 부평구 십정동 399-3번지,,219.89,03000,제1종근린생활시설,19870522.0
12701,인천광역시 부평구 십정동 399-3번지,,2.88,03000,제1종근린생활시설,19870522.0
12702,인천광역시 부평구 십정동 399-4번지,삼백하이츠,360.85,02000,공동주택,20020314.0
12703,인천광역시 부평구 십정동 399-5번지,,253.39,01000,단독주택,19860927.0
12704,인천광역시 부평구 십정동 399-6번지,,195.55,01000,단독주택,19881109.0
12705,인천광역시 부평구 십정동 399-6번지,,140.1,03000,제1종근린생활시설,19881230.0
12706,인천광역시 부평구 십정동 399-7번지,,188.58,01000,단독주택,19881230.0
12707,인천광역시 부평구 십정동 399-8번지,,1.2,01000,단독주택,19881230.0
12708,인천광역시 부평구 십정동 399-8번지,,140.1,01000,단독주택,19881230.0
12709,인천광역시 부평구 십정동 399-9번지,,257.525,01000,단독주택,19870703.0
12710,인천광역시 부평구 십정동 399-9번지,,2.4,01000,단독주택,19870703.0
12711,인천광역시 부평구 십정동 399번지,,463.86,01000,단독주택,20190416.0
12712,인천광역시 부평구 십정동 40-1번지,,237.82,01000,단독주택,20041012.0
12713,인천광역시 부평구 십정동 400-10번지,,581.2,01000,단독주택,19970802.0
12714,인천광역시 부평구 십정동 400-11번지,,280.77,01000,단독주택,19881209.0
12715,인천광역시 부평구 십정동 400-12번지,미성하이츠빌,655.62,02000,공동주택,20020228.0
12716,인천광역시 부평구 십정동 400-13번지,,321.96,01000,단독주택,19890613.0
12717,인천광역시 부평구 십정동 400-14번지,경남,471.96,01000,단독주택,20031117.0
12718,인천광역시 부평구 십정동 400-15번지,,80.76,01000,단독주택,19770806.0
12719,인천광역시 부평구 십정동 400-15번지,대풍아트맨션 1동,594.5,02000,공동주택,20021221.0
12720,인천광역시 부평구 십정동 400-16번지,,240.52,01000,단독주택,19880906.0
12721,인천광역시 부평구 십정동 400-17번지,,194.23,01000,단독주택,19900531.0
12722,인천광역시 부평구 십정동 400-18번지,,565.68,03000,제1종근린생활시설,19880808.0
12723,인천광역시 부평구 십정동 400-19번지,,300.57,01000,단독주택,19910625.0
12724,인천광역시 부평구 십정동 400-1번지,,316.16,01000,단독주택,19891116.0
12725,인천광역시 부평구 십정동 400-20번지,,313.37,01000,단독주택,20170929.0
12726,인천광역시 부평구 십정동 400-21번지,,162.0,01000,단독주택,19871110.0
12727,인천광역시 부평구 십정동 400-22번지,,203.64,01000,단독주택,19900629.0
12728,인천광역시 부평구 십정동 400-23번지,,245.7,01000,단독주택,19891123.0
12729,인천광역시 부평구 십정동 400-24번지,,232.155,01000,단독주택,19891116.0
12730,인천광역시 부평구 십정동 400-25번지,,219.12,01000,단독주택,19930615.0
12731,인천광역시 부평구 십정동 400-27번지,,359.31,03000,제1종근린생활시설,19880602.0
12732,인천광역시 부평구 십정동 400-29번지,,238.91,04000,제2종근린생활시설,20020614.0
12733,인천광역시 부평구 십정동 400-2번지,,436.12,03000,제1종근린생활시설,19891021.0
12734,인천광역시 부평구 십정동 400-30번지,,278.78,01000,단독주택,19881230.0
12735,인천광역시 부평구 십정동 400-31번지,,265.17,01000,단독주택,19931218.0
12736,인천광역시 부평구 십정동 400-32번지,,281.62,01000,단독주택,19881111.0
12737,인천광역시 부평구 십정동 400-33번지,,231.58,01000,단독주택,19881214.0
12738,인천광역시 부평구 십정동 400-34번지,,297.84,01000,단독주택,19890731.0
12739,인천광역시 부평구 십정동 400-36번지,,199.35,03000,제1종근린생활시설,19861127.0
12740,인천광역시 부평구 십정동 400-37번지,,237.96,03000,제1종근린생활시설,19861202.0
12741,인천광역시 부평구 십정동 400-37번지,,1.41,03000,제1종근린생활시설,19861202.0
