대지위치,건물명,연면적,주용도코드,주용도코드명,사용승인일
인천광역시 부평구 부개동 149-2번지,,448.2,02000,공동주택,19920617.0
인천광역시 부평구 부개동 149-2번지,,405.18,02000,공동주택,19920617.0
인천광역시 부평구 부개동 149-3번지,세화빌라,563.4,02000,공동주택,19921216.0
인천광역시 부평구 부개동 149-4번지,세화빌라,641.52,02000,공동주택,19921216.0
인천광역시 부평구 부개동 149-5번지,,464.4,02000,공동주택,19930521.0
인천광역시 부평구 부개동 149-5번지,,304.59,02000,공동주택,19930521.0
인천광역시 부평구 부개동 149-6번지,세화빌리지,380.88,02000,공동주택,19920706.0
인천광역시 부평구 부개동 149-7번지,,549.0,02000,공동주택,19940622.0
인천광역시 부평구 부개동 149-7번지,,481.89,02000,공동주택,19940622.0
인천광역시 부평구 부개동 15-15번지,대창빌라,287.28,02000,공동주택,19910902.0
인천광역시 부평구 부개동 15-18번지,,232.56,01000,단독주택,19910117.0
인천광역시 부평구 부개동 15-19번지,,230.07,01000,단독주택,19900607.0
인천광역시 부평구 부개동 15-26번지,,148.71,01000,단독주택,19860619.0
인천광역시 부평구 부개동 15-26번지,,1.44,01000,단독주택,19860619.0
인천광역시 부평구 부개동 15-6번지,,1.44,01000,단독주택,19860616.0
인천광역시 부평구 부개동 15-6번지,,142.44,01000,단독주택,19860616.0
인천광역시 부평구 부개동 150-3번지,다채움,787.6,02000,공동주택,20100607.0
인천광역시 부평구 부개동 150-5번지,다채움,629.32,02000,공동주택,20100604.0
인천광역시 부평구 부개동 151-4번지,,342.81,04000,제2종근린생활시설,19890920.0
인천광역시 부평구 부개동 151-4번지,,1.2,04000,제2종근린생활시설,19890920.0
인천광역시 부평구 부개동 154-1번지,부개동 어린이집,327.64,01000,단독주택,19901120.0
인천광역시 부평구 부개동 155-10번지,,323.44,02000,공동주택,19900412.0
인천광역시 부평구 부개동 155-11번지,,323.44,02000,공동주택,19900417.0
인천광역시 부평구 부개동 155-4번지,,132.63,01000,단독주택,19900403.0
인천광역시 부평구 부개동 155-5번지,,323.44,02000,공동주택,19900417.0
인천광역시 부평구 부개동 155-6번지,,323.44,02000,공동주택,19900412.0
인천광역시 부평구 부개동 155-7번지,,323.44,02000,공동주택,19900412.0
인천광역시 부평구 부개동 155-8번지,,323.44,02000,공동주택,19900412.0
인천광역시 부평구 부개동 155-9번지,,323.44,02000,공동주택,19900412.0
인천광역시 부평구 부개동 16-100번지,,746.67,04000,제2종근린생활시설,19940120.0
인천광역시 부평구 부개동 16-101번지,,139.12,01000,단독주택,19681118.0
인천광역시 부평구 부개동 16-101번지,,3.77,01000,단독주택,
인천광역시 부평구 부개동 16-102번지,,98.58,04000,제2종근린생활시설,19791030.0
인천광역시 부평구 부개동 16-103번지,,149.32,01000,단독주택,19781122.0
인천광역시 부평구 부개동 16-103번지,,0.99,01000,단독주택,
인천광역시 부평구 부개동 16-104번지,,144.54,01000,단독주택,19831111.0
인천광역시 부평구 부개동 16-106번지,,1.19,01000,단독주택,
인천광역시 부평구 부개동 16-106번지,,98.58,01000,단독주택,19791030.0
인천광역시 부평구 부개동 16-106번지,,324.69,02000,공동주택,19900816.0
인천광역시 부평구 부개동 16-107번지,,324.69,02000,공동주택,19900411.0
인천광역시 부평구 부개동 16-108번지,,150.89,01000,단독주택,19801108.0
인천광역시 부평구 부개동 16-110번지,부개동 16-110 제2종근린생활시설 (한성식),162.76,04000,제2종근린생활시설,19910403.0
인천광역시 부평구 부개동 16-111번지,,2.31,01000,단독주택,
인천광역시 부평구 부개동 16-111번지,,139.5,01000,단독주택,19781207.0
인천광역시 부평구 부개동 16-112번지,,188.33,01000,단독주택,19821123.0
인천광역시 부평구 부개동 16-112번지,,9.92,01000,단독주택,
인천광역시 부평구 부개동 16-115번지,,799.78,02000,공동주택,19781223.0
인천광역시 부평구 부개동 16-118번지,,293.66,01000,단독주택,19891228.0
인천광역시 부평구 부개동 16-121번지,스타파크힐2차,860.46,02000,공동주택,20130104.0
인천광역시 부평구 부개동 16-127번지,,192.72,01000,단독주택,19820810.0
인천광역시 부평구 부개동 16-129번지,정원빌라,498.5,02000,공동주택,20010822.0
인천광역시 부평구 부개동 16-133번지,,92.33,01000,단독주택,19820429.0
인천광역시 부평구 부개동 16-134번지,삼오아트빌,358.44,02000,공동주택,20021021.0
인천광역시 부평구 부개동 16-135번지,삼오아트빌,610.66,02000,공동주택,20021031.0
인천광역시 부평구 부개동 16-136번지,,95.87,01000,단독주택,19800625.0
인천광역시 부평구 부개동 16-137번지,해담캐슬,601.46,02000,공동주택,20150608.0
인천광역시 부평구 부개동 16-139번지,,224.25,01000,단독주택,19960604.0
인천광역시 부평구 부개동 16-13번지,,1330.88,02000,공동주택,19850627.0
인천광역시 부평구 부개동 16-140번지,나라행복주택,659.33,02000,공동주택,20180322.0
인천광역시 부평구 부개동 16-142번지,,124.17,01000,단독주택,19830111.0
인천광역시 부평구 부개동 16-145번지,,147.32,01000,단독주택,19830901.0
인천광역시 부평구 부개동 16-146번지,,112.23,01000,단독주택,19830901.0
인천광역시 부평구 부개동 16-147번지,,144.03,01000,단독주택,19840124.0
인천광역시 부평구 부개동 16-149번지,성현그린빌,582.6,02000,공동주택,20090625.0
인천광역시 부평구 부개동 16-151번지,,124.72,01000,단독주택,19830729.0
인천광역시 부평구 부개동 16-152번지,,122.1,01000,단독주택,19830616.0
인천광역시 부평구 부개동 16-154번지,,117.59,01000,단독주택,19830913.0
인천광역시 부평구 부개동 16-155번지,,126.46,01000,단독주택,19830913.0
인천광역시 부평구 부개동 16-156번지,,132.96,01000,단독주택,19830821.0
인천광역시 부평구 부개동 16-157번지,,119.9,01000,단독주택,19830808.0
인천광역시 부평구 부개동 16-159번지,,178.76,01000,단독주택,19830622.0
인천광역시 부평구 부개동 16-161번지,,209.1,01000,단독주택,19831129.0
인천광역시 부평구 부개동 16-162번지,대명리츠빌5차,684.28,02000,공동주택,20120912.0
인천광역시 부평구 부개동 16-164번지,,147.8,01000,단독주택,19831107.0
인천광역시 부평구 부개동 16-164번지,,113.09,01000,단독주택,19801230.0
인천광역시 부평구 부개동 16-165번지,,124.48,01000,단독주택,19830824.0
인천광역시 부평구 부개동 16-168번지,,212.19,04000,제2종근린생활시설,19850629.0
인천광역시 부평구 부개동 16-169번지,,139.45,01000,단독주택,19831111.0
인천광역시 부평구 부개동 16-170번지,,146.005,01000,단독주택,19830817.0
인천광역시 부평구 부개동 16-171번지,,145.7,01000,단독주택,19840409.0
인천광역시 부평구 부개동 16-172번지,,153.66,01000,단독주택,19831212.0
인천광역시 부평구 부개동 16-173번지,,188.255,01000,단독주택,19831024.0
인천광역시 부평구 부개동 16-174번지,,117.75,01000,단독주택,19830610.0
인천광역시 부평구 부개동 16-177번지,,114.28,01000,단독주택,19840425.0
인천광역시 부평구 부개동 16-178번지,,121.61,01000,단독주택,19840521.0
인천광역시 부평구 부개동 16-179번지,,109.0,01000,단독주택,19840619.0
인천광역시 부평구 부개동 16-17번지,,130.32,04000,제2종근린생활시설,19840601.0
인천광역시 부평구 부개동 16-17번지,,0.96,04000,제2종근린생활시설,19840601.0
인천광역시 부평구 부개동 16-180번지,,134.38,01000,단독주택,19840924.0
인천광역시 부평구 부개동 16-181번지,,140.59,01000,단독주택,19841026.0
인천광역시 부평구 부개동 16-182번지,,113.64,01000,단독주택,19850726.0
인천광역시 부평구 부개동 16-183번지,,125.34,01000,단독주택,19850726.0
인천광역시 부평구 부개동 16-184번지,,127.54,01000,단독주택,19840530.0
인천광역시 부평구 부개동 16-187번지,,124.42,01000,단독주택,19840917.0
인천광역시 부평구 부개동 16-188번지,,133.12,01000,단독주택,19841221.0
인천광역시 부평구 부개동 16-189번지,,199.21,01000,단독주택,19841126.0
인천광역시 부평구 부개동 16-191번지,,121.69,01000,단독주택,19851028.0
인천광역시 부평구 부개동 16-193번지,,131.0,01000,단독주택,19860121.0
인천광역시 부평구 부개동 16-194번지,,118.84,01000,단독주택,19850912.0
인천광역시 부평구 부개동 16-195번지,,266.03,01000,단독주택,19880804.0
인천광역시 부평구 부개동 16-196번지,,325.98,02000,공동주택,19900323.0
인천광역시 부평구 부개동 16-197번지,,325.98,02000,공동주택,19900323.0
인천광역시 부평구 부개동 16-198번지,,328.94,02000,공동주택,19910418.0
인천광역시 부평구 부개동 16-200번지,정원빌라,498.5,02000,공동주택,20010727.0
인천광역시 부평구 부개동 16-201번지,LG타운,650.26,02000,공동주택,20010827.0
인천광역시 부평구 부개동 16-202번지,제일,659.34,02000,공동주택,20030321.0
인천광역시 부평구 부개동 16-203번지,,3.27,01000,단독주택,
인천광역시 부평구 부개동 16-203번지,,152.49,01000,단독주택,19791229.0
인천광역시 부평구 부개동 16-204번지,에코그린빌,509.19,02000,공동주택,20090624.0
인천광역시 부평구 부개동 16-21번지,,2.0,01000,단독주택,19850304.0
인천광역시 부평구 부개동 16-21번지,,446.04,01000,단독주택,19850304.0
인천광역시 부평구 부개동 16-22번지,,244.89,01000,단독주택,19870910.0
인천광역시 부평구 부개동 16-25번지,,463.98,04000,제2종근린생활시설,19960916.0
인천광역시 부평구 부개동 16-26번지,,679.94,02000,공동주택,20120904.0
인천광역시 부평구 부개동 16-2번지,대우빌라,328.52,02000,공동주택,19910607.0
인천광역시 부평구 부개동 16-33번지,,250.76,01000,단독주택,20000421.0
인천광역시 부평구 부개동 16-38번지,하나주택,1522.2,02000,공동주택,20200316.0
인천광역시 부평구 부개동 16-40번지,,266.8,02000,공동주택,19901211.0
인천광역시 부평구 부개동 16-41번지,이안푸르미 2차,601.3,02000,공동주택,20171106.0
인천광역시 부평구 부개동 16-42번지,,329.96,02000,공동주택,19900425.0
인천광역시 부평구 부개동 16-43번지,,129.59,01000,단독주택,19810402.0
인천광역시 부평구 부개동 16-43번지,,1.42,01000,단독주택,19810402.0
인천광역시 부평구 부개동 16-44번지,,138.48,01000,단독주택,19980917.0
인천광역시 부평구 부개동 16-45번지,,659.61,04000,제2종근린생활시설,19810811.0
인천광역시 부평구 부개동 16-45번지,,663.84,02000,공동주택,19840511.0
인천광역시 부평구 부개동 16-46번지,성현DS빌,654.38,02000,공동주택,20090310.0
인천광역시 부평구 부개동 16-47번지,,94.35,04000,제2종근린생활시설,19980530.0
인천광역시 부평구 부개동 16-47번지,,48.0,04000,제2종근린생활시설,19981125.0
인천광역시 부평구 부개동 16-47번지,,1.95,04000,제2종근린생활시설,19980530.0
인천광역시 부평구 부개동 16-48번지,,57.85,01000,단독주택,
인천광역시 부평구 부개동 16-48번지,,136.0,04000,제2종근린생활시설,19990706.0
인천광역시 부평구 부개동 16-49번지,대성빌리지,464.34,02000,공동주택,20020314.0
인천광역시 부평구 부개동 16-4번지,,1.0,01000,단독주택,19851214.0
인천광역시 부평구 부개동 16-4번지,,240.72,01000,단독주택,19851214.0
인천광역시 부평구 부개동 16-50번지,성현드림빌,515.7,02000,공동주택,20081007.0
인천광역시 부평구 부개동 16-51번지,,325.98,02000,공동주택,19900323.0
인천광역시 부평구 부개동 16-53번지,,223.19,01000,단독주택,19880728.0
인천광역시 부평구 부개동 16-54번지,,128.91,01000,단독주택,19841224.0
인천광역시 부평구 부개동 16-55번지,,133.47,01000,단독주택,19840423.0
인천광역시 부평구 부개동 16-56번지,,135.525,01000,단독주택,19840425.0
인천광역시 부평구 부개동 16-57번지,,1.0,01000,단독주택,19850912.0
인천광역시 부평구 부개동 16-57번지,,122.88,01000,단독주택,19850912.0
인천광역시 부평구 부개동 16-58번지,LG타운,652.26,02000,공동주택,20010827.0
인천광역시 부평구 부개동 16-59번지,,181.24,01000,단독주택,19860707.0
인천광역시 부평구 부개동 16-59번지,,1.0,01000,단독주택,19860707.0
인천광역시 부평구 부개동 16-61번지,,2021.85,02000,공동주택,19821229.0
인천광역시 부평구 부개동 16-67번지,한마을,506.18,02000,공동주택,20181001.0
인천광역시 부평구 부개동 16-68번지,그린캐슬,393.35,02000,공동주택,20091030.0
인천광역시 부평구 부개동 16-69번지,효성쉐르빌,537.25,02000,공동주택,20010927.0
인천광역시 부평구 부개동 16-71번지,,3.27,01000,단독주택,19801206.0
인천광역시 부평구 부개동 16-71번지,,156.22,01000,단독주택,19801206.0
인천광역시 부평구 부개동 16-72번지,제일,659.34,02000,공동주택,20030321.0
인천광역시 부평구 부개동 16-73번지,신아빌라,640.75,02000,공동주택,19950513.0
인천광역시 부평구 부개동 16-76번지,다인쉐르빌,840.93,02000,공동주택,20151027.0
인천광역시 부평구 부개동 16-77번지,,248.94,01000,단독주택,19940519.0
인천광역시 부평구 부개동 16-78번지,,274.89,01000,단독주택,19940601.0
인천광역시 부평구 부개동 16-79번지,,4.03,01000,단독주택,
인천광역시 부평구 부개동 16-79번지,,185.92,01000,단독주택,
인천광역시 부평구 부개동 16-81번지,,799.75,02000,공동주택,19781223.0
인천광역시 부평구 부개동 16-82번지,,2908.53,02000,공동주택,19830521.0
인천광역시 부평구 부개동 16-86번지,,262.2,03000,제1종근린생활시설,19840614.0
인천광역시 부평구 부개동 16-87번지,나라사랑채,659.79,02000,공동주택,20190227.0
인천광역시 부평구 부개동 16-88번지,,1054.6,02000,공동주택,19840524.0
인천광역시 부평구 부개동 16-91번지,,324.78,02000,공동주택,19890704.0
인천광역시 부평구 부개동 16-92번지,,103.76,01000,단독주택,19800823.0
인천광역시 부평구 부개동 16-92번지,,0.99,01000,단독주택,
인천광역시 부평구 부개동 16-93번지,,151.84,01000,단독주택,19790504.0
인천광역시 부평구 부개동 16-94번지,,176.0,01000,단독주택,19841010.0
인천광역시 부평구 부개동 16-94번지,,1.5,01000,단독주택,
인천광역시 부평구 부개동 16-95번지,,0.99,01000,단독주택,19810814.0
인천광역시 부평구 부개동 16-95번지,,100.2,01000,단독주택,19810814.0
인천광역시 부평구 부개동 16-9번지,,120.92,01000,단독주택,19830908.0
인천광역시 부평구 부개동 16-9번지,,1.0,01000,단독주택,19830908.0
인천광역시 부평구 부개동 160번지,,25.29,01000,단독주택,
인천광역시 부평구 부개동 163-2번지,무궁화빌라,659.15,02000,공동주택,19930705.0
인천광역시 부평구 부개동 164-1번지,무궁화빌라,656.88,02000,공동주택,19930906.0
인천광역시 부평구 부개동 165-10번지,,112.11,03000,제1종근린생활시설,20160928.0
인천광역시 부평구 부개동 165-12번지,,564.2,02000,공동주택,20100531.0
인천광역시 부평구 부개동 165-14번지,진주오피스텔,319.62,02000,공동주택,20140605.0
인천광역시 부평구 부개동 165-15번지,,725.23,04000,제2종근린생활시설,20100519.0
인천광역시 부평구 부개동 166-3번지,,113.13,03000,제1종근린생활시설,20160518.0
인천광역시 부평구 부개동 19-1번지,,2181.4,04000,제2종근린생활시설,19881121.0
인천광역시 부평구 부개동 191-101번지,,352.54,03000,제1종근린생활시설,19910731.0
인천광역시 부평구 부개동 191-104번지,,68.46,01000,단독주택,19780222.0
인천광역시 부평구 부개동 191-104번지,,0.99,01000,단독주택,19780222.0
인천광역시 부평구 부개동 191-121번지,,12.25,03000,제1종근린생활시설,19850812.0
인천광역시 부평구 부개동 191-121번지,,1.0,03000,제1종근린생활시설,19850812.0
인천광역시 부평구 부개동 191-122번지,,194.13,04000,제2종근린생활시설,20120503.0
인천광역시 부평구 부개동 191-130번지,,68.65,01000,단독주택,19860523.0
인천광역시 부평구 부개동 191-130번지,,665.93,03000,제1종근린생활시설,19851205.0
인천광역시 부평구 부개동 191-13번지,,286.02,03000,제1종근린생활시설,19971009.0
인천광역시 부평구 부개동 191-14번지,,434.58,03000,제1종근린생활시설,19860910.0
인천광역시 부평구 부개동 191-153번지,미진주택,626.85,02000,공동주택,20011203.0
인천광역시 부평구 부개동 191-15번지,삼성아파트,3783.08,02000,공동주택,20030630.0
인천광역시 부평구 부개동 191-16번지,현대베스트빌,518.24,02000,공동주택,20011205.0
인천광역시 부평구 부개동 191-18번지,,329.76,02000,공동주택,19900531.0
인천광역시 부평구 부개동 191-192번지,,328.44,02000,공동주택,19891111.0
인천광역시 부평구 부개동 191-198번지,,296.745,01000,단독주택,19951014.0
인천광역시 부평구 부개동 191-19번지,,599.56,03000,제1종근린생활시설,19820409.0
인천광역시 부평구 부개동 191-21번지,,492.79,03000,제1종근린생활시설,19910918.0
인천광역시 부평구 부개동 191-237번지,동일마이빌,832.33,02000,공동주택,20020112.0
인천광역시 부평구 부개동 191-239번지,현대베스트빌,490.56,02000,공동주택,20011205.0
인천광역시 부평구 부개동 191-25번지,,69.75,03000,제1종근린생활시설,19740325.0
인천광역시 부평구 부개동 191-32번지,,449.3,03000,제1종근린생활시설,20100204.0
인천광역시 부평구 부개동 191-37번지,,307.53,04000,제2종근린생활시설,20040305.0
인천광역시 부평구 부개동 191-39번지,노블리안,740.8,02000,공동주택,20140211.0
인천광역시 부평구 부개동 191-3번지,,59.5,01000,단독주택,
인천광역시 부평구 부개동 191-3번지,,52.89,01000,단독주택,
인천광역시 부평구 부개동 191-3번지,,33.06,01000,단독주택,
인천광역시 부평구 부개동 191-40번지,대우빌라,545.8,02000,공동주택,19940307.0
인천광역시 부평구 부개동 191-40번지,대우빌라,407.21,02000,공동주택,19940307.0
인천광역시 부평구 부개동 191-45번지,두리아트빌,692.2,02000,공동주택,20100625.0
인천광역시 부평구 부개동 191-52번지,도선빌리지,438.94,02000,공동주택,20120608.0
인천광역시 부평구 부개동 191-53번지,벧엘다세대주택,659.24,02000,공동주택,19940512.0
인천광역시 부평구 부개동 191-53번지,,43.14,01000,단독주택,
인천광역시 부평구 부개동 191-55번지,미진주택,388.84,02000,공동주택,20020111.0
인천광역시 부평구 부개동 191-6번지,,661.945,04000,제2종근린생활시설,19910726.0
인천광역시 부평구 부개동 191-83번지,,346.0,04000,제2종근린생활시설,20030715.0
인천광역시 부평구 부개동 191-96번지,,66.31,01000,단독주택,19750409.0
인천광역시 부평구 부개동 191번지,,76.46,01000,단독주택,
인천광역시 부평구 부개동 191번지,,23.14,01000,단독주택,
인천광역시 부평구 부개동 191번지,,36.36,01000,단독주택,
인천광역시 부평구 부개동 191번지,,33.06,01000,단독주택,
인천광역시 부평구 부개동 191번지,,59.5,01000,단독주택,
인천광역시 부평구 부개동 191번지,,23.14,01000,단독주택,
인천광역시 부평구 부개동 196-15번지,,126.06,01000,단독주택,19840612.0
인천광역시 부평구 부개동 196-9번지,,954.44,04000,제2종근린생활시설,19900925.0
인천광역시 부평구 부개동 197-10번지,,98.44,01000,단독주택,19830924.0
인천광역시 부평구 부개동 197-11번지,,98.44,01000,단독주택,19830924.0
인천광역시 부평구 부개동 197-12번지,,98.44,01000,단독주택,19830924.0
인천광역시 부평구 부개동 197-15번지,코스모스빌딩,1099.96,03000,제1종근린생활시설,20100723.0
인천광역시 부평구 부개동 197-17번지,,98.44,01000,단독주택,19830924.0
인천광역시 부평구 부개동 197-18번지,,98.44,01000,단독주택,19830924.0
인천광역시 부평구 부개동 197-19번지,,648.98,02000,공동주택,20120718.0
인천광역시 부평구 부개동 197-21번지,청담빌리지,560.98,02000,공동주택,20130111.0
인천광역시 부평구 부개동 197-23번지,,98.44,01000,단독주택,19830924.0
인천광역시 부평구 부개동 197-24번지,필하우스,653.74,04000,제2종근린생활시설,20161018.0
인천광역시 부평구 부개동 197-25번지,더 하우스.공간,578.85,04000,제2종근린생활시설,20161018.0
인천광역시 부평구 부개동 197-28번지,,323.23,02000,공동주택,20141202.0
인천광역시 부평구 부개동 197-32번지,,1.6,04000,제2종근린생활시설,
인천광역시 부평구 부개동 197-32번지,,129.36,04000,제2종근린생활시설,19830906.0
인천광역시 부평구 부개동 197-33번지,,118.72,04000,제2종근린생활시설,19831120.0
인천광역시 부평구 부개동 197-33번지,,1.6,04000,제2종근린생활시설,19831120.0
인천광역시 부평구 부개동 197-34번지,,98.44,01000,단독주택,19830924.0
인천광역시 부평구 부개동 197-35번지,,98.44,01000,단독주택,19830924.0
인천광역시 부평구 부개동 197-36번지,,130.96,03000,제1종근린생활시설,19831120.0
인천광역시 부평구 부개동 197-37번지,,118.72,03000,제1종근린생활시설,19831120.0
인천광역시 부평구 부개동 197-38번지,,98.44,01000,단독주택,19830924.0
인천광역시 부평구 부개동 197-6번지,,98.44,01000,단독주택,19830924.0
인천광역시 부평구 부개동 197-7번지,PARK DAVID,436.03,03000,제1종근린생활시설,20160802.0
인천광역시 부평구 부개동 197-8번지,,168.77,01000,단독주택,19840612.0
인천광역시 부평구 부개동 197-9번지,,98.44,01000,단독주택,19830924.0
인천광역시 부평구 부개동 197번지,,353.792,01000,단독주택,19941101.0
인천광역시 부평구 부개동 20-1번지,부개동 20-1 제1종근린생활시설 (김영수),31.6,03000,제1종근린생활시설,20080909.0
인천광역시 부평구 부개동 20-2번지,부개동 20-2 제1종근린생활시설 (송경수),33.75,03000,제1종근린생활시설,20080909.0
인천광역시 부평구 부개동 20-6번지,,86.28,01000,단독주택,19980715.0
인천광역시 부평구 부개동 202-3번지,,75.93,01000,단독주택,19760823.0
인천광역시 부평구 부개동 208-5번지,,36.43,01000,단독주택,19701224.0
인천광역시 부평구 부개동 209번지,,178.43,03000,제1종근린생활시설,20160607.0
인천광역시 부평구 부개동 21-10번지,,10.8,04000,제2종근린생활시설,20060901.0
인천광역시 부평구 부개동 21-10번지,,853.8,03000,제1종근린생활시설,19890217.0
인천광역시 부평구 부개동 21-1번지,,311.615,03000,제1종근린생활시설,19900517.0
인천광역시 부평구 부개동 21-1번지,,5.76,03000,제1종근린생활시설,19900517.0
인천광역시 부평구 부개동 21-9번지,,329.4,03000,제1종근린생활시설,19891215.0
인천광역시 부평구 부개동 21-9번지,,2.88,03000,제1종근린생활시설,19891215.0
인천광역시 부평구 부개동 210번지,송신빌딩,1905.32,03000,제1종근린생활시설,20100903.0
인천광역시 부평구 부개동 220-19번지,,107.24,01000,단독주택,19790928.0
인천광역시 부평구 부개동 223-10번지,,392.04,01000,단독주택,19930906.0
인천광역시 부평구 부개동 223-1번지,,196.56,03000,제1종근린생활시설,19851206.0
인천광역시 부평구 부개동 223-1번지,,656.52,02000,공동주택,19851206.0
인천광역시 부평구 부개동 223-2번지,,423.7,02000,공동주택,19790823.0
인천광역시 부평구 부개동 223-2번지,,423.7,02000,공동주택,19790823.0
인천광역시 부평구 부개동 223-2번지,,423.7,02000,공동주택,19790823.0
인천광역시 부평구 부개동 223-2번지,,423.7,02000,공동주택,19790823.0
인천광역시 부평구 부개동 223-3번지,,323.43,02000,공동주택,19891116.0
인천광역시 부평구 부개동 223-4번지,,210.0,01000,단독주택,19831229.0
인천광역시 부평구 부개동 223-5번지,,420.87,01000,단독주택,19930716.0
인천광역시 부평구 부개동 223-6번지,,490.455,03000,제1종근린생활시설,19850710.0
인천광역시 부평구 부개동 223-8번지,,323.43,02000,공동주택,19891016.0
인천광역시 부평구 부개동 223-9번지,,329.15,02000,공동주택,19891017.0
인천광역시 부평구 부개동 223번지,,208.62,01000,단독주택,19860116.0
인천광역시 부평구 부개동 225-11번지,,640.0,02000,공동주택,19830518.0
인천광역시 부평구 부개동 225-12번지,,328.08,02000,공동주택,19870926.0
인천광역시 부평구 부개동 225-14번지,,3.31,01000,단독주택,19790616.0
인천광역시 부평구 부개동 225-14번지,,74.71,01000,단독주택,19790616.0
인천광역시 부평구 부개동 225-1번지,,328.08,02000,공동주택,19870926.0
인천광역시 부평구 부개동 225-3번지,스카이빌리지,518.9,02000,공동주택,20030106.0
인천광역시 부평구 부개동 225-4번지,,232.9,01000,단독주택,20010721.0
인천광역시 부평구 부개동 225-5번지,,159.9,01000,단독주택,20000419.0
인천광역시 부평구 부개동 225-6번지,,301.02,01000,단독주택,19930628.0
인천광역시 부평구 부개동 225-7번지,,0.99,01000,단독주택,19790822.0
인천광역시 부평구 부개동 225-7번지,,87.7,01000,단독주택,19790822.0
인천광역시 부평구 부개동 225-8번지,플러스빌,554.42,02000,공동주택,20090206.0
인천광역시 부평구 부개동 225번지,,652.48,02000,공동주택,19830518.0
인천광역시 부평구 부개동 226-10번지,,106.67,01000,단독주택,19791002.0
인천광역시 부평구 부개동 226-11번지,,106.67,01000,단독주택,19791002.0
인천광역시 부평구 부개동 226-12번지,,106.67,01000,단독주택,19791002.0
인천광역시 부평구 부개동 226-13번지,,106.67,01000,단독주택,19791002.0
인천광역시 부평구 부개동 226-15번지,,106.91,01000,단독주택,19791023.0
인천광역시 부평구 부개동 226-15번지,,3.3,01000,단독주택,19791023.0
인천광역시 부평구 부개동 226-16번지,산에들에,658.68,02000,공동주택,20180604.0
인천광역시 부평구 부개동 226-18번지,,567.3,02000,공동주택,20000221.0
인천광역시 부평구 부개동 226-1번지,중앙탑스빌,600.55,02000,공동주택,20010803.0
인천광역시 부평구 부개동 226-2번지,,3.31,01000,단독주택,19790827.0
인천광역시 부평구 부개동 226-2번지,,109.16,01000,단독주택,19790827.0
인천광역시 부평구 부개동 226-2번지,,3.31,01000,단독주택,19790827.0
인천광역시 부평구 부개동 226-2번지,,109.19,01000,단독주택,19790827.0
인천광역시 부평구 부개동 226-3번지,,577.82,02000,공동주택,20000221.0
인천광역시 부평구 부개동 226-4번지,,329.6,02000,공동주택,19891221.0
인천광역시 부평구 부개동 226-5번지,,303.54,01000,단독주택,19880324.0
인천광역시 부평구 부개동 226-6번지,이지빌,571.13,02000,공동주택,20030702.0
인천광역시 부평구 부개동 226-7번지,,1.0,01000,단독주택,19830319.0
인천광역시 부평구 부개동 226-7번지,,184.98,01000,단독주택,19830319.0
인천광역시 부평구 부개동 226-8번지,,329.6,02000,공동주택,19891120.0
인천광역시 부평구 부개동 226-9번지,,106.67,01000,단독주택,19791002.0
인천광역시 부평구 부개동 226번지,이안푸르미3차,577.05,02000,공동주택,20171115.0
인천광역시 부평구 부개동 227-10번지,,560.78,03000,제1종근린생활시설,19811221.0
인천광역시 부평구 부개동 227-1번지,삼미빌라,658.34,02000,공동주택,19930927.0
인천광역시 부평구 부개동 227-2번지,,117.81,01000,단독주택,19830518.0
인천광역시 부평구 부개동 227-2번지,,1.56,01000,단독주택,19830518.0
인천광역시 부평구 부개동 227-5번지,,1059.66,04000,제2종근린생활시설,19941005.0
인천광역시 부평구 부개동 227-6번지,,310.38,01000,단독주택,19941201.0
인천광역시 부평구 부개동 227-7번지,,128.31,01000,단독주택,19830518.0
인천광역시 부평구 부개동 227-7번지,,1.56,01000,단독주택,19830518.0
인천광역시 부평구 부개동 227번지,,321.06,03000,제1종근린생활시설,19881026.0
인천광역시 부평구 부개동 229-12번지,,417.83,04000,제2종근린생활시설,19930707.0
인천광역시 부평구 부개동 229-16번지,,327.27,02000,공동주택,19900303.0
인천광역시 부평구 부개동 229-17번지,,326.97,02000,공동주택,19900404.0
인천광역시 부평구 부개동 229-18번지,,329.7,02000,공동주택,19900607.0
인천광역시 부평구 부개동 229-19번지,,329.22,02000,공동주택,19900501.0
인천광역시 부평구 부개동 229-1번지,,142.24,04000,제2종근린생활시설,20050804.0
인천광역시 부평구 부개동 229-20번지,,328.04,02000,공동주택,19900406.0
인천광역시 부평구 부개동 229-22번지,,329.7,02000,공동주택,19900607.0
인천광역시 부평구 부개동 229-23번지,,329.7,02000,공동주택,19900607.0
인천광역시 부평구 부개동 229-24번지,,329.88,02000,공동주택,19900501.0
인천광역시 부평구 부개동 229-2번지,,969.9,04000,제2종근린생활시설,19910914.0
인천광역시 부평구 부개동 229-6번지,,493.82,04000,제2종근린생활시설,19920522.0
인천광역시 부평구 부개동 229-8번지,,609.845,03000,제1종근린생활시설,19930511.0
인천광역시 부평구 부개동 229번지,대진빌라,336.33,02000,공동주택,19900213.0
인천광역시 부평구 부개동 23-17번지,,522.54,03000,제1종근린생활시설,19890712.0
인천광역시 부평구 부개동 23-18번지,,475.1,03000,제1종근린생활시설,19890712.0
인천광역시 부평구 부개동 23-19번지,,229.95,01000,단독주택,19890925.0
