,BAS_ID,IntHH_RI,IntHH_R2_RI,IntHH_R3_RI,IntHH_R5_RI,IntTekl_RI,IntTekl_R2_RI,IntTekl_R3_RI,IntTekl_R5_RI
0,21300,0.5333001774644573,8.597654665751694,6.902208052072841,5.442896988763524,4.602859226013957,2.799142818484614,3.752770781312346,3.8595641914678693
1,21301,0.6239980182161549,10.139547706046365,8.126473487637217,6.382157691757222,5.137467164787465,5.054245863607144,4.570799088154245,4.486568162021128
2,21302,1.6940649975342694,25.937411455495425,20.29996206288228,15.746887849957352,11.976156860449088,11.646389727162013,10.760429100828258,10.640710330086355
3,21303,1.1452722787246976,18.59852228944639,14.539615038291307,11.371740308140211,8.18273512829068,7.478873436114656,7.472742678838217,7.434192816534376
4,21304,1.0757587297163231,16.91847541486986,13.101547682636964,10.157604835821889,7.232160897328641,7.508107933274534,6.716694008045713,6.556611479277098
5,21305,1.0302991008595974,13.671943888377783,10.98638681312624,8.769959025697503,6.7792951535270545,5.494389265201338,5.820305024013056,5.945479457171436
6,21306,1.0072772248489101,15.148857337988236,12.02962252035723,9.456464450481645,7.265081635683257,6.643392425046803,6.464519858957079,6.4235175180713275
7,21307,1.1876887669815803,17.497673414508938,13.94237610414666,10.969057133435733,8.356643070799896,7.545164877836665,7.452875605612075,7.4181954932195255
8,21308,1.8524121676305316,28.902746178863225,22.41181757083287,17.463296416002258,12.585304240320157,12.624873718618362,11.714894387176777,11.429601503528255
9,21309,1.6944668074687004,26.813618164902515,20.193899408496247,15.34623449666032,10.675924527933587,11.466270020037506,10.100048891410406,9.731928303357282
10,21310,1.3043678476403835,20.663759032024863,17.116493571211297,13.764974188906455,10.905798644298258,9.961598605894817,9.550138070409076,9.521076745022977
11,21311,1.353819052073875,18.924647433603827,15.269799855389069,12.179323698876358,9.200701166099181,8.429351271812317,8.227956437295616,8.210689488734124
12,21312,1.970204005648908,27.865824200715256,22.31335539524321,17.629412742102943,12.866926274507707,13.06381547489317,11.865608774944327,11.681320888171879
13,21313,1.38902485108657,17.009570176178173,13.813198492632084,10.964166437518102,9.187914220129056,7.296006148560957,7.612702912383423,7.781269637729099
14,21314,2.8277853965271578,48.747806367745845,36.54207085335543,28.192402344007146,19.340103032394275,22.022607584498594,18.505343794324148,17.902764564260355
15,21315,3.0549579760234122,51.818257148189886,39.01252217511505,30.0679611047681,20.933689036843155,23.747001954907923,19.931913829720198,19.28476927301993
16,21316,0.843827277565014,13.165678992486594,10.537117831852045,8.26200146696251,6.560222248642601,6.125222016634384,5.816223783142278,5.743234487185417
17,21317,0.8473645939148298,13.697577438794386,10.88242478995884,8.524802366518445,6.628342696914007,6.198136287121757,5.918670447474163,5.863084594808496
18,21318,1.3607920664589996,21.645395047526275,17.202864795354866,13.56897176077328,10.076951483716817,9.641706349864188,9.157188089278154,9.067630197256301
19,21319,2.0592839553161095,32.305110838718115,25.32776507691504,19.901356509071114,15.20200860482223,15.48053838964212,13.756501819182045,13.473929203462264
