ALWNC_DE,ALWNC_RESN,BSI_INT,ENG_RN,MVMN_DE,MVMN_RESN,MVM_RES_CD,NTFC_DE,OPERT_DE,RBP_CN,RDS_DPN_SE,RDS_MAN_NO,REP_CN,RN,RN_CD,ROAD_BT,ROAD_LT,ROA_CLS_SE,SIG_CD,WDR_RD_CD,ROAD_LT_CU,center_x,center_y
"20090710",서울에서 인천을 연결하는 도로,"20",Gyeongin-ro,"20141031",인천광역시 남구 구(區)명칭 변경(미추홀구),"71","20090710","20181228114742",인천광역시 미추홀구 숭의동,"0","819",서울특별시 영등포구 여의도동,경인로,"3000028",34.00000000,28004.00000000,"3","28200","1",138.858,174170.52200,441209.04740
"20090710",서울에서 인천을 연결하는 도로,"20",Gyeongin-ro,"20141031",인천광역시 남구 구(區)명칭 변경(미추홀구),"71","20090710","20181228114742",인천광역시 미추홀구 숭의동,"0","819",서울특별시 영등포구 여의도동,경인로,"3000028",34.00000000,28004.00000000,"3","28200","1",5.482,174286.31270,441756.98570
"20090630",인근에 위치한 인천종합문화예술회관의 명칭을 인용하여 제명,"20",Yesul-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20090706","20141031000043",선학동 110일원,"0","40",간석동 236-1일원,예술로,"3008029",25.00000000,3710.00000000,"3","28200","2",18.486,173741.07110,440967.12490
"20090630",예전 주안면과 다소면에는 돌과 우물이 많았다는？ 유래에서 제명,"20",Seokjeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20090706","20141031000043",숭의동 341-23일원,"0","36",간석동 573-1일원,석정로,"3151030",30.00000000,6380.00000000,"3","28200","2",16.617,173458.30700,441025.65590
"20091116",인근에 위치한 벽돌말사거리 명칭을 인용하여 제명,"20",Byeokdolmal-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091116","20141031000057",간석동 613-7,"0","367",간석동 613-8,벽돌말로,"3153037",8.00000000,378.00000000,"3","28200","3",16.928,173498.00100,441012.98330
"20091116",경인로의 시작지점에서부터 약 6540m지점에서 왼쪽으로 분기하는 도로,"11",Gyeongin-ro 653beon-gil,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091116","20141031000050",간석동 215-1,"0","156",간석동 218,경인로653번길,"4259038",7.00000000,403.00000000,"4","28200","3",7.398,173770.02650,441051.75910
"20091116",경인로의 시작지점에서부터 약 6680m지점에서 왼쪽으로 분기하는 도로,"11",Gyeongin-ro 667beon-gil,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091116","20141031000050",간석동 215-1,"0","157",간석동 218,경인로667번길,"4259039",4.00000000,279.00000000,"4","28200","3",121.313,174108.08350,441141.62280
"20091116",경인로의 시작지점에서부터 약 6680m지점에서 왼쪽으로 분기하는 도로,"11",Gyeongin-ro 667beon-gil,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091116","20141031000050",간석동 215-1,"0","157",간석동 218,경인로667번길,"4259039",4.00000000,279.00000000,"4","28200","3",105.829,173944.81030,441161.81580
"20091116",경인로의 시작지점에서부터 약 6680m지점에서 왼쪽으로 분기하는 도로,"10",Gyeongin-ro 667beon-gil,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091116","20141031000050",간석동 215-1,"1","1226",간석동 218,경인로667번길,"4259039",4.00000000,55.00000000,"4","28200","3",55.015,173975.44790,441128.24230
"20091116",경인로의 시작지점에서부터 약 7640m지점에서 오른쪽으로 분기하는 도로,"12",Gyeongin-ro 764beon-gil,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091116","20141031000050",간석동 776,"0","1765",간석동 777,경인로764번길,"4259043",6.00000000,155.00000000,"4","28200","3",9.989,174515.83250,442038.32960
"20091116",만월북로의 시작지점에서부터 약 1120m지점에서 오른쪽으로 분기하는 도로,"10",Manwolbuk-ro 112beon-gil,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091116","20141031000056",간석동 1-206,"0","242",간석동 1-477,만월북로112번길,"4259334",8.00000000,1019.00000000,"4","28200","3",139.287,174982.59940,441831.25290
"20091116",백범로의 시작지점에서부터 약 4220m지점에서 오른쪽으로 분기하는 도로,"11",Baekbeom-ro 422beon-gil,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091116","20141031000057",간석동 215-1,"0","155",간석동 218,백범로422번길,"4259401",9.00000000,219.00000000,"4","28200","3",139.360,173880.17920,441102.77210
"20091116",백범로의 시작지점에서부터 약 4680m지점에서 왼쪽으로 분기하는 도로,"10",Baekbeom-ro 467beon-gil,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091116","20141031000057",간석동 613-4,"0","67",간석동 897,백범로467번길,"4259403",10.00000000,419.00000000,"4","28200","3",18.844,173408.57380,441046.27990
"20090630",고려 숙종때 인예태후의 친정고을 소성현을 높여 경원군으로 승격시킨 것에 유래하여 제명,"10",Gyeongwon-daero,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20090706","20141031000212",십정동 450-22,"1","2113",부평동 179-20,경원대로,"2008007",4.00000000,14380.00000000,"2","28237","2",107.867,174089.99160,442907.99750
"20090630",고려 숙종때 인예태후의 친정고을 소성현을 높여 경원군으로 승격시킨 것에 유래하여 제명,"10",Gyeongwon-daero,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20090706","20141031000212",십정동 450-22,"1","2116",부평동 179-20,경원대로,"2008007",4.00000000,14380.00000000,"2","28237","2",84.739,173936.59150,442810.64120
"20090630",고려 숙종때 인예태후의 친정고을 소성현을 높여 경원군으로 승격시킨 것에 유래하여 제명,"10",Gyeongwon-daero,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20090706","20141031000212",십정동 450-22,"1","2114",부평동 179-20,경원대로,"2008007",4.00000000,14380.00000000,"2","28237","2",83.433,173888.54050,442777.88670
"20090630",고려 숙종때 인예태후의 친정고을 소성현을 높여 경원군으로 승격시킨 것에 유래하여 제명,"10",Gyeongwon-daero,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20090706","20141031000210",십정동 450-22,"1","81",부평동 179-20,경원대로,"2008007",4.00000000,14380.00000000,"2","28237","2",83.412,173860.27330,442761.76970
"20090630",고려 숙종때 인예태후의 친정고을 소성현을 높여 경원군으로 승격시킨 것에 유래하여 제명,"10",Gyeongwon-daero,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20090706","20141031000212",십정동 450-22,"1","2410",부평동 179-20,경원대로,"2008007",5.00000000,14380.00000000,"2","28237","2",95.599,172702.54430,441695.33510
"20090630",고려 숙종때 인예태후의 친정고을 소성현을 높여 경원군으로 승격시킨 것에 유래하여 제명,"10",Gyeongwon-daero,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20090706","20141031000212",십정동 450-22,"1","2117",부평동 179-20,경원대로,"2008007",4.00000000,14380.00000000,"2","28237","2",85.967,173978.70030,442839.77370
"20090630",고려 숙종때 인예태후의 친정고을 소성현을 높여 경원군으로 승격시킨 것에 유래하여 제명,"10",Gyeongwon-daero,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20090706","20141031000212",십정동 450-22,"1","2118",부평동 179-20,경원대로,"2008007",4.00000000,14380.00000000,"2","28237","2",88.154,174003.55020,442856.19590
"20090630",고려 숙종때 인예태후의 친정고을 소성현을 높여 경원군으로 승격시킨 것에 유래하여 제명,"10",Gyeongwon-daero,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20090706","20141031000212",십정동 450-22,"1","2119",부평동 179-20,경원대로,"2008007",4.00000000,14380.00000000,"2","28237","2",87.739,174027.97530,442873.91480
"20090630",고려 숙종때 인예태후의 친정고을 소성현을 높여 경원군으로 승격시킨 것에 유래하여 제명,"10",Gyeongwon-daero,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20090706","20141031000211",십정동 450-22,"1","1044",부평동 179-20,경원대로,"2008007",4.00000000,14380.00000000,"2","28237","2",35.986,172990.14260,442121.78010
"20090630",고려 숙종때 인예태후의 친정고을 소성현을 높여 경원군으로 승격시킨 것에 유래하여 제명,"10",Gyeongwon-daero,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20090706","20141031000212",십정동 450-22,"1","2115",부평동 179-20,경원대로,"2008007",4.00000000,14380.00000000,"2","28237","2",84.095,173912.53440,442794.25180
"20090630",고려 숙종때 인예태후의 친정고을 소성현을 높여 경원군으로 승격시킨 것에 유래하여 제명,"20",Gyeongwon-daero,"20141031",직권수정(속성변경),"99","20090706","20190612091453",십정동 450-22,"0","2540",부평동 179-20,경원대로,"2008007",40.00000000,14380.00000000,"2","28237","2",306.488,172668.02340,441433.99370
"20090630",고려 숙종때 인예태후의 친정고을 소성현을 높여 경원군으로 승격시킨 것에 유래하여 제명,"20",Gyeongwon-daero,"20141031",직권수정(속성변경),"99","20090706","20190612091453",십정동 450-22,"0","2540",부평동 179-20,경원대로,"2008007",40.00000000,14380.00000000,"2","28237","2",488.954,172790.04820,441812.51680
"20090630",고려 숙종때 인예태후의 친정고을 소성현을 높여 경원군으로 승격시킨 것에 유래하여 제명,"20",Gyeongwon-daero,"20141031",직권수정(속성변경),"99","20090706","20190612091453",십정동 450-22,"0","2540",부평동 179-20,경원대로,"2008007",40.00000000,14380.00000000,"2","28237","2",701.256,173140.81150,442263.46860
"20090630",고려 숙종때 인예태후의 친정고을 소성현을 높여 경원군으로 승격시킨 것에 유래하여 제명,"20",Gyeongwon-daero,"20141031",직권수정(속성변경),"99","20090706","20190612091453",십정동 450-22,"0","2540",부평동 179-20,경원대로,"2008007",40.00000000,14380.00000000,"2","28237","2",941.210,173793.08100,442761.72250
"20090630",고려 숙종때 인예태후의 친정고을 소성현을 높여 경원군으로 승격시킨 것에 유래하여 제명,"20",Gyeongwon-daero,"20141031",직권수정(속성변경),"99","20090706","20190612091453",십정동 450-22,"0","2540",부평동 179-20,경원대로,"2008007",40.00000000,14380.00000000,"2","28237","2",548.120,174297.49570,443290.77950
"20090630",고려 숙종때 인예태후의 친정고을 소성현을 높여 경원군으로 승격시킨 것에 유래하여 제명,"20",Gyeongwon-daero,"20141031",직권수정(속성변경),"99","20090706","20190612091453",십정동 450-22,"0","2540",부평동 179-20,경원대로,"2008007",40.00000000,14380.00000000,"2","28237","2",454.751,174693.26010,443537.46060
"20090630",고려 숙종때 인예태후의 친정고을 소성현을 높여 경원군으로 승격시킨 것에 유래하여 제명,"20",Gyeongwon-daero,"20141031",직권수정(속성변경),"99","20090706","20190612091453",십정동 450-22,"0","2540",부평동 179-20,경원대로,"2008007",40.00000000,14380.00000000,"2","28237","2",134.934,174986.93040,443554.20740
"20090630",고려 숙종때 인예태후의 친정고을 소성현을 높여 경원군으로 승격시킨 것에 유래하여 제명,"20",Gyeongwon-daero,"20141031",직권수정(속성변경),"99","20090706","20190612091453",십정동 450-22,"0","2540",부평동 179-20,경원대로,"2008007",40.00000000,14380.00000000,"2","28237","2",472.428,175290.28670,443568.19600
"20090630",고려 숙종때 인예태후의 친정고을 소성현을 높여 경원군으로 승격시킨 것에 유래하여 제명,"20",Gyeongwon-daero,"20141031",직권수정(속성변경),"99","20090706","20190612091453",십정동 450-22,"0","2540",부평동 179-20,경원대로,"2008007",40.00000000,14380.00000000,"2","28237","2",29.792,175541.19480,443577.65010
"20090630",고려 숙종때 인예태후의 친정고을 소성현을 높여 경원군으로 승격시킨 것에 유래하여 제명,"20",Gyeongwon-daero,"20141031",직권수정(속성변경),"99","20090706","20190612091453",십정동 450-22,"0","2540",부평동 179-20,경원대로,"2008007",40.00000000,14380.00000000,"2","28237","2",541.020,175825.89640,443563.05140
"20090630",고려 숙종때 인예태후의 친정고을 소성현을 높여 경원군으로 승격시킨 것에 유래하여 제명,"10",Gyeongwon-daero,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20090706","20141031000210",십정동 450-22,"1","679",부평동 179-20,경원대로,"2008007",2.00000000,14380.00000000,"2","28237","2",41.365,175880.87350,443578.88400
"20090630",고려 숙종때 인예태후의 친정고을 소성현을 높여 경원군으로 승격시킨 것에 유래하여 제명,"10",Gyeongwon-daero,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20090706","20141031000210",십정동 450-22,"1","678",부평동 179-20,경원대로,"2008007",4.00000000,14380.00000000,"2","28237","2",36.508,173011.02220,442137.83250
"20090630",고려 숙종때 인예태후의 친정고을 소성현을 높여 경원군으로 승격시킨 것에 유래하여 제명,"20",Gyeongwon-daero,"20200513",도로구간변경,"12","20090706","20200513164610",산곡동 산20-1,"2","6585",산곡동 307-0,경원대로,"2008007",12.11600000,197.34300000,"2","28237","2",198.863,174155.83460,443537.74090
"20090630",고려 숙종때 인예태후의 친정고을 소성현을 높여 경원군으로 승격시킨 것에 유래하여 제명,"20",Gyeongwon-daero,"20200513",도로구간변경,"12","20090706","20200513164610",산곡동 495-0,"1","6584",산곡동 307-0,경원대로,"2008007",28.97800000,374.06600000,"2","28237","2",385.615,174203.10030,443432.79020
"20090630",부평구 관내 중심가에 위치한 도로임을 반영하여 제명,"10",Bupyeong-daero,"20141031",,,"20090706","20170621200000",부평동 549-41,"1","1343",갈산동 421-1,부평대로,"2008008",2.00000000,3560.00000000,"2","28237","3",88.659,175328.50070,445012.42850
"20090630",부평구 관내 중심가에 위치한 도로임을 반영하여 제명,"20",Bupyeong-daero,"20141031",,,"20090706","20170621200000",부평동 549-41,"0","27",갈산동 421-1,부평대로,"2008008",40.00000000,3560.00000000,"2","28237","3",818.351,175405.93760,446775.42900
"20090630",부평구 관내 중심가에 위치한 도로임을 반영하여 제명,"20",Bupyeong-daero,"20141031",,,"20090706","20170621200000",부평동 549-41,"0","27",갈산동 421-1,부평대로,"2008008",40.00000000,3560.00000000,"2","28237","3",951.519,175327.05780,445894.23630
"20090630",부평구 관내 중심가에 위치한 도로임을 반영하여 제명,"20",Bupyeong-daero,"20141031",,,"20090706","20170621200000",부평동 549-41,"0","27",갈산동 421-1,부평대로,"2008008",40.00000000,3560.00000000,"2","28237","3",50.368,175292.13800,445395.29200
"20090630",부평구 관내 중심가에 위치한 도로임을 반영하여 제명,"20",Bupyeong-daero,"20141031",,,"20090706","20170621200000",부평동 549-41,"0","27",갈산동 421-1,부평대로,"2008008",40.00000000,3560.00000000,"2","28237","3",311.263,175338.50260,445221.09880
"20090630",부평구 관내 중심가에 위치한 도로임을 반영하여 제명,"20",Bupyeong-daero,"20141031",,,"20090706","20170621200000",부평동 549-41,"0","27",갈산동 421-1,부평대로,"2008008",40.00000000,3560.00000000,"2","28237","3",364.035,175385.39020,444887.67580
"20090630",부평구 관내 중심가에 위치한 도로임을 반영하여 제명,"20",Bupyeong-daero,"20141031",,,"20090706","20170621200000",부평동 549-41,"0","27",갈산동 421-1,부평대로,"2008008",40.00000000,3560.00000000,"2","28237","3",320.801,175421.96510,444544.61520
"20090630",부평구 관내 중심가에 위치한 도로임을 반영하여 제명,"20",Bupyeong-daero,"20141031",,,"20090706","20170621200000",부평동 549-41,"0","27",갈산동 421-1,부평대로,"2008008",40.00000000,3560.00000000,"2","28237","3",288.688,175454.30140,444241.58910
"20090630",부평구 관내 중심가에 위치한 도로임을 반영하여 제명,"20",Bupyeong-daero,"20141031",,,"20090706","20170621200000",부평동 549-41,"0","27",갈산동 421-1,부평대로,"2008008",40.00000000,3560.00000000,"2","28237","3",297.550,175509.52480,443725.07740
"20090630",부평구 관내 중심가에 위치한 도로임을 반영하여 제명,"20",Bupyeong-daero,"20141031",,,"20090706","20170621200000",부평동 549-41,"0","27",갈산동 421-1,부평대로,"2008008",40.00000000,3560.00000000,"2","28237","3",226.334,175481.61600,443985.52910
"20090630",부평구 관내 중심가에 위치한 도로임을 반영하여 제명,"10",Bupyeong-daero,"20141031",,,"20090706","20170621200000",부평동 549-41,"1","1061",갈산동 421-1,부평대로,"2008008",5.00000000,3560.00000000,"2","28237","3",126.347,175260.32400,445277.32710
"20090630",부평구 관내 중심가에 위치한 도로임을 반영하여 제명,"10",Bupyeong-daero,"20141031",,,"20090706","20170621200000",부평동 549-41,"1","1342",갈산동 421-1,부평대로,"2008008",1.00000000,3560.00000000,"2","28237","3",100.129,175322.23740,445039.83120
"20090630",부평구 관내 중심가에 위치한 도로임을 반영하여 제명,"10",Bupyeong-daero,"20141031",,,"20090706","20170621200000",부평동 549-41,"1","82",갈산동 421-1,부평대로,"2008008",7.00000000,3560.00000000,"2","28237","3",68.255,175447.33790,443985.13970
"20090630",부평구 관내 중심가에 위치한 도로임을 반영하여 제명,"10",Bupyeong-daero,"20141031",,,"20090706","20170621200000",부평동 549-41,"1","209",갈산동 421-1,부평대로,"2008008",6.00000000,3560.00000000,"2","28237","3",68.675,175382.04940,444598.99480
"20090630",부평구 관내 중심가에 위치한 도로임을 반영하여 제명,"10",Bupyeong-daero,"20141031",,,"20090706","20170621200000",부평동 549-41,"1","1030",갈산동 421-1,부평대로,"2008008",6.00000000,3560.00000000,"2","28237","3",67.275,175344.85220,444950.81080
"20090630",부평구 관내 중심가에 위치한 도로임을 반영하여 제명,"10",Bupyeong-daero,"20141031",,,"20090706","20170621200000",부평동 549-41,"2","2962",갈산동 421-1,부평대로,"2008008",1.00000000,3560.00000000,"2","28237","3",16.854,175322.20930,445046.02190
"20090630",부평구 관내 중심가에 위치한 도로임을 반영하여 제명,"10",Bupyeong-daero,"20141031",,,"20090706","20170621200000",부평동 549-41,"1","1328",갈산동 421-1,부평대로,"2008008",5.00000000,3560.00000000,"2","28237","3",61.688,175425.79850,446627.56480
"20090701",지역특성 반영,"20",Buil-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20090710","20141031000213",부평동 507-2,"0","2489",부개동 494-3,부일로,"3000019",14.00000000,10029.00000000,"3","28237","1",394.537,176277.62860,443467.24950
"20090701",지역특성 반영,"20",Buil-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20090710","20141031000213",부평동 507-2,"0","2489",부개동 494-3,부일로,"3000019",14.00000000,10029.00000000,"3","28237","1",580.898,176723.81630,443323.86510
"20090701",지역특성 반영,"20",Buil-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20090710","20141031000213",부평동 507-2,"0","2489",부개동 494-3,부일로,"3000019",14.00000000,10029.00000000,"3","28237","1",217.858,177117.24040,443289.68350
"20090701",지역특성 반영,"10",Buil-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20090710","20141031000210",부평동 507-2,"1","745",부개동 494-3,부일로,"3000019",6.00000000,10029.00000000,"3","28237","1",77.129,176479.54570,443340.49710
"20090701",지역특성 반영,"10",Buil-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20090710","20141031000210",부평동 507-2,"1","576",부개동 494-3,부일로,"3000019",6.00000000,10029.00000000,"3","28237","1",62.978,176312.85860,443418.24160
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20141031",인천광역시 남구 구(區)명칭 변경(미추홀구),"71","20090710","20181228125409",인천광역시 미추홀구 숭의동,"1","125",서울특별시 영등포구 여의도동,경인로,"3000028",4.00000000,28004.00000000,"3","28237","1",84.329,175852.82720,443107.03420
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20141031",인천광역시 남구 구(區)명칭 변경(미추홀구),"71","20090710","20181228125409",인천광역시 미추홀구 숭의동,"1","114",서울특별시 영등포구 여의도동,경인로,"3000028",4.00000000,28004.00000000,"3","28237","1",86.303,177160.69110,443010.23900
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20141031",인천광역시 남구 구(區)명칭 변경(미추홀구),"71","20090710","20181228125409",인천광역시 미추홀구 숭의동,"1","2922",서울특별시 영등포구 여의도동,경인로,"3000028",2.00000000,28004.00000000,"3","28237","1",49.972,175390.62140,443062.27650
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20141031",인천광역시 남구 구(區)명칭 변경(미추홀구),"71","20090710","20181228125409",인천광역시 미추홀구 숭의동,"1","2505",서울특별시 영등포구 여의도동,경인로,"3000028",4.00000000,28004.00000000,"3","28237","1",69.510,175970.46080,443097.26570
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20141031",인천광역시 남구 구(區)명칭 변경(미추홀구),"71","20090710","20181228125409",인천광역시 미추홀구 숭의동,"1","697",서울특별시 영등포구 여의도동,경인로,"3000028",4.00000000,28004.00000000,"3","28237","1",69.786,176283.10660,443142.18920
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20141031",인천광역시 남구 구(區)명칭 변경(미추홀구),"71","20090710","20181228125409",인천광역시 미추홀구 숭의동,"1","998",서울특별시 영등포구 여의도동,경인로,"3000028",4.00000000,28004.00000000,"3","28237","1",46.478,174954.70000,442814.71500
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20141031",인천광역시 남구 구(區)명칭 변경(미추홀구),"71","20090710","20181228125409",인천광역시 미추홀구 숭의동,"1","35",서울특별시 영등포구 여의도동,경인로,"3000028",4.00000000,28004.00000000,"3","28237","1",89.068,177116.33610,443029.12250
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20141031",인천광역시 남구 구(區)명칭 변경(미추홀구),"71","20090710","20181228125409",인천광역시 미추홀구 숭의동,"1","999",서울특별시 영등포구 여의도동,경인로,"3000028",8.00000000,28004.00000000,"3","28237","1",112.656,175037.83670,442827.68040
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20141031",인천광역시 남구 구(區)명칭 변경(미추홀구),"71","20090710","20181228125409",인천광역시 미추홀구 숭의동,"2","2560",서울특별시 영등포구 여의도동,경인로,"3000028",4.00000000,28004.00000000,"3","28237","1",31.873,175015.82400,442821.31890
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20141031",인천광역시 남구 구(區)명칭 변경(미추홀구),"71","20090710","20181228125409",인천광역시 미추홀구 숭의동,"1","2566",서울특별시 영등포구 여의도동,경인로,"3000028",6.00000000,28004.00000000,"3","28237","1",65.062,174254.66930,441763.94650
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20141031",인천광역시 남구 구(區)명칭 변경(미추홀구),"71","20090710","20181228125409",인천광역시 미추홀구 숭의동,"1","2567",서울특별시 영등포구 여의도동,경인로,"3000028",3.00000000,28004.00000000,"3","28237","1",64.962,176739.47820,443042.20140
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20141031",인천광역시 남구 구(區)명칭 변경(미추홀구),"71","20090710","20181228125409",인천광역시 미추홀구 숭의동,"1","67",서울특별시 영등포구 여의도동,경인로,"3000028",2.00000000,28004.00000000,"3","28237","1",41.610,177087.55470,443017.89700
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20141031",인천광역시 남구 구(區)명칭 변경(미추홀구),"71","20090710","20181228125409",인천광역시 미추홀구 숭의동,"1","680",서울특별시 영등포구 여의도동,경인로,"3000028",4.00000000,28004.00000000,"3","28237","1",102.802,174784.04870,442618.56000
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20141031",인천광역시 남구 구(區)명칭 변경(미추홀구),"71","20090710","20181228125409",인천광역시 미추홀구 숭의동,"1","2250",서울특별시 영등포구 여의도동,경인로,"3000028",5.00000000,28004.00000000,"3","28237","1",72.331,175635.07550,443126.15110
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20141031",인천광역시 남구 구(區)명칭 변경(미추홀구),"71","20090710","20181228125409",인천광역시 미추홀구 숭의동,"1","229",서울특별시 영등포구 여의도동,경인로,"3000028",3.00000000,28004.00000000,"3","28237","1",63.902,174923.91580,442858.95770
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20141031",인천광역시 남구 구(區)명칭 변경(미추홀구),"71","20090710","20181228125409",인천광역시 미추홀구 숭의동,"1","230",서울특별시 영등포구 여의도동,경인로,"3000028",3.00000000,28004.00000000,"3","28237","1",62.557,174969.64880,442887.19250
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20141031",인천광역시 남구 구(區)명칭 변경(미추홀구),"71","20090710","20181228125409",인천광역시 미추홀구 숭의동,"1","1045",서울특별시 영등포구 여의도동,경인로,"3000028",2.00000000,28004.00000000,"3","28237","1",40.171,175895.89540,443118.64030
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20141031",인천광역시 남구 구(區)명칭 변경(미추홀구),"71","20090710","20181228125409",인천광역시 미추홀구 숭의동,"1","1281",서울특별시 영등포구 여의도동,경인로,"3000028",4.00000000,28004.00000000,"3","28237","1",69.110,174446.16490,442421.73730
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20141031",인천광역시 남구 구(區)명칭 변경(미추홀구),"71","20090710","20181228125409",인천광역시 미추홀구 숭의동,"1","1282",서울특별시 영등포구 여의도동,경인로,"3000028",4.00000000,28004.00000000,"3","28237","1",59.370,174462.27280,442468.58960
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20141031",인천광역시 남구 구(區)명칭 변경(미추홀구),"71","20090710","20181228125409",인천광역시 미추홀구 숭의동,"1","442",서울특별시 영등포구 여의도동,경인로,"3000028",4.00000000,28004.00000000,"3","28237","1",185.681,174627.88450,442620.14170
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20141031",인천광역시 남구 구(區)명칭 변경(미추홀구),"71","20090710","20181228125409",인천광역시 미추홀구 숭의동,"1","989",서울특별시 영등포구 여의도동,경인로,"3000028",3.00000000,28004.00000000,"3","28237","1",63.363,176711.74010,443107.02980
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20141031",인천광역시 남구 구(區)명칭 변경(미추홀구),"71","20090710","20181228125409",인천광역시 미추홀구 숭의동,"1","1016",서울특별시 영등포구 여의도동,경인로,"3000028",1.00000000,28004.00000000,"3","28237","1",45.729,175103.77450,442950.33690
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20141031",인천광역시 남구 구(區)명칭 변경(미추홀구),"71","20090710","20181228125409",인천광역시 미추홀구 숭의동,"1","1017",서울특별시 영등포구 여의도동,경인로,"3000028",3.00000000,28004.00000000,"3","28237","1",30.717,175289.99600,443016.38150
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20141031",인천광역시 남구 구(區)명칭 변경(미추홀구),"71","20090710","20181228125409",인천광역시 미추홀구 숭의동,"1","1018",서울특별시 영등포구 여의도동,경인로,"3000028",2.00000000,28004.00000000,"3","28237","1",37.010,175880.09970,443159.13850
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20141031",인천광역시 남구 구(區)명칭 변경(미추홀구),"71","20090710","20181228125409",인천광역시 미추홀구 숭의동,"1","1019",서울특별시 영등포구 여의도동,경인로,"3000028",2.00000000,28004.00000000,"3","28237","1",35.079,176273.31790,443090.37260
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20141031",인천광역시 남구 구(區)명칭 변경(미추홀구),"71","20090710","20181228125409",인천광역시 미추홀구 숭의동,"1","1925",서울특별시 영등포구 여의도동,경인로,"3000028",4.00000000,28004.00000000,"3","28237","1",116.020,174340.08070,442189.30320
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20141031",인천광역시 남구 구(區)명칭 변경(미추홀구),"71","20090710","20181228125409",인천광역시 미추홀구 숭의동,"1","2626",서울특별시 영등포구 여의도동,경인로,"3000028",4.00000000,28004.00000000,"3","28237","1",101.839,176798.04110,443028.89240
