대지위치,연면적,주용도코드,주용도코드명,사용승인일,건물노후도,address,latitude,longitude
인천광역시 부평구 부개동 444-18번지,187.2,01000,단독주택,1988-11-29,397,인천광역시 부평구 부개동 444-18번지,37.4837246,126.7327764
인천광역시 부평구 부개동 444-19번지,194.28,01000,단독주택,1989-01-27,393,인천광역시 부평구 부개동 444-19번지,37.4838107,126.7328215
인천광역시 부평구 부개동 444-1번지,767.07,01000,단독주택,1989-01-24,393,인천광역시 부평구 부개동 444-1번지,37.4845603,126.7329801
인천광역시 부평구 부개동 444-20번지,194.28,01000,단독주택,1989-03-14,391,인천광역시 부평구 부개동 444-20번지,37.4838985,126.7328609
인천광역시 부평구 부개동 444-21번지,194.28,01000,단독주택,1989-01-05,393,인천광역시 부평구 부개동 444-21번지,37.4839862,126.7329003
인천광역시 부평구 부개동 444-22번지,194.28,01000,단독주택,1988-12-02,398,인천광역시 부평구 부개동 444-22번지,37.4840726,126.7329392
인천광역시 부평구 부개동 444-23번지,194.28,01000,단독주택,1988-11-30,397,인천광역시 부평구 부개동 444-23번지,37.484159,126.7329783
인천광역시 부평구 부개동 444-25번지,234.77,01000,단독주택,1988-12-24,398,인천광역시 부평구 부개동 444-25번지,37.4843341,126.7330418
인천광역시 부평구 부개동 444-27번지,296.6,01000,단독주택,1988-11-02,397,인천광역시 부평구 부개동 444-27번지,37.484432,126.7332873
인천광역시 부평구 부개동 444-28번지,219.12,01000,단독주택,1988-08-26,398,인천광역시 부평구 부개동 444-28번지,37.4844022,126.7333922
인천광역시 부평구 부개동 444-29번지,246.44,01000,단독주택,1988-09-29,397,인천광역시 부평구 부개동 444-29번지,37.4843267,126.7332788
인천광역시 부평구 부개동 444-2번지,243.52,01000,단독주택,1988-11-02,397,인천광역시 부평구 부개동 444-2번지,37.4837266,126.7330049
인천광역시 부평구 부개동 444-30번지,240.18,01000,단독주택,1988-12-30,398,인천광역시 부평구 부개동 444-30번지,37.4842459,126.7332304
인천광역시 부평구 부개동 444-31번지,203.37,01000,단독주택,1988-12-05,398,인천광역시 부평구 부개동 444-31번지,37.4841641,126.7331799
인천광역시 부평구 부개동 444-32번지,199.74,01000,단독주택,1989-01-13,393,인천광역시 부평구 부개동 444-32번지,37.484076,126.7331359
인천광역시 부평구 부개동 444-33번지,218.28,01000,단독주택,1988-10-21,396,인천광역시 부평구 부개동 444-33번지,37.4839875,126.7331035
인천광역시 부평구 부개동 444-34번지,220.05,01000,단독주택,1989-01-31,393,인천광역시 부평구 부개동 444-34번지,37.4839009,126.7330712
인천광역시 부평구 부개동 444-35번지,227.52,01000,단독주택,1988-11-24,397,인천광역시 부평구 부개동 444-35번지,37.4838135,126.7330405
인천광역시 부평구 부개동 444-3번지,253.16,01000,단독주택,1989-01-27,393,인천광역시 부평구 부개동 444-3번지,37.4845028,126.7331367
인천광역시 부평구 부개동 444-4번지,234.77,01000,단독주택,1988-11-30,397,인천광역시 부평구 부개동 444-4번지,37.4844171,126.73308
인천광역시 부평구 부개동 444-5번지,266.6,01000,단독주택,1989-03-09,391,인천광역시 부평구 부개동 444-5번지,37.4844631,126.7329292
인천광역시 부평구 부개동 444-7번지,229.08,01000,단독주택,1988-11-22,397,인천광역시 부평구 부개동 444-7번지,37.4843774,126.7328987
인천광역시 부평구 부개동 444-8번지,208.99,01000,단독주택,1989-01-06,393,인천광역시 부평구 부개동 444-8번지,37.4842906,126.7328681
인천광역시 부평구 부개동 444-9번지,219.63,01000,단독주택,1989-02-11,392,인천광역시 부평구 부개동 444-9번지,37.4841974,126.7328517
인천광역시 부평구 부개동 445-63번지,61.82,01000,단독주택,1974-05-31,569,인천광역시 부평구 부개동 445-63번지,37.4831295,126.7319244
인천광역시 부평구 부개동 446번지,1098.06,02000,공동주택,1991-02-28,368,인천광역시 부평구 부개동 446번지,37.4839484,126.733652
인천광역시 부평구 부개동 459-2번지,81.98,01000,단독주택,1975-03-10,559,인천광역시 부평구 부개동 459-2번지,37.5035383,126.7354523
인천광역시 부평구 부개동 465-5번지,138.84,03000,제1종근린생활시설,1990-11-30,373,인천광역시 부평구 부개동 465-5번지,37.4954293,126.7355463
인천광역시 부평구 부개동 467-2번지,164.5,03000,제1종근린생활시설,1983-08-26,458,인천광역시 부평구 부개동 467-2번지,37.4896851,126.7343365
인천광역시 부평구 부개동 475번지,242.15,01000,단독주택,1988-08-24,398,인천광역시 부평구 부개동 475번지,37.4841996,126.7327406
인천광역시 부평구 부개동 477-1번지,5353.26,02000,공동주택,1988-10-29,396,인천광역시 부평구 부개동 477-1번지,37.5062462,126.7338242
인천광역시 부평구 부개동 477-2번지,4384.8,02000,공동주택,1988-11-29,397,인천광역시 부평구 부개동 477-2번지,37.5061728,126.7348725
인천광역시 부평구 부개동 477-3번지,119.42,02000,공동주택,1989-11-02,385,인천광역시 부평구 부개동 477-3번지,37.5061116,126.7359523
인천광역시 부평구 부개동 477-3번지,11746.74,02000,공동주택,1989-09-19,385,인천광역시 부평구 부개동 477-3번지,37.5061116,126.7359523
인천광역시 부평구 부개동 477-3번지,16832.52,02000,공동주택,1989-12-27,386,인천광역시 부평구 부개동 477-3번지,37.5061116,126.7359523
인천광역시 부평구 부개동 477-3번지,5900.75,04000,제2종근린생활시설,1988-11-02,397,인천광역시 부평구 부개동 477-3번지,37.5061116,126.7359523
인천광역시 부평구 부개동 477-5번지,4764.24,02000,공동주택,1988-11-19,397,인천광역시 부평구 부개동 477-5번지,37.5051963,126.7347756
인천광역시 부평구 부개동 477-5번지,3589.92,02000,공동주택,1988-10-15,396,인천광역시 부평구 부개동 477-5번지,37.5051963,126.7347756
인천광역시 부평구 부개동 477-5번지,928.8,03000,제1종근린생활시설,1988-10-15,396,인천광역시 부평구 부개동 477-5번지,37.5051963,126.7347756
인천광역시 부평구 부개동 477-6번지,1279.4,03000,제1종근린생활시설,1989-08-16,386,인천광역시 부평구 부개동 477-6번지,37.5052722,126.7337358
인천광역시 부평구 부개동 477-6번지,5886.72,02000,공동주택,1989-04-27,390,인천광역시 부평구 부개동 477-6번지,37.5052722,126.7337358
인천광역시 부평구 부개동 477번지,5486.04,02000,공동주택,1988-11-29,397,인천광역시 부평구 부개동 477번지,37.5063123,126.7323414
인천광역시 부평구 부개동 477번지,223.2,02000,공동주택,1988-10-29,396,인천광역시 부평구 부개동 477번지,37.5063123,126.7323414
인천광역시 부평구 부개동 477번지,630.0,03000,제1종근린생활시설,1988-10-29,396,인천광역시 부평구 부개동 477번지,37.5063123,126.7323414
인천광역시 부평구 부개동 477번지,4702.32,02000,공동주택,1998-10-29,276,인천광역시 부평구 부개동 477번지,37.5063123,126.7323414
인천광역시 부평구 부개동 478-1번지,659.64,04000,제2종근린생활시설,1991-01-07,369,인천광역시 부평구 부개동 478-1번지,37.5057182,126.7314271
인천광역시 부평구 부개동 478-2번지,671.95,01000,단독주택,1989-10-21,384,인천광역시 부평구 부개동 478-2번지,37.5055716,126.7314175
인천광역시 부평구 부개동 478-3번지,638.44,04000,제2종근린생활시설,1990-06-01,376,인천광역시 부평구 부개동 478-3번지,37.5054265,126.7314032
인천광역시 부평구 부개동 478번지,647.56,03000,제1종근린생활시설,1989-08-25,386,인천광역시 부평구 부개동 478번지,37.5058639,126.7314326
인천광역시 부평구 부개동 479-10번지,2.4,01000,단독주택,1989-02-11,392,인천광역시 부평구 부개동 479-10번지,37.5056983,126.7320973
인천광역시 부평구 부개동 479-11번지,2.4,01000,단독주택,1989-01-31,393,인천광역시 부평구 부개동 479-11번지,37.5057076,126.7319473
인천광역시 부평구 부개동 479-12번지,2.4,01000,단독주택,1988-11-11,397,인천광역시 부평구 부개동 479-12번지,37.5057165,126.731798
인천광역시 부평구 부개동 479-13번지,2.0,01000,단독주택,1989-01-26,393,인천광역시 부평구 부개동 479-13번지,37.5057268,126.7316507
인천광역시 부평구 부개동 479-1번지,2.4,01000,단독주택,1988-12-02,398,인천광역시 부평구 부개동 479-1번지,37.5058499,126.7318077
인천광역시 부평구 부개동 479-2번지,2.88,01000,단독주택,1989-07-05,387,인천광역시 부평구 부개동 479-2번지,37.505841,126.7319582
인천광역시 부평구 부개동 479-3번지,2.0,01000,단독주택,1991-06-28,364,인천광역시 부평구 부개동 479-3번지,37.5058322,126.7321085
인천광역시 부평구 부개동 479-4번지,387.12,01000,단독주택,1990-02-10,380,인천광역시 부평구 부개동 479-4번지,37.5058234,126.7322585
인천광역시 부평구 부개동 479-5번지,389.64,01000,단독주택,1990-12-28,374,인천광역시 부평구 부개동 479-5번지,37.5058144,126.7324086
인천광역시 부평구 부개동 479-6번지,239.66,01000,단독주택,1989-01-31,393,인천광역시 부평구 부개동 479-6번지,37.5058037,126.7325578
인천광역시 부평구 부개동 479-7번지,276.78,01000,단독주택,1989-08-02,386,인천광역시 부평구 부개동 479-7번지,37.5056924,126.7324659
인천광역시 부평구 부개동 479-8번지,324.0,01000,단독주택,1988-10-20,396,인천광역시 부평구 부개동 479-8번지,37.5055864,126.7323647
인천광역시 부평구 부개동 479-9번지,325.73,01000,단독주택,1989-09-06,385,인천광역시 부평구 부개동 479-9번지,37.5056848,126.7322475
인천광역시 부평구 부개동 479번지,1.44,03000,제1종근린생활시설,1988-08-24,398,인천광역시 부평구 부개동 479번지,37.5058571,126.7316582
인천광역시 부평구 부개동 480-1번지,3.8,01000,단독주택,1989-09-04,385,인천광역시 부평구 부개동 480-1번지,37.50553,126.7317808
인천광역시 부평구 부개동 480-2번지,2.4,01000,단독주택,1988-07-13,399,인천광역시 부평구 부개동 480-2번지,37.5055214,126.7319258
인천광역시 부평구 부개동 480-3번지,244.62,01000,단독주택,1989-02-14,392,인천광역시 부평구 부개동 480-3번지,37.5055123,126.7320708
인천광역시 부평구 부개동 480-4번지,290.94,01000,단독주택,1989-11-11,385,인천광역시 부평구 부개동 480-4번지,37.5054737,126.732214
인천광역시 부평구 부개동 480-5번지,1.2,01000,단독주택,1989-08-26,386,인천광역시 부평구 부개동 480-5번지,37.505363,126.7322179
인천광역시 부평구 부개동 480-6번지,2.4,01000,단독주택,1989-10-11,384,인천광역시 부평구 부개동 480-6번지,37.5053801,126.7320603
인천광역시 부평구 부개동 480-7번지,277.64,01000,단독주택,1988-09-16,397,인천광역시 부평구 부개동 480-7번지,37.505389,126.7319152
인천광역시 부평구 부개동 480-8번지,2.4,01000,단독주택,1988-06-17,400,인천광역시 부평구 부개동 480-8번지,37.5053974,126.7317701
인천광역시 부평구 부개동 480-9번지,420.08,01000,단독주택,1989-09-16,385,인천광역시 부평구 부개동 480-9번지,37.5054073,126.7316263
인천광역시 부평구 부개동 480번지,348.11,01000,단독주택,1988-12-03,398,인천광역시 부평구 부개동 480번지,37.5055363,126.7316376
인천광역시 부평구 부개동 481-1번지,475.08,01000,단독주택,1990-07-24,375,인천광역시 부평구 부개동 481-1번지,37.5057799,126.7329098
인천광역시 부평구 부개동 481-2번지,426.8,01000,단독주택,1991-01-12,369,인천광역시 부평구 부개동 481-2번지,37.5057697,126.7330471
인천광역시 부평구 부개동 481-3번지,424.36,01000,단독주택,1989-06-12,388,인천광역시 부평구 부개동 481-3번지,37.5056313,126.7330371
인천광역시 부평구 부개동 481-4번지,452.73,01000,단독주택,1989-05-15,389,인천광역시 부평구 부개동 481-4번지,37.5054666,126.7330285
인천광역시 부평구 부개동 481-5번지,1.0,01000,단독주택,1989-07-04,387,인천광역시 부평구 부개동 481-5번지,37.5053297,126.7330143
인천광역시 부평구 부개동 481-6번지,1.0,01000,단독주택,1988-07-04,399,인천광역시 부평구 부개동 481-6번지,37.5053362,126.7328964
인천광역시 부평구 부개동 481-7번지,278.17,01000,단독주택,1988-05-10,401,인천광역시 부평구 부개동 481-7번지,37.5054761,126.7329008
인천광역시 부평구 부개동 481-8번지,328.96,02000,공동주택,1991-05-18,365,인천광역시 부평구 부개동 481-8번지,37.50563,126.7328985
인천광역시 부평구 부개동 481번지,268.43,01000,단독주택,1988-11-23,397,인천광역시 부평구 부개동 481번지,37.5057729,126.7327724
인천광역시 부평구 부개동 482-1번지,314.83,01000,단독주택,1991-09-12,361,인천광역시 부평구 부개동 482-1번지,37.5050136,126.7329536
인천광역시 부평구 부개동 482-2번지,304.54,01000,단독주택,1991-10-16,360,인천광역시 부평구 부개동 482-2번지,37.5049073,126.732952
인천광역시 부평구 부개동 482-3번지,234.82,04000,제2종근린생활시설,1989-08-09,386,인천광역시 부평구 부개동 482-3번지,37.5048018,126.732947
인천광역시 부평구 부개동 482번지,1.0,03000,제1종근린생활시설,1989-05-15,389,인천광역시 부평구 부개동 482번지,37.5051175,126.732951
인천광역시 부평구 부개동 482번지,611.28,04000,제2종근린생활시설,1989-05-15,389,인천광역시 부평구 부개동 482번지,37.5051175,126.732951
인천광역시 부평구 부개동 483-1번지,229.88,01000,단독주택,1988-12-16,398,인천광역시 부평구 부개동 483-1번지,37.5045122,126.7329468
인천광역시 부평구 부개동 483-2번지,191.52,01000,단독주택,1988-09-22,397,인천광역시 부평구 부개동 483-2번지,37.504391,126.7329458
인천광역시 부평구 부개동 483-3번지,295.28,01000,단독주택,1990-08-22,374,인천광역시 부평구 부개동 483-3번지,37.5042703,126.7329433
인천광역시 부평구 부개동 483번지,177.76,01000,단독주택,1988-11-18,397,인천광역시 부평구 부개동 483번지,37.5046223,126.7329469
인천광역시 부평구 부개동 484-10번지,2.88,01000,단독주택,1990-10-23,372,인천광역시 부평구 부개동 484-10번지,37.5044254,126.7333472
인천광역시 부평구 부개동 484-11번지,485.91,01000,단독주택,1989-07-10,387,인천광역시 부평구 부개동 484-11번지,37.5044422,126.7332026
인천광역시 부평구 부개동 484-1번지,363.59,01000,단독주택,1991-10-29,360,인천광역시 부평구 부개동 484-1번지,37.5045684,126.7333653
인천광역시 부평구 부개동 484-2번지,370.89,01000,단독주택,1989-06-30,388,인천광역시 부평구 부개동 484-2번지,37.504555,126.7335062
인천광역시 부평구 부개동 484-3번지,363.59,01000,단독주택,1991-11-06,361,인천광역시 부평구 부개동 484-3번지,37.504542,126.733647
인천광역시 부평구 부개동 484-4번지,1.2,01000,단독주택,1988-11-09,397,인천광역시 부평구 부개동 484-4번지,37.5045424,126.7337921
인천광역시 부평구 부개동 484-5번지,370.97,04000,제2종근린생활시설,1989-05-29,389,인천광역시 부평구 부개동 484-5번지,37.5045272,126.7339352
인천광역시 부평구 부개동 484-6번지,207.4,01000,단독주택,1988-09-05,397,인천광역시 부평구 부개동 484-6번지,37.5044182,126.7339124
인천광역시 부평구 부개동 484-7번지,290.55,01000,단독주택,1991-03-25,367,인천광역시 부평구 부개동 484-7번지,37.5044088,126.7337665
인천광역시 부평구 부개동 484-8번지,263.01,01000,단독주택,1991-07-27,363,인천광역시 부평구 부개동 484-8번지,37.5043976,126.7336288
인천광역시 부평구 부개동 484-9번지,262.35,01000,단독주택,1988-12-17,398,인천광역시 부평구 부개동 484-9번지,37.5044113,126.7334879
인천광역시 부평구 부개동 484번지,278.74,01000,단독주택,1988-06-29,400,인천광역시 부평구 부개동 484번지,37.5045815,126.7332167
인천광역시 부평구 부개동 485번지,645.26,04000,제2종근린생활시설,1991-05-27,365,인천광역시 부평구 부개동 485번지,37.5042481,126.7331945
인천광역시 부평구 부개동 486-1번지,1.2,03000,제1종근린생활시설,1990-06-21,376,인천광역시 부평구 부개동 486-1번지,37.5044021,126.7341404
인천광역시 부평구 부개동 486-2번지,700.88,04000,제2종근린생활시설,1992-02-22,356,인천광역시 부평구 부개동 486-2번지,37.504469,126.7343012
인천광역시 부평구 부개동 486번지,335.67,01000,단독주택,1989-05-29,389,인천광역시 부평구 부개동 486번지,37.5045085,126.734158
인천광역시 부평구 부개동 489-10번지,606.19,01000,단독주택,1991-01-11,369,인천광역시 부평구 부개동 489-10번지,37.492348,126.7417564
인천광역시 부평구 부개동 489-11번지,479.76,01000,단독주택,1990-10-25,372,인천광역시 부평구 부개동 489-11번지,37.4923811,126.7415494
인천광역시 부평구 부개동 489-12번지,550.88,01000,단독주택,1991-06-25,364,인천광역시 부평구 부개동 489-12번지,37.4922584,126.7415436
인천광역시 부평구 부개동 489-13번지,506.674,04000,제2종근린생활시설,1991-02-13,368,인천광역시 부평구 부개동 489-13번지,37.4922232,126.741774
인천광역시 부평구 부개동 489-1번지,413.3,01000,단독주택,1990-12-31,374,인천광역시 부평구 부개동 489-1번지,37.4930507,126.7417357
인천광역시 부평구 부개동 489-2번지,379.36,01000,단독주택,1990-11-26,373,인천광역시 부평구 부개동 489-2번지,37.492894,126.7417391
인천광역시 부평구 부개동 489-3번지,290.49,01000,단독주택,1990-10-25,372,인천광역시 부평구 부개동 489-3번지,37.4929158,126.7416134
인천광역시 부평구 부개동 489-4번지,329.56,02000,공동주택,1991-04-30,366,인천광역시 부평구 부개동 489-4번지,37.4927788,126.7415997
인천광역시 부평구 부개동 489-5번지,524.28,04000,제2종근린생활시설,1990-10-17,372,인천광역시 부평구 부개동 489-5번지,37.492754,126.7417451
인천광역시 부평구 부개동 489-6번지,598.1,04000,제2종근린생활시설,2001-12-20,242,인천광역시 부평구 부개동 489-6번지,37.4926208,126.7417389
인천광역시 부평구 부개동 489-7번지,384.76,02000,공동주택,1992-02-21,356,인천광역시 부평구 부개동 489-7번지,37.4926474,126.7415739
인천광역시 부평구 부개동 489-8번지,438.54,02000,공동주택,1992-01-31,357,인천광역시 부평구 부개동 489-8번지,37.4925147,126.7415638
인천광역시 부평구 부개동 489-9번지,625.41,01000,단독주택,1994-01-22,333,인천광역시 부평구 부개동 489-9번지,37.4924851,126.7417484
인천광역시 부평구 부개동 489번지,494.58,01000,단독주택,1993-06-25,340,인천광역시 부평구 부개동 489번지,37.4930822,126.7416353
인천광역시 부평구 부개동 490-10번지,407.93,01000,단독주택,1990-10-25,372,인천광역시 부평구 부개동 490-10번지,37.4919437,126.7412823
인천광역시 부평구 부개동 490-1번지,508.41,01000,단독주택,1990-11-14,373,인천광역시 부평구 부개동 490-1번지,37.492065,126.7414582
인천광역시 부평구 부개동 490-2번지,328.32,02000,공동주택,1991-01-08,369,인천광역시 부평구 부개동 490-2번지,37.492045,126.7416063
인천광역시 부평구 부개동 490-3번지,549.12,01000,단독주택,1991-06-17,364,인천광역시 부평구 부개동 490-3번지,37.492025,126.7417545
인천광역시 부평구 부개동 490-4번지,446.03,04000,제2종근린생활시설,1990-10-19,372,인천광역시 부평구 부개동 490-4번지,37.4919982,126.741902
인천광역시 부평구 부개동 490-5번지,435.64,01000,단독주택,1991-01-26,369,인천광역시 부평구 부개동 490-5번지,37.4918468,126.7419589
인천광역시 부평구 부개동 490-6번지,310.23,01000,단독주택,1990-09-14,373,인천광역시 부평구 부개동 490-6번지,37.4918699,126.7418265
인천광역시 부평구 부개동 490-7번지,307.98,01000,단독주택,1990-12-11,374,인천광역시 부평구 부개동 490-7번지,37.4918881,126.7416899
인천광역시 부평구 부개동 490-8번지,316.37,01000,단독주택,1990-09-21,373,인천광역시 부평구 부개동 490-8번지,37.4919059,126.7415547
인천광역시 부평구 부개동 490-9번지,311.35,01000,단독주택,1990-12-18,374,인천광역시 부평구 부개동 490-9번지,37.4919239,126.7414181
인천광역시 부평구 부개동 490번지,524.26,04000,제2종근린생활시설,2014-03-12,91,인천광역시 부평구 부개동 490번지,37.4920827,126.7413116
인천광역시 부평구 부개동 491-10번지,2.88,01000,단독주택,1990-11-17,373,인천광역시 부평구 부개동 491-10번지,37.491547,126.7416297
인천광역시 부평구 부개동 491-11번지,1.0,01000,단독주택,1991-09-19,361,인천광역시 부평구 부개동 491-11번지,37.4915662,126.7414851
인천광역시 부평구 부개동 491-12번지,283.97,01000,단독주택,1991-10-02,360,인천광역시 부평구 부개동 491-12번지,37.4915839,126.7413498
인천광역시 부평구 부개동 491-13번지,427.74,01000,단독주택,1990-08-30,374,인천광역시 부평구 부개동 491-13번지,37.491603,126.74122
인천광역시 부평구 부개동 491-1번지,328.47,02000,공동주택,1990-08-02,374,인천광역시 부평구 부개동 491-1번지,37.4917257,126.7413795
인천광역시 부평구 부개동 491-2번지,493.99,04000,제2종근린생활시설,2012-07-30,111,인천광역시 부평구 부개동 491-2번지,37.4917072,126.7415151
인천광역시 부평구 부개동 491-3번지,426.14,02000,공동주택,2010-06-30,136,인천광역시 부평구 부개동 491-3번지,37.4916889,126.7416506
인천광역시 부평구 부개동 491-4번지,328.0,02000,공동주택,1991-01-30,369,인천광역시 부평구 부개동 491-4번지,37.4916706,126.7417856
인천광역시 부평구 부개동 491-5번지,299.78,01000,단독주택,1990-10-13,372,인천광역시 부평구 부개동 491-5번지,37.4916524,126.7419201
인천광역시 부평구 부개동 491-6번지,385.632,01000,단독주택,1991-06-07,364,인천광역시 부평구 부개동 491-6번지,37.4916254,126.74204
인천광역시 부평구 부개동 491-7번지,459.17,01000,단독주택,1991-09-16,361,인천광역시 부평구 부개동 491-7번지,37.4914886,126.7420551
인천광역시 부평구 부개동 491-8번지,331.01,01000,단독주택,1990-06-18,376,인천광역시 부평구 부개동 491-8번지,37.4915088,126.7419171
인천광역시 부평구 부개동 491-9번지,402.73,02000,공동주택,2010-11-09,133,인천광역시 부평구 부개동 491-9번지,37.4915278,126.7417745
인천광역시 부평구 부개동 491번지,328.48,02000,공동주택,1990-09-10,373,인천광역시 부평구 부개동 491번지,37.4917419,126.741245
인천광역시 부평구 부개동 492-10번지,463.4,01000,단독주택,1992-04-16,354,인천광역시 부평구 부개동 492-10번지,37.4911809,126.741818
인천광역시 부평구 부개동 492-11번지,450.48,01000,단독주택,1990-11-17,373,인천광역시 부평구 부개동 492-11번지,37.4911994,126.7416793
인천광역시 부평구 부개동 492-12번지,303.18,01000,단독주택,1991-08-01,362,인천광역시 부평구 부개동 492-12번지,37.4912166,126.7415504
인천광역시 부평구 부개동 492-13번지,3.15,01000,단독주택,1992-04-16,354,인천광역시 부평구 부개동 492-13번지,37.4912326,126.7414313
인천광역시 부평구 부개동 492-15번지,2.4,01000,단독주택,1991-10-25,360,인천광역시 부평구 부개동 492-15번지,37.4912705,126.7411592
인천광역시 부평구 부개동 492-1번지,394.8,01000,단독주택,1991-01-04,369,인천광역시 부평구 부개동 492-1번지,37.4913925,126.7413099
인천광역시 부평구 부개동 492-2번지,441.72,02000,공동주택,2013-06-25,100,인천광역시 부평구 부개동 492-2번지,37.4913757,126.7414378
인천광역시 부평구 부개동 492-3번지,364.7,02000,공동주택,1993-06-25,340,인천광역시 부평구 부개동 492-3번지,37.4913592,126.7415624
인천광역시 부평구 부개동 492-4번지,398.74,01000,단독주택,1991-11-25,361,인천광역시 부평구 부개동 492-4번지,37.4913416,126.7416944
인천광역시 부평구 부개동 492-5번지,444.68,01000,단독주택,1992-07-14,351,인천광역시 부평구 부개동 492-5번지,37.4913229,126.7418338
인천광역시 부평구 부개동 492-6번지,329.52,02000,공동주택,1990-12-28,374,인천광역시 부평구 부개동 492-6번지,37.4913053,126.741965
인천광역시 부평구 부개동 492-7번지,405.92,01000,단독주택,1990-09-20,373,인천광역시 부평구 부개동 492-7번지,37.4912823,126.7420872
인천광역시 부평구 부개동 492-8번지,367.335,01000,단독주택,1991-07-11,363,인천광역시 부평구 부개동 492-8번지,37.4911428,126.7420953
인천광역시 부평구 부개동 492-9번지,460.14,01000,단독주택,1990-11-19,373,인천광역시 부평구 부개동 492-9번지,37.4911625,126.7419566
인천광역시 부평구 부개동 492번지,390.44,01000,단독주택,1991-07-24,363,인천광역시 부평구 부개동 492번지,37.491407,126.7411802
인천광역시 부평구 부개동 493-10번지,418.6,03000,제1종근린생활시설,1991-04-30,366,인천광역시 부평구 부개동 493-10번지,37.4918026,126.7408356
인천광역시 부평구 부개동 493-11번지,398.72,01000,단독주택,1994-11-10,325,인천광역시 부평구 부개동 493-11번지,37.4919187,126.7408334
인천광역시 부평구 부개동 493-12번지,422.4,01000,단독주택,1990-07-31,375,인천광역시 부평구 부개동 493-12번지,37.492025,126.7408502
인천광역시 부평구 부개동 493-1번지,659.64,02000,공동주택,1993-09-28,337,인천광역시 부평구 부개동 493-1번지,37.492048,126.7410385
인천광역시 부평구 부개동 493-3번지,2.88,03000,제1종근린생활시설,1990-09-20,373,인천광역시 부평구 부개동 493-3번지,37.4918523,126.7410057
인천광역시 부평구 부개동 493-4번지,271.83,01000,단독주택,1990-10-23,372,인천광역시 부평구 부개동 493-4번지,37.4917527,126.7409959
인천광역시 부평구 부개동 493-5번지,262.38,01000,단독주택,1990-09-11,373,인천광역시 부평구 부개동 493-5번지,37.4916551,126.7409775
인천광역시 부평구 부개동 493-6번지,392.94,01000,단독주택,1991-06-24,364,인천광역시 부평구 부개동 493-6번지,37.4915537,126.7409592
인천광역시 부평구 부개동 493-7번지,952.1,03000,제1종근린생활시설,2005-12-22,194,인천광역시 부평구 부개동 493-7번지,37.491378,126.7408274
인천광역시 부평구 부개동 493-7번지,0.0,04000,제2종근린생활시설,2005-12-22,194,인천광역시 부평구 부개동 493-7번지,37.491378,126.7408274
인천광역시 부평구 부개동 493-8번지,2.4,03000,제1종근린생활시설,1992-12-31,350,인천광역시 부평구 부개동 493-8번지,37.4915724,126.7407855
인천광역시 부평구 부개동 493-8번지,485.15,01000,단독주택,1992-12-31,350,인천광역시 부평구 부개동 493-8번지,37.4915724,126.7407855
인천광역시 부평구 부개동 493-9번지,545.14,04000,제2종근린생활시설,1991-06-08,364,인천광역시 부평구 부개동 493-9번지,37.4916844,126.7408176
인천광역시 부평구 부개동 493번지,438.48,01000,단독주택,1990-12-17,374,인천광역시 부평구 부개동 493번지,37.4921427,126.7410527
인천광역시 부평구 부개동 494-1번지,210.72,02000,공동주택,1991-06-08,364,인천광역시 부평구 부개동 494-1번지,37.4895048,126.7413184
인천광역시 부평구 부개동 494-1번지,969.65,03000,제1종근린생활시설,1991-06-08,364,인천광역시 부평구 부개동 494-1번지,37.4895048,126.7413184
인천광역시 부평구 부개동 494번지,8289.81,02000,공동주택,1990-11-23,373,인천광역시 부평구 부개동 494번지,37.4906592,126.7413931
인천광역시 부평구 부개동 494번지,1797.06,03000,제1종근린생활시설,1990-11-23,373,인천광역시 부평구 부개동 494번지,37.4906592,126.7413931
인천광역시 부평구 부개동 496-11번지,84.0,02000,공동주택,1996-09-11,301,인천광역시 부평구 부개동 496-11번지,37.5047909,126.7397766
인천광역시 부평구 부개동 496-15번지,549.3,03000,제1종근린생활시설,1999-11-12,265,인천광역시 부평구 부개동 496-15번지,37.5043074,126.7390465
인천광역시 부평구 부개동 496-16번지,258.38,03000,제1종근린생활시설,1999-12-10,266,인천광역시 부평구 부개동 496-16번지,37.5042903,126.7393556
인천광역시 부평구 부개동 496-17번지,2995.78,03000,제1종근린생활시설,1998-02-20,284,인천광역시 부평구 부개동 496-17번지,37.5042732,126.7396646
인천광역시 부평구 부개동 496-21번지,3420.18,04000,제2종근린생활시설,2001-12-28,242,인천광역시 부평구 부개동 496-21번지,37.5039794,126.7396336
인천광역시 부평구 부개동 496-2번지,8364.63,02000,공동주택,1996-11-05,301,인천광역시 부평구 부개동 496-2번지,37.5053165,126.7380783
인천광역시 부평구 부개동 496-2번지,30.96,02000,공동주택,1996-09-11,301,인천광역시 부평구 부개동 496-2번지,37.5053165,126.7380783
인천광역시 부평구 부개동 496-6번지,960.3,02000,공동주택,1996-11-05,301,인천광역시 부평구 부개동 496-6번지,37.5051223,126.7368082
인천광역시 부평구 부개동 497-1번지,9610.42,02000,공동주택,1999-06-23,268,인천광역시 부평구 부개동 497-1번지,37.5048678,126.7410379
인천광역시 부평구 부개동 497-1번지,8598.74,02000,공동주택,1998-07-31,279,인천광역시 부평구 부개동 497-1번지,37.5048678,126.7410379
인천광역시 부평구 부개동 497-1번지,1942.4,03000,제1종근린생활시설,1998-07-31,279,인천광역시 부평구 부개동 497-1번지,37.5048678,126.7410379
