대지위치,건물명,연면적,주용도코드,주용도코드명,사용승인일,건물노후도
인천광역시 부평구 부평동 442-33번지,베네스트진,1652.99,02000,공동주택,2014-07-22,64
인천광역시 부평구 부평동 442-7번지,,89.1,01000,단독주택,1995-09-28,285
인천광역시 부평구 부평동 442-7번지,,478.11,03000,제1종근린생활시설,1979-01-16,482
인천광역시 부평구 부평동 442-8번지,,1986.94,09000,의료시설,1998-07-25,252
인천광역시 부평구 부평동 442번지,,71.4,01000,단독주택,1969-03-14,598
인천광역시 부평구 부평동 443-3번지,,659.26,04000,제2종근린생활시설,1987-10-02,379
인천광역시 부평구 부평동 443-4번지,고려아파트,739.12,02000,공동주택,2001-12-12,212
인천광역시 부평구 부평동 444-1번지,,508.87,04000,제2종근린생활시설,2000-08-05,228
인천광역시 부평구 부평동 444-5번지,대림센스빌,715.3,02000,공동주택,2002-04-19,208
인천광역시 부평구 부평동 444-6번지,뉴성진하이츠,999.47,02000,공동주택,2013-06-13,77
인천광역시 부평구 부평동 445-17번지,은혜홈타운,853.215,02000,공동주택,2010-08-10,110
인천광역시 부평구 부평동 445-1번지,광명아트빌,742.03,02000,공동주택,2002-01-05,211
인천광역시 부평구 부평동 445-21번지,광명아트빌,513.18,02000,공동주택,2002-01-29,211
인천광역시 부평구 부평동 445-25번지,,68.07,01000,단독주택,2000-06-01,230
인천광역시 부평구 부평동 445-31번지,리치아파트,912.27,02000,공동주택,2003-02-26,198
인천광역시 부평구 부평동 445-3번지,,626.1,04000,제2종근린생활시설,1992-09-05,321
인천광역시 부평구 부평동 445-6번지,대산아파트,494.43,02000,공동주택,2001-12-27,212
인천광역시 부평구 부평동 445-7번지,광명아트빌,550.49,02000,공동주택,2002-01-05,211
인천광역시 부평구 부평동 445-8번지,광명아트빌,406.74,02000,공동주택,2002-01-29,211
인천광역시 부평구 부평동 446-1번지,,248.28,01000,단독주택,1989-12-04,354
인천광역시 부평구 부평동 446-2번지,,71.4,01000,단독주택,1975-08-11,523
인천광역시 부평구 부평동 446-3번지,녹원하이츠,345.09,02000,공동주택,2002-07-13,205
인천광역시 부평구 부평동 446-5번지,해마루빌리지,659.69,02000,공동주택,2007-09-12,144
인천광역시 부평구 부평동 447-1번지,,2.97,01000,단독주택,1978-07-27,488
인천광역시 부평구 부평동 447-2번지,,341.12,01000,단독주택,2019-09-25,3
인천광역시 부평구 부평동 447-3번지,,348.66,01000,단독주택,2018-05-31,18
인천광역시 부평구 부평동 447-4번지,,250.05,01000,단독주택,1991-07-15,335
인천광역시 부평구 부평동 447-5번지,,6.48,01000,단독주택,1977-07-01,500
인천광역시 부평구 부평동 447-6번지,삼오빌라,634.45,02000,공동주택,1998-02-26,257
인천광역시 부평구 부평동 447-7번지,,52.25,01000,단독주택,1978-07-27,488
인천광역시 부평구 부평동 448-1번지,,638.32,02000,공동주택,2012-05-09,90
인천광역시 부평구 부평동 448-3번지,보타사,312.03,04000,제2종근린생활시설,2011-01-13,105
인천광역시 부평구 부평동 448-4번지,,446.1,01000,단독주택,2001-10-22,214
인천광역시 부평구 부평동 448-6번지,플러스캐슬,544.9,02000,공동주택,2010-11-01,108
인천광역시 부평구 부평동 449-2번지,,417.0,03000,제1종근린생활시설,1985-09-19,403
인천광역시 부평구 부평동 449-3번지,,534.88,02000,공동주택,2002-08-29,204
인천광역시 부평구 부평동 449-4번지,하임힐,6267.89,14000,업무시설,2016-07-14,40
인천광역시 부평구 부평동 449-9번지,한빛맨션,503.81,02000,공동주택,2001-06-29,218
인천광역시 부평구 부평동 45-4번지,프리미엄팰리스,4752.03,14000,업무시설,2019-07-01,5
인천광역시 부평구 부평동 450-11번지,해송파크뷰2차,2851.43,02000,공동주택,2015-07-21,52
인천광역시 부평구 부평동 450-1번지,고려아파트3차,1041.74,02000,공동주택,2003-02-10,199
인천광역시 부평구 부평동 450-2번지,동원로즈빌,890.32,02000,공동주택,2008-09-12,133
인천광역시 부평구 부평동 450-36번지,고려아파트3차,494.53,02000,공동주택,2003-02-10,199
인천광역시 부평구 부평동 450-38번지,고려아파트3차,494.95,02000,공동주택,2003-02-10,199
인천광역시 부평구 부평동 450-48번지,동원로즈빌,890.32,02000,공동주택,2008-09-12,133
인천광역시 부평구 부평동 450-5번지,예성아파트,1071.4,02000,공동주택,2002-12-10,201
인천광역시 부평구 부평동 450-6번지,,298.92,01000,단독주택,1995-02-17,293
인천광역시 부평구 부평동 450-7번지,삼미타운,442.88,02000,공동주택,2000-05-18,231
인천광역시 부평구 부평동 450-8번지,삼미타운,577.0,02000,공동주택,2000-03-15,233
인천광역시 부평구 부평동 450-9번지,해송파크뷰3차,399.05,14000,업무시설,2015-07-22,52
인천광역시 부평구 부평동 451-103번지,,54.55,01000,단독주택,1966-11-29,625
인천광역시 부평구 부평동 451-105번지,,384.76,01000,단독주택,1962-11-10,673
인천광역시 부평구 부평동 451-105번지,,380.32,04000,제2종근린생활시설,1971-05-26,572
인천광역시 부평구 부평동 451-106번지,,199.24,03000,제1종근린생활시설,1955-03-21,763
인천광역시 부평구 부평동 451-115번지,뉴명품타운3차B동,642.42,02000,공동주택,2009-06-25,123
인천광역시 부평구 부평동 451-17번지,진성빌,764.11,04000,제2종근린생활시설,2013-01-14,82
인천광역시 부평구 부평동 451-22번지,뉴 명품타운 3차 A동,596.43,02000,공동주택,2009-07-03,123
인천광역시 부평구 부평동 451-26번지,,244.39,01000,단독주택,1974-10-28,532
인천광역시 부평구 부평동 451-26번지,,155.26,01000,단독주택,1985-09-16,404
인천광역시 부평구 부평동 451-28번지,,70.3,01000,단독주택,1968-05-14,608
인천광역시 부평구 부평동 451-30번지,M-TOWER 7,19943.73,14000,업무시설,2016-12-09,36
인천광역시 부평구 부평동 451-46번지,,44.19,01000,단독주택,1962-11-10,673
인천광역시 부평구 부평동 451-48번지,훼밀리아파트,773.18,02000,공동주택,2002-05-04,208
인천광역시 부평구 부평동 451-51번지,조양휴캐슬,3443.6,14000,업무시설,2016-12-14,35
인천광역시 부평구 부평동 451-60번지,,327.32,03000,제1종근린생활시설,1982-10-06,438
인천광역시 부평구 부평동 451-64번지,삼보아파트,1335.02,02000,공동주택,2002-06-26,206
인천광역시 부평구 부평동 451-65번지,센트럴뷰,3837.35,14000,업무시설,2016-05-13,42
인천광역시 부평구 부평동 451-69번지,,219.01,03000,제1종근린생활시설,2003-07-28,193
인천광역시 부평구 부평동 451-70번지,,252.0,01000,단독주택,1997-08-02,264
인천광역시 부평구 부평동 451-71번지,,50.48,01000,단독주택,1962-11-10,673
인천광역시 부평구 부평동 451-74번지,훼밀리아파트,300.26,02000,공동주택,2002-05-04,208
인천광역시 부평구 부평동 451-75번지,쏠레어Ⅱ,2725.95,14000,업무시설,2017-04-20,31
인천광역시 부평구 부평동 451-77번지,태원아파트,671.77,02000,공동주택,2002-05-04,208
인천광역시 부평구 부평동 451-78번지,대인아파트,284.46,02000,공동주택,2002-11-22,201
인천광역시 부평구 부평동 451-79번지,,112.86,03000,제1종근린생활시설,1997-11-18,260
인천광역시 부평구 부평동 451-80번지,동한아파트,609.69,02000,공동주택,2002-04-29,208
인천광역시 부평구 부평동 451-81번지,동원아파트1차,691.55,02000,공동주택,2002-04-10,208
인천광역시 부평구 부평동 451-82번지,중앙아파트,564.4,02000,공동주택,2002-03-25,209
인천광역시 부평구 부평동 451-83번지,제일아파트,560.71,02000,공동주택,2001-12-07,212
인천광역시 부평구 부평동 451-84번지,대원프라임빌,822.72,02000,공동주택,2002-06-04,207
인천광역시 부평구 부평동 451-85번지,대원프라임빌,817.2,02000,공동주택,2002-06-04,207
인천광역시 부평구 부평동 451-86번지,훼밀리아파트,572.56,02000,공동주택,2002-05-04,208
인천광역시 부평구 부평동 451-87번지,,325.47,01000,단독주택,2004-04-20,184
인천광역시 부평구 부평동 451-88번지,,606.17,03000,제1종근린생활시설,1978-10-24,485
인천광역시 부평구 부평동 451-89번지,,637.71,03000,제1종근린생활시설,1976-12-09,507
인천광역시 부평구 부평동 451-90번지,,137.38,03000,제1종근린생활시설,2019-03-20,9
인천광역시 부평구 부평동 451-92번지,,258.31,03000,제1종근린생활시설,1993-07-14,311
인천광역시 부평구 부평동 451-94번지,부평동근린생활시설,234.5,03000,제1종근린생활시설,2002-08-29,204
인천광역시 부평구 부평동 451-95번지,,263.66,03000,제1종근린생활시설,2002-08-29,204
인천광역시 부평구 부평동 451-96번지,,90.06,04000,제2종근린생활시설,1984-02-03,423
인천광역시 부평구 부평동 451-97번지,,85.28,03000,제1종근린생활시설,1987-10-20,379
인천광역시 부평구 부평동 451-98번지,센트럴뷰2차,8850.12,14000,업무시설,2016-07-11,40
인천광역시 부평구 부평동 452-11번지,블루밍아파트A동,7974.62,14000,업무시설,2016-06-03,42
인천광역시 부평구 부평동 452-17번지,삼성빌리지,599.85,02000,공동주택,2009-07-30,122
인천광역시 부평구 부평동 452-19번지,,173.25,01000,단독주택,1984-06-29,418
인천광역시 부평구 부평동 452-1번지,건영 아파트,1061.63,02000,공동주택,2002-10-25,202
인천광역시 부평구 부평동 452-20번지,시티하우스,636.41,02000,공동주택,2001-04-26,220
인천광역시 부평구 부평동 452-22번지,신대림아파트,931.33,02000,공동주택,2002-12-20,200
인천광역시 부평구 부평동 452-23번지,진흥빌라,546.015,02000,공동주택,2000-10-14,226
인천광역시 부평구 부평동 452-26번지,블루밍아파트B동,7535.54,14000,업무시설,2016-06-03,42
인천광역시 부평구 부평동 452-6번지,건영아파트,572.91,02000,공동주택,2002-12-18,200
인천광역시 부평구 부평동 453-1번지,,457.365,01000,단독주택,1994-08-10,299
인천광역시 부평구 부평동 453-2번지,한일아파트,537.22,02000,공동주택,2001-09-21,215
인천광역시 부평구 부평동 453-3번지,,290.24,02000,공동주택,1991-03-20,339
인천광역시 부평구 부평동 453-4번지,,62.81,01000,단독주택,1973-09-12,545
인천광역시 부평구 부평동 454-1번지,한빛맨션,540.3,02000,공동주택,2000-12-11,224
인천광역시 부평구 부평동 454-2번지,한빛맨션,393.97,02000,공동주택,2001-10-16,214
인천광역시 부평구 부평동 454-3번지,영인아파트,846.31,02000,공동주택,2002-06-21,206
인천광역시 부평구 부평동 455-1번지,효성그린아파트,1004.16,02000,공동주택,2002-06-29,206
인천광역시 부평구 부평동 455-8번지,,315.72,02000,공동주택,1991-08-08,334
인천광역시 부평구 부평동 455-9번지,,314.12,02000,공동주택,1990-09-05,345
인천광역시 부평구 부평동 456-2번지,,319.32,02000,공동주택,1991-02-04,340
인천광역시 부평구 부평동 456-2번지,,65.49,01000,단독주택,1974-01-15,541
인천광역시 부평구 부평동 456-3번지,그레이스타운,802.3,02000,공동주택,2010-06-22,112
인천광역시 부평구 부평동 456-5번지,지산아트빌,645.24,02000,공동주택,2001-03-09,221
인천광역시 부평구 부평동 456-6번지,,646.2,02000,공동주택,2000-10-27,225
인천광역시 부평구 부평동 456-7번지,휴안빌,1631.51,14000,업무시설,2016-09-01,39
인천광역시 부평구 부평동 457-1번지,삼성캐슬,3869.89,02000,공동주택,2015-11-30,48
인천광역시 부평구 부평동 457-9번지,,743.49,04000,제2종근린생활시설,1990-06-15,348
인천광역시 부평구 부평동 458-10번지,창선주택,930.9,02000,공동주택,2001-12-28,212
인천광역시 부평구 부평동 458-12번지,,160.82,01000,단독주택,1986-11-10,390
인천광역시 부평구 부평동 458-1번지,,247.02,01000,단독주택,1988-10-26,367
인천광역시 부평구 부평동 458-2번지,,930.85,04000,제2종근린생활시설,2004-06-25,182
인천광역시 부평구 부평동 458-3번지,투엠캐슬,4434.84,02000,공동주택,2015-01-12,58
인천광역시 부평구 부평동 458-6번지,신대림아파트,739.3,02000,공동주택,2002-12-03,201
인천광역시 부평구 부평동 458-7번지,,78.99,01000,단독주택,1983-05-03,432
인천광역시 부평구 부평동 458-9번지,플러스아파트,1613.81,02000,공동주택,2008-08-18,133
인천광역시 부평구 부평동 459-1번지,원아그랜드빌,612.54,02000,공동주택,2002-03-08,209
인천광역시 부평구 부평동 459-2번지,예담빌,586.12,02000,공동주택,2009-04-27,125
인천광역시 부평구 부평동 459-7번지,부평그린빌라,556.96,02000,공동주택,2002-06-28,206
인천광역시 부평구 부평동 459-8번지,,329.28,02000,공동주택,1986-12-31,388
인천광역시 부평구 부평동 45번지,,48.93,01000,단독주택,1969-04-07,597
인천광역시 부평구 부평동 460-3번지,,52.89,01000,단독주택,1969-03-24,598
인천광역시 부평구 부평동 460-4번지,,331.8,02000,공동주택,1988-11-24,366
인천광역시 부평구 부평동 461-1번지,그린캐슬,493.11,02000,공동주택,2010-01-29,116
인천광역시 부평구 부평동 461-4번지,,657.55,03000,제1종근린생활시설,1991-05-08,337
인천광역시 부평구 부평동 461-5번지,,148.97,01000,단독주택,1983-08-07,428
인천광역시 부평구 부평동 462-10번지,삼호빌라트,401.25,02000,공동주택,2001-12-11,212
인천광역시 부평구 부평동 462-5번지,,169.49,01000,단독주택,1968-01-17,612
인천광역시 부평구 부평동 462-8번지,,110.43,01000,단독주택,1986-07-12,394
인천광역시 부평구 부평동 463-1번지,,231.47,01000,단독주택,1979-08-03,476
인천광역시 부평구 부평동 463-3번지,,328.27,01000,단독주택,2016-12-14,35
인천광역시 부평구 부평동 463-5번지,,1.0,03000,제1종근린생활시설,1989-10-14,356
인천광역시 부평구 부평동 464-14번지,,643.02,03000,제1종근린생활시설,1978-12-29,483
인천광역시 부평구 부평동 464-15번지,미주아파트,756.9,02000,공동주택,2003-05-07,196
인천광역시 부평구 부평동 464-17번지,,159.83,01000,단독주택,1975-09-11,522
인천광역시 부평구 부평동 464-17번지,신한아파트2차,996.92,02000,공동주택,2002-10-22,202
인천광역시 부평구 부평동 464-18번지,로체 스카이뷰,848.1,02000,공동주택,2010-11-25,107
인천광역시 부평구 부평동 464-1번지,,674.34,04000,제2종근린생활시설,1980-02-14,469
인천광역시 부평구 부평동 464-24번지,한가람뜨란채,709.75,02000,공동주택,2013-02-01,81
인천광역시 부평구 부평동 464-28번지,부평1동 새마을금고,1703.14,04000,제2종근린생활시설,1993-07-29,311
인천광역시 부평구 부평동 464-32번지,고시원,592.29,04000,제2종근린생활시설,2011-07-19,99
