BAS_ID,open_15cluster,close_15cluster,주거인구/직장인구,아파트 가구수,단독주택 비율,서비스업매출비율,외식업매출비율,근린생활시설 비율,평균최근접역거리,(주거인구+직장인구) / 유동인구,공동주택 비율,평균 도로 길이,도로길이고려_전체통합도,평균최근접정류장거리,점포밀도,도로율,상가밀도
21396,7,1.0,H_mH_m,L_mH_m,H_mL_p,H_mL_p,H_pH_m,H_mL_p,L_pL_p,L_pL_p,H_mL_p,L_mH_m,L_pL_p,H_mH_m,L_mL_m,L_mH_m,H_pL_p
21397,5,0.0,H_mH_m,L_mH_m,H_mL_p,H_mL_p,L_pH_m,H_mL_p,L_pL_p,H_pL_p,H_mL_p,H_mH_m,L_pL_p,H_mH_m,L_mH_m,H_mH_m,H_pL_p
21398,5,0.0,H_mH_m,L_mH_m,H_mL_p,H_mL_p,L_pH_m,H_mH_p,L_pL_p,L_pL_p,H_mL_p,H_mH_m,L_pL_p,H_mL_m,L_mH_m,H_mH_m,H_pL_p
21399,4,1.0,H_mH_m,L_mH_m,H_mL_p,H_mL_p,L_pH_m,H_mL_p,L_pL_p,L_pL_p,H_mL_p,L_mH_m,L_pL_p,H_mH_m,L_mH_m,L_mH_m,H_pL_p
21400,4,1.0,H_mH_m,L_mH_m,H_mL_p,H_mL_p,L_pH_m,H_mL_p,L_pL_p,L_pL_p,H_mL_p,L_mH_m,L_pL_p,H_mL_m,L_mH_m,L_mH_m,H_pL_p
21401,4,2.0,H_mH_m,L_mH_m,H_mL_p,H_mL_p,L_pH_m,H_mL_p,L_pL_p,L_pL_p,H_mL_p,H_mH_m,L_pL_p,H_mL_m,L_mH_m,L_mH_m,H_pL_p
21402,4,2.0,H_mH_m,L_mH_m,H_mL_p,H_mL_p,L_pH_m,H_mL_p,L_pL_p,L_pL_p,H_mL_p,H_mH_m,L_pL_p,H_mL_m,L_mH_m,L_mH_m,H_pL_p
21403,4,1.0,H_mH_m,L_mH_m,H_mL_p,H_mL_p,H_pH_m,H_mL_p,L_pL_p,L_pL_p,H_mL_p,L_mH_m,L_pL_p,H_mL_m,L_mL_m,L_mH_m,H_pL_p
21404,1,1.0,H_mH_m,H_mH_m,H_mH_p,L_mL_p,H_pH_m,H_mL_p,L_pL_p,L_pL_p,H_mL_p,L_mH_m,L_pL_p,H_mH_m,L_mL_m,L_mH_m,H_pH_p
21405,11,6.0,H_mL_m,H_mL_m,L_mH_p,L_mH_p,H_pL_m,H_mL_p,L_pH_p,L_pH_p,L_mL_p,L_mH_m,L_pL_p,L_mL_m,L_mL_m,H_mL_m,L_pH_p
21406,10,1.0,H_mH_m,H_mH_m,H_mH_p,L_mL_p,H_pH_m,H_mL_p,L_pL_p,L_pL_p,H_mL_p,L_mH_m,L_pL_p,H_mL_m,L_mL_m,L_mH_m,H_pH_p
21407,1,1.0,H_mH_m,H_mH_m,H_mH_p,L_mL_p,H_pH_m,H_mL_p,L_pL_p,L_pL_p,H_mL_p,L_mH_m,L_pL_p,H_mL_m,L_mL_m,L_mH_m,H_pH_p
21408,6,1.0,H_mL_m,H_mL_m,H_mH_p,L_mL_p,H_pH_m,H_mL_p,L_pL_p,L_pL_p,L_mL_p,L_mH_m,L_pL_p,H_mL_m,L_mL_m,L_mH_m,H_pH_p
21409,6,6.0,H_mL_m,H_mL_m,L_mH_p,L_mL_p,H_pL_m,H_mL_p,L_pL_p,L_pL_p,L_mL_p,L_mH_m,L_pL_p,L_mL_m,L_mL_m,L_mL_m,H_pH_p
21410,11,6.0,H_mL_m,H_mL_m,L_mH_p,L_mH_p,H_pL_m,H_mL_p,L_pH_p,L_pL_p,L_mL_p,L_mH_m,L_pL_p,L_mL_m,L_mL_m,L_mL_m,H_pH_p
21411,11,6.0,H_mL_m,H_mL_m,L_mH_p,L_mH_p,H_pL_m,H_mL_p,L_pH_p,L_pL_p,L_mL_p,L_mH_m,L_pL_p,L_mL_m,L_mL_m,L_mL_m,H_pH_p
21412,11,11.0,H_mL_m,H_mL_m,L_mH_p,L_mH_p,H_pL_m,H_mL_p,L_pH_p,L_pL_p,L_mL_p,L_mH_m,L_pL_p,L_mL_m,L_mL_m,L_mL_m,L_pH_p
21413,11,11.0,H_mL_m,H_mL_m,L_mH_p,L_mH_p,H_pL_m,H_mL_p,H_pH_p,L_pL_p,L_mL_p,L_mH_m,L_pL_p,L_mL_m,L_mL_m,L_mL_m,L_pH_p
21414,4,1.0,H_mH_m,H_mH_m,H_mH_p,L_mL_p,H_pH_m,H_mL_p,L_pL_p,L_pL_p,H_mL_p,L_mH_m,L_pL_p,H_mL_m,L_mL_m,L_mH_m,H_pH_p
21415,4,2.0,H_mH_m,L_mH_m,H_mL_p,H_mL_p,L_pH_m,H_mL_p,L_pL_p,L_pL_p,H_mL_p,H_mH_m,L_pL_p,H_mL_m,L_mL_m,L_mH_m,H_pL_p
21416,4,2.0,H_mH_m,H_mH_m,H_mL_p,H_mL_p,L_pH_m,H_mH_p,L_pL_p,L_pL_p,H_mL_p,H_mH_m,L_pL_p,H_mL_m,L_mH_m,L_mH_m,H_pL_p
21417,4,10.0,H_mH_m,H_mH_m,H_mH_p,H_mL_p,L_pH_m,H_mH_p,L_pL_p,L_pL_p,H_mL_p,H_mH_m,L_pL_p,H_mL_m,L_mL_m,L_mH_m,H_pL_p
21418,4,7.0,H_mH_m,H_mH_m,H_mH_p,H_mL_p,L_pH_m,H_mH_p,L_pL_p,L_pL_p,H_mL_p,H_mH_m,L_pL_p,H_mL_m,L_mH_m,L_mH_m,H_pL_p
21419,4,2.0,H_mH_m,H_mH_m,H_mH_p,H_mL_p,L_pH_m,H_mL_p,L_pL_p,L_pL_p,H_mL_p,H_mH_m,L_pL_p,H_mL_m,L_mL_m,L_mH_m,H_pL_p
21420,4,2.0,H_mH_m,H_mH_m,H_mH_p,H_mL_p,L_pH_m,H_mL_p,L_pL_p,L_pL_p,H_mL_p,H_mH_m,L_pL_p,H_mL_m,L_mL_m,L_mH_m,H_pL_p
21421,4,2.0,H_mH_m,H_mH_m,H_mH_p,H_mL_p,H_pH_m,H_mL_p,L_pL_p,L_pL_p,H_mL_p,L_mH_m,L_pL_p,H_mL_m,L_mL_m,L_mH_m,H_pH_p
21422,4,2.0,H_mH_m,H_mH_m,H_mH_p,H_mL_p,L_pH_m,H_mL_p,L_pL_p,L_pL_p,H_mL_p,H_mH_m,L_pL_p,H_mL_m,L_mL_m,L_mH_m,H_pL_p
21423,4,2.0,H_mH_m,H_mH_m,H_mH_p,H_mL_p,H_pH_m,H_mL_p,L_pL_p,L_pL_p,H_mL_p,H_mH_m,L_pL_p,H_mL_m,L_mL_m,L_mH_m,H_pH_p
21424,1,1.0,H_mH_m,H_mH_m,H_mH_p,L_mL_p,H_pH_m,H_mL_p,L_pL_p,L_pL_p,L_mL_p,L_mH_m,L_pL_p,H_mL_m,L_mL_m,L_mH_m,H_pH_p
