address,latitude,longitude,주용도코드명,연면적
인천광역시 부평구 부평동 119-23번지,37.5001488,126.732211,단독주택,198.805
인천광역시 부평구 부평동 119-24번지,37.500239,126.7322206,단독주택,199.53
인천광역시 부평구 부평동 119-25번지,37.5003545,126.7322327,단독주택,198.08
인천광역시 부평구 부평동 119-26번지,37.5004429,126.7322423,공동주택,288.54
인천광역시 부평구 부평동 119-27번지,37.5004502,126.7321213,단독주택,235.6
인천광역시 부평구 부평동 119-28번지,37.5003618,126.7321115,단독주택,198.08
인천광역시 부평구 부평동 119-29번지,37.5002442,126.7320986,단독주택,199.77
인천광역시 부평구 부평동 119-2번지,37.5008213,126.7318998,공동주택,7972.78
인천광역시 부평구 부평동 119-30번지,37.5001566,126.7320894,단독주택,197.73
인천광역시 부평구 부평동 119-31번지,37.5002066,126.7319746,공동주택,521.99
인천광역시 부평구 부평동 119-33번지,37.5003694,126.7319875,단독주택,46.88
인천광역시 부평구 부평동 119-34번지,37.5004577,126.7319971,단독주택,43.0
인천광역시 부평구 부평동 119-35번지,37.5003806,126.7317637,업무시설,4438.45
인천광역시 부평구 부평동 119-36번지,37.5003418,126.7318007,단독주택,66.12
인천광역시 부평구 부평동 119-37번지,37.5001877,126.7317936,공동주택,499.23
인천광역시 부평구 부평동 119-40번지,37.5004637,126.7316779,공동주택,470.86
인천광역시 부평구 부평동 119-41번지,37.5004706,126.73153,공동주택,471.49
인천광역시 부평구 부평동 119-42번지,37.5003576,126.7315155,공동주택,490.46
인천광역시 부평구 부평동 119-43번지,37.5002098,126.7315043,공동주택,621.67
인천광역시 부평구 부평동 119-45번지,37.5006555,126.7316892,공동주택,611.77
인천광역시 부평구 부평동 119-4번지,37.5007128,126.7323806,공동주택,1895.01
인천광역시 부평구 부평동 119-50번지,37.5006444,126.7321062,업무시설,3911.67
인천광역시 부평구 부평동 119-57번지,37.500572,126.7325686,공동주택,666.95
인천광역시 부평구 부평동 119-58번지,37.5007008,126.7325854,공동주택,1299.24
인천광역시 부평구 부평동 119-5번지,37.5008298,126.7325947,공동주택,666.95
인천광역시 부평구 부평동 119-7번지,37.50082,126.73218,공동주택,2537.762
인천광역시 부평구 부평동 119-8번지,37.5006462,126.731822,공동주택,328.77
인천광역시 부평구 부평동 119-9번지,37.5006674,126.7315492,공동주택,943.42
인천광역시 부평구 부평동 119번지,37.5008387,126.7316142,단독주택,170.19
인천광역시 부평구 부평동 12-101번지,37.5037602,126.7303428,단독주택,162.82000000000002
인천광역시 부평구 부평동 12-102번지,37.5037855,126.7302121,단독주택,224.2
인천광역시 부평구 부평동 12-103번지,37.5037696,126.7300728,단독주택,260.0
인천광역시 부평구 부평동 12-104번지,37.5037772,126.7299368,단독주택,69.32
인천광역시 부평구 부평동 12-105번지,37.5037852,126.7297978,단독주택,167.68
인천광역시 부평구 부평동 12-106번지,37.503795,126.7296557,단독주택,180.06
인천광역시 부평구 부평동 12-107번지,37.5038024,126.7295252,단독주택,199.47
인천광역시 부평구 부평동 12-108번지,37.5038107,126.729406,단독주택,55.31
인천광역시 부평구 부평동 12-109번지,37.5038351,126.7292869,단독주택,195.42
인천광역시 부평구 부평동 12-10번지,37.5035063,126.7293738,단독주택,61.88
인천광역시 부평구 부평동 12-110번지,37.5038431,126.7291647,단독주택,195.42
인천광역시 부평구 부평동 12-111번지,37.5038339,126.7290404,단독주택,75.04
인천광역시 부평구 부평동 12-116번지,37.5028075,126.7288514,단독주택,72.83
인천광역시 부평구 부평동 12-118번지,37.5027763,126.7291662,단독주택,87.88
인천광역시 부평구 부평동 12-119번지,37.5030089,126.7294293,단독주택,56.2
인천광역시 부평구 부평동 12-11번지,37.5034986,126.7295049,단독주택,235.59
인천광역시 부평구 부평동 12-122번지,37.5022435,126.7290533,단독주택,149.85
인천광역시 부평구 부평동 12-124번지,37.5023277,126.7288011,단독주택,468.64
인천광역시 부평구 부평동 12-126번지,37.5022195,126.7289484,단독주택,239.74
인천광역시 부평구 부평동 12-127번지,37.5038414,126.7289225,단독주택,135.92
인천광역시 부평구 부평동 12-128번지,37.5035331,126.7289349,단독주택,464.82
인천광역시 부평구 부평동 12-129번지,37.5030295,126.7295846,제2종근린생활시설,494.28
인천광역시 부평구 부평동 12-12번지,37.5034906,126.7296282,단독주택,281.02
인천광역시 부평구 부평동 12-133번지,37.503485,126.7297404,단독주택,327.96
인천광역시 부평구 부평동 12-135번지,37.5029926,126.7297339,단독주택,55.57
인천광역시 부평구 부평동 12-136번지,37.5026767,126.7289791,단독주택,203.31
인천광역시 부평구 부평동 12-137번지,37.5026673,126.7291047,단독주택,92.44
인천광역시 부평구 부평동 12-138번지,37.5026585,126.7292283,단독주택,92.41
인천광역시 부평구 부평동 12-139번지,37.5026496,126.7293512,단독주택,92.41
인천광역시 부평구 부평동 12-13번지,37.5034713,126.7300517,공동주택,655.74
인천광역시 부평구 부평동 12-140번지,37.5026439,126.7294717,단독주택,267.3
인천광역시 부평구 부평동 12-141번지,37.5026337,126.7295975,단독주택,93.24
인천광역시 부평구 부평동 12-143번지,37.5024927,126.728782,단독주택,130.05
인천광역시 부평구 부평동 12-144번지,37.5025005,126.7289256,공동주택,385.28
인천광역시 부평구 부평동 12-145번지,37.5024911,126.729067,공동주택,377.76
인천광역시 부평구 부평동 12-146번지,37.5024874,126.7292111,공동주택,313.4
인천광역시 부평구 부평동 12-147번지,37.5023839,126.7292252,단독주택,149.77
인천광역시 부평구 부평동 12-148번지,37.5024061,126.7293793,공동주택,554.25
인천광역시 부평구 부평동 12-14번지,37.5034632,126.7302172,단독주택,270.57
인천광역시 부평구 부평동 12-150번지,37.5024507,126.7295416,단독주택,373.48
인천광역시 부평구 부평동 12-151번지,37.5036975,126.729074,단독주택,226.52
인천광역시 부평구 부평동 12-152번지,37.5036777,126.7294082,단독주택,142.71
인천광역시 부평구 부평동 12-153번지,37.5036715,126.729523,단독주택,213.21
인천광역시 부평구 부평동 12-154번지,37.5023512,126.7289581,단독주택,87.09
인천광역시 부평구 부평동 12-155번지,37.503691,126.729185,단독주택,226.52
인천광역시 부평구 부평동 12-156번지,37.5036844,126.7292959,단독주택,219.09
인천광역시 부평구 부평동 12-157번지,37.5037585,126.7305889,단독주택,298.96
인천광역시 부평구 부평동 12-158번지,37.5034635,126.73033,단독주택,284.37
인천광역시 부평구 부평동 12-159번지,37.5034488,126.7304393,단독주택,242.4
인천광역시 부평구 부평동 12-160번지,37.5034411,126.7305511,단독주택,412.38
인천광역시 부평구 부평동 12-161번지,37.5039195,126.7296229,단독주택,296.648
인천광역시 부평구 부평동 12-162번지,37.5039121,126.7297589,단독주택,309.72
인천광역시 부평구 부평동 12-163번지,37.5039053,126.7298955,단독주택,311.475
인천광역시 부평구 부평동 12-164번지,37.5038991,126.7300347,공동주택,323.41
인천광역시 부평구 부평동 12-164번지,37.5038991,126.7300347,단독주택,86.64
인천광역시 부평구 부평동 12-165번지,37.5038955,126.7301777,단독주택,321.27
인천광역시 부평구 부평동 12-166번지,37.5038902,126.7303172,단독주택,242.34
인천광역시 부평구 부평동 12-167번지,37.5038814,126.7304536,단독주택,300.3
인천광역시 부평구 부평동 12-168번지,37.5038731,126.7305918,단독주택,299.53
인천광역시 부평구 부평동 12-169번지,37.5036297,126.7304087,단독주택,250.86
인천광역시 부평구 부평동 12-16번지,37.5033135,126.7305045,단독주택,134.1
인천광역시 부평구 부평동 12-170번지,37.5036149,126.7306192,제1종근린생활시설,202.44
인천광역시 부평구 부평동 12-172번지,37.5033901,126.7288789,단독주택,203.72
인천광역시 부평구 부평동 12-174번지,37.5039455,126.7290037,제1종근린생활시설,133.26
인천광역시 부평구 부평동 12-180번지,37.5030853,126.7288419,공동주택,260.24
인천광역시 부평구 부평동 12-182번지,37.5023624,126.7297035,단독주택,117.32
인천광역시 부평구 부평동 12-184번지,37.5041378,126.729164,공동주택,415.06
인천광역시 부평구 부평동 12-185번지,37.5042066,126.7294372,제2종근린생활시설,493.74
인천광역시 부평구 부평동 12-189번지,37.5041799,126.7298773,제2종근린생활시설,698.4
인천광역시 부평구 부평동 12-18번지,37.5033309,126.7303777,단독주택,68.2
인천광역시 부평구 부평동 12-199번지,37.5040381,126.7302438,단독주택,134.87
인천광역시 부평구 부평동 12-19번지,37.5033396,126.7302487,단독주택,52.89
인천광역시 부평구 부평동 12-1번지,37.5041457,126.7290141,공동주택,675.04
인천광역시 부평구 부평동 12-201번지,37.5040526,126.7299991,단독주택,65.4
인천광역시 부평구 부평동 12-203번지,37.5040729,126.7296354,단독주택,143.5
인천광역시 부평구 부평동 12-205번지,37.5040858,126.7294169,단독주택,167.68
인천광역시 부평구 부평동 12-21번지,37.5032584,126.7301095,공동주택,638.12
인천광역시 부평구 부평동 12-22번지,37.5033083,126.7299647,공동주택,461.75
인천광역시 부평구 부평동 12-24번지,37.5033073,126.7298209,공동주택,351.2
인천광역시 부평구 부평동 12-256번지,37.5039328,126.7293515,단독주택,238.65
인천광역시 부평구 부평동 12-258번지,37.5039276,126.729494,단독주택,259.12
인천광역시 부평구 부평동 12-25번지,37.5033115,126.7296856,공동주택,488.36
인천광역시 부평구 부평동 12-25번지,37.5033115,126.7296856,단독주택,64.13
인천광역시 부평구 부평동 12-26번지,37.5033398,126.7295517,단독주택,329.12
인천광역시 부평구 부평동 12-27번지,37.5033449,126.7294142,공동주택,437.32
인천광역시 부평구 부평동 12-28번지,37.5033387,126.729279,공동주택,499.58
인천광역시 부평구 부평동 12-29번지,37.5033218,126.7291245,공동주택,644.64
인천광역시 부평구 부평동 12-30번지,37.5033748,126.7290106,공동주택,423.72
인천광역시 부평구 부평동 12-310번지,37.5041303,126.7292964,공동주택,415.06
인천광역시 부평구 부평동 12-31번지,37.5032787,126.7288431,단독주택,99.77
인천광역시 부평구 부평동 12-32번지,37.503268,126.7289557,제1종근린생활시설,168.72
인천광역시 부평구 부평동 12-34번지,37.5032461,126.7292308,단독주택,154.73
인천광역시 부평구 부평동 12-36번지,37.5032318,126.7294248,공동주택,372.3
인천광역시 부평구 부평동 12-38번지,37.5032113,126.729708,단독주택,146.16
인천광역시 부평구 부평동 12-39번지,37.503202,126.7298498,단독주택,89.12
인천광역시 부평구 부평동 12-42번지,37.5031848,126.7302374,단독주택,161.64
인천광역시 부평구 부평동 12-43번지,37.5031774,126.7303529,단독주택,136.8
인천광역시 부평구 부평동 12-47번지,37.5029835,126.7303041,공동주택,437.64
인천광역시 부평구 부평동 12-48번지,37.5029927,126.7301717,공동주택,506.74
인천광역시 부평구 부평동 12-49번지,37.5030338,126.7300397,공동주택,683.4
인천광역시 부평구 부평동 12-4번지,37.5039414,126.7291697,단독주택,283.32
인천광역시 부평구 부평동 12-51번지,37.5030692,126.7290688,제2종근린생활시설,494.1
인천광역시 부평구 부평동 12-52번지,37.5030802,126.7289472,공동주택,291.44
인천광역시 부평구 부평동 12-53번지,37.5028981,126.7292724,공동주택,1538.18
인천광역시 부평구 부평동 12-56번지,37.5028401,126.7302523,단독주택,78.35
인천광역시 부평구 부평동 12-58번지,37.502679,126.7299753,공동주택,641.94
인천광역시 부평구 부평동 12-5번지,37.5037526,126.7304687,단독주택,225.85
인천광역시 부평구 부평동 12-60번지,37.5027632,126.7297607,단독주택,129.9
인천광역시 부평구 부평동 12-61번지,37.5027471,126.7296075,단독주택,50.39
인천광역시 부평구 부평동 12-63번지,37.502762,126.7293423,단독주택,44.3
인천광역시 부평구 부평동 12-64번지,37.5027963,126.7290008,단독주택,72.83
인천광역시 부평구 부평동 12-65번지,37.5026271,126.7297363,공동주택,361.29
인천광역시 부평구 부평동 12-67번지,37.5025346,126.7299605,단독주택,323.63
인천광역시 부평구 부평동 12-6번지,37.5036367,126.730262,단독주택,224.85
인천광역시 부평구 부평동 12-70번지,37.5024451,126.7297093,공동주택,325.84
인천광역시 부평구 부평동 12-72번지,37.5036449,126.7300014,단독주택,52.89
인천광역시 부평구 부평동 12-73번지,37.5036516,126.7298824,단독주택,193.77
인천광역시 부평구 부평동 12-74번지,37.503658,126.7297619,단독주택,215.8
인천광역시 부평구 부평동 12-75번지,37.5036655,126.7296395,단독주택,232.32
인천광역시 부평구 부평동 12-77번지,37.5037083,126.7289465,단독주택,334.86
인천광역시 부평구 부평동 12-79번지,37.5026834,126.7288355,공동주택,420.54
인천광역시 부평구 부평동 12-7번지,37.5036405,126.7301252,단독주택,199.8
인천광역시 부평구 부평동 12-86번지,37.5030564,126.7297146,단독주택,195.76
인천광역시 부평구 부평동 12-87번지,37.5030787,126.7294453,단독주택,191.88
인천광역시 부평구 부평동 12-88번지,37.5030511,126.7293037,공동주택,393.14
인천광역시 부평구 부평동 12-89번지,37.5030589,126.7291952,공동주택,371.86
인천광역시 부평구 부평동 12-8번지,37.5035229,126.7290966,제1종근린생활시설,363.6
인천광역시 부평구 부평동 12-90번지,37.502347,126.729559,단독주택,226.32
인천광역시 부평구 부평동 12-91번지,37.5023152,126.7294087,단독주택,60.63
인천광역시 부평구 부평동 12-93번지,37.5022879,126.7292738,단독주택,67.77
인천광역시 부평구 부평동 12-94번지,37.5023707,126.7290873,단독주택,66.12
인천광역시 부평구 부평동 12-96번지,37.5034803,126.7298713,단독주택,367.68
인천광역시 부평구 부평동 12-99번지,37.502838,126.7299814,공동주택,611.4
인천광역시 부평구 부평동 12-9번지,37.5035141,126.7292389,단독주택,262.2
인천광역시 부평구 부평동 120-3번지,37.5008387,126.7316142,단독주택,54.54
인천광역시 부평구 부평동 124-10번지,37.5002972,126.7312567,공동주택,452.98
인천광역시 부평구 부평동 124-12번지,37.5001863,126.7312458,단독주택,66.12
인천광역시 부평구 부평동 124-13번지,37.5002026,126.7310777,업무시설,4382.43
인천광역시 부평구 부평동 124-17번지,37.5005239,126.730941,제2종근린생활시설,462.23
인천광역시 부평구 부평동 124-1번지,37.5008939,126.7313359,공동주택,490.71
인천광역시 부평구 부평동 124-20번지,37.5002136,126.7309114,단독주택,66.12
인천광역시 부평구 부평동 124-21번지,37.500051,126.731064,공동주택,10383.14
인천광역시 부평구 부평동 124-22번지,37.5009049,126.731216,제2종근린생활시설,193.89
인천광역시 부평구 부평동 124-23번지,37.5006957,126.7312118,공동주택,970.5
인천광역시 부평구 부평동 124-25번지,37.5006086,126.7313098,공동주택,510.68
인천광역시 부평구 부평동 124-2번지,37.5009062,126.7310358,제2종근린생활시설,1066.56
인천광역시 부평구 부평동 124-32번지,37.499848,126.731043,공동주택,10065.33
인천광역시 부평구 부평동 124-34번지,37.5007683,126.7310049,제1종근린생활시설,886.82
인천광역시 부평구 부평동 124-36번지,37.5007672,126.7313253,공동주택,479.08
인천광역시 부평구 부평동 124-3번지,37.500596,126.7310354,업무시설,48.91
인천광역시 부평구 부평동 124-3번지,37.500596,126.7310354,제1종근린생활시설,2884.87
인천광역시 부평구 부평동 124-4번지,37.5005049,126.7312766,단독주택,127.54
인천광역시 부평구 부평동 124-5번지,37.4995243,126.7310114,의료시설,10653.85
인천광역시 부평구 부평동 124-9번지,37.5003901,126.7312654,공동주택,457.04
인천광역시 부평구 부평동 126-10번지,37.4956198,126.7226485,판매및영업시설,3408.2
인천광역시 부평구 부평동 126-10번지,37.4956198,126.7226485,판매시설,25627.13
인천광역시 부평구 부평동 126-1번지,37.4992116,126.7308009,제2종근린생활시설,998.55
인천광역시 부평구 부평동 126-6번지,37.4985782,126.731666,업무시설,3987.5
인천광역시 부평구 부평동 126-7번지,37.4983469,126.7315592,업무시설,6153.51
인천광역시 부평구 부평동 126-8번지,37.4985648,126.7312507,제1종근린생활시설,8344.615
인천광역시 부평구 부평동 126-9번지,37.4988954,126.7311662,공동주택,25729.63
인천광역시 부평구 부평동 127-10번지,37.4975532,126.7323209,제1종근린생활시설,232.89
인천광역시 부평구 부평동 127-11번지,37.4975678,126.7320222,공동주택,671.57
인천광역시 부평구 부평동 127-12번지,37.4975792,126.7318791,공동주택,855.76
인천광역시 부평구 부평동 127-13번지,37.4977099,126.7325574,단독주택,185.88
인천광역시 부평구 부평동 127-14번지,37.4976083,126.7325467,단독주택,178.24
인천광역시 부평구 부평동 127-15번지,37.4975063,126.7325393,제1종근린생활시설,175.5
인천광역시 부평구 부평동 127-16번지,37.4974941,126.732682,단독주택,250.53
인천광역시 부평구 부평동 127-17번지,37.4975987,126.7326923,단독주택,75.91999999999999
인천광역시 부평구 부평동 127-18번지,37.4977004,126.7327024,단독주택,159.27
인천광역시 부평구 부평동 127-19번지,37.4977973,126.7327112,제2종근린생활시설,299.07
인천광역시 부평구 부평동 127-20번지,37.4977855,126.7329013,제2종근린생활시설,142.1
인천광역시 부평구 부평동 127-21번지,37.4976892,126.7328922,단독주택,128.12
인천광역시 부평구 부평동 127-22번지,37.4975877,126.7328821,단독주택,92.12
인천광역시 부평구 부평동 127-23번지,37.4974828,126.732872,단독주택,98.87
인천광역시 부평구 부평동 127-25번지,37.4976699,126.7330286,단독주택,124.79
인천광역시 부평구 부평동 127-26번지,37.4975703,126.7330188,단독주택,132.71
인천광역시 부평구 부평동 127-27번지,37.4974709,126.7330088,단독주택,125.33
인천광역시 부평구 부평동 127-29번지,37.4974601,126.7331864,단독주택,212.74
인천광역시 부평구 부평동 127-30번지,37.4975593,126.7331964,단독주택,223.98
인천광역시 부평구 부평동 127-31번지,37.4976591,126.7332064,단독주택,223.98
인천광역시 부평구 부평동 127-32번지,37.4977602,126.7332162,제1종근린생활시설,362.1
인천광역시 부평구 부평동 127-33번지,37.4977523,126.7333476,단독주택,316.59
인천광역시 부평구 부평동 127-34번지,37.4976515,126.7333378,단독주택,210.67
인천광역시 부평구 부평동 127-35번지,37.4975516,126.7333277,단독주택,218.57
인천광역시 부평구 부평동 127-36번지,37.4974521,126.7333176,단독주택,221.91
인천광역시 부평구 부평동 127-38번지,37.4974416,126.7334941,단독주택,223.98
인천광역시 부평구 부평동 127-39번지,37.4975421,126.7335041,단독주택,223.98
인천광역시 부평구 부평동 127-3번지,37.4977712,126.7330389,제1종근린생활시설,425.7
인천광역시 부평구 부평동 127-40번지,37.497642,126.733514,단독주택,223.98
인천광역시 부평구 부평동 127-41번지,37.4977418,126.7335235,단독주택,304.08
인천광역시 부평구 부평동 127-42번지,37.4977338,126.7336567,제2종근린생활시설,479.1
인천광역시 부평구 부평동 127-43번지,37.4976345,126.7336467,단독주택,167.24
인천광역시 부평구 부평동 127-44번지,37.4975344,126.7336363,단독주택,127.73
인천광역시 부평구 부평동 127-45번지,37.4974364,126.7336226,단독주택,163.16
인천광역시 부평구 부평동 127-46번지,37.4977156,126.7319113,단독주택,251.2
인천광역시 부평구 부평동 127-47번지,37.4977035,126.7321022,단독주택,172.93
인천광역시 부평구 부평동 127-48번지,37.4976918,126.7322929,공동주택,654.21
인천광역시 부평구 부평동 127-50번지,37.4975565,126.7322028,공동주택,801.1
인천광역시 부평구 부평동 127-9번지,37.4978216,126.7321135,공동주택,1720.65
인천광역시 부평구 부평동 12번지,37.5041457,126.7290141,단독주택,63.14
인천광역시 부평구 부평동 13-100번지,37.502633,126.7268738,단독주택,253.36
인천광역시 부평구 부평동 13-12번지,37.502476,126.7267195,공동주택,374.41
인천광역시 부평구 부평동 13-20번지,37.5031257,126.7261422,공동주택,657.91
인천광역시 부평구 부평동 13-24번지,37.5029317,126.7258013,공동주택,445.0
인천광역시 부평구 부평동 13-25번지,37.5029209,126.725953,공동주택,652.52
인천광역시 부평구 부평동 13-26번지,37.5029111,126.7260909,공동주택,619.79
인천광역시 부평구 부평동 13-28번지,37.5028917,126.7263737,단독주택,241.83
인천광역시 부평구 부평동 13-29번지,37.5028777,126.7265632,단독주택,63.93
인천광역시 부평구 부평동 13-33번지,37.5026951,126.7272612,단독주택,284.79
인천광역시 부평구 부평동 13-38번지,37.5023274,126.7257264,제1종근린생활시설,503.76
인천광역시 부평구 부평동 13-40번지,37.5027588,126.7257158,공동주택,1390.42
인천광역시 부평구 부평동 13-43번지,37.5026942,126.726639,공동주택,392.34
인천광역시 부평구 부평동 13-44번지,37.5026863,126.7267482,공동주택,596.23
인천광역시 부평구 부평동 13-46번지,37.5028982,126.7262807,단독주택,224.87
인천광역시 부평구 부평동 13-49번지,37.5028533,126.7269032,공동주택,642.6
인천광역시 부평구 부평동 13-50번지,37.5027275,126.7269008,단독주택,195.69
인천광역시 부평구 부평동 13-51번지,37.5027043,126.7264913,공동주택,677.96
인천광역시 부평구 부평동 13-73번지,37.5023688,126.7267144,단독주택,332.2
인천광역시 부평구 부평동 13-74번지,37.5022663,126.726704,단독주택,81.98
인천광역시 부평구 부평동 13-75번지,37.5022758,126.7265338,공동주택,635.25
인천광역시 부평구 부평동 13-77번지,37.50249,126.7265504,공동주택,510.2
인천광역시 부평구 부평동 13-79번지,37.5025033,126.7263345,공동주택,659.78
인천광역시 부평구 부평동 13-81번지,37.5022877,126.7263151,단독주택,102.15
인천광역시 부평구 부평동 13-82번지,37.5022984,126.7261401,단독주택,102.15
인천광역시 부평구 부평동 13-83번지,37.5024022,126.7261531,단독주택,102.15
인천광역시 부평구 부평동 13-84번지,37.5025134,126.7261668,단독주택,182.7
인천광역시 부평구 부평동 13-86번지,37.5025269,126.7259546,공동주택,659.57
인천광역시 부평구 부평동 13-88번지,37.5023154,126.7259283,공동주택,325.4
인천광역시 부평구 부평동 13-89번지,37.5027224,126.7261847,단독주택,275.67
인천광역시 부평구 부평동 13-8번지,37.502476,126.7267195,단독주택,180.83
인천광역시 부평구 부평동 13-90번지,37.5027293,126.7260441,단독주택,308.82
인천광역시 부평구 부평동 13-91번지,37.5027421,126.7258955,단독주택,312.24
인천광역시 부평구 부평동 13-92번지,37.502885,126.7264667,단독주택,238.32
인천광역시 부평구 부평동 13-93번지,37.5024631,126.7257297,공동주택,2136.05
인천광역시 부평구 부평동 13-94번지,37.5026074,126.7270647,단독주택,253.32
인천광역시 부평구 부평동 13-95번지,37.5027147,126.7263245,공동주택,633.0
인천광역시 부평구 부평동 13-96번지,37.5025993,126.7272467,단독주택,104.6
인천광역시 부평구 부평동 13-99번지,37.5028633,126.7267646,공동주택,306.8
인천광역시 부평구 부평동 131-6번지,37.4978094,126.731618,단독주택,48.0
인천광역시 부평구 부평동 132-11번지,37.497043,126.7311755,공동주택,619.87
인천광역시 부평구 부평동 132-12번지,37.496917,126.7310671,공동주택,621.35
인천광역시 부평구 부평동 132-13번지,37.496859,126.7309273,제2종근린생활시설,579.0
인천광역시 부평구 부평동 132-14번지,37.4969995,126.7309421,공동주택,328.08
인천광역시 부평구 부평동 132-17번지,37.4968921,126.7306406,업무시설,4409.69
인천광역시 부평구 부평동 132-18번지,37.4969986,126.7307527,공동주택,552.82
인천광역시 부평구 부평동 132-1번지,37.4978094,126.731618,제1종근린생활시설,1158.58
인천광역시 부평구 부평동 132-20번지,37.4971076,126.7305992,제2종근린생활시설,1006.2
인천광역시 부평구 부평동 132-27번지,37.4974619,126.731444,공동주택,788.26
인천광역시 부평구 부평동 132-28번지,37.4974309,126.7315641,공동주택,324.55
인천광역시 부평구 부평동 132-31번지,37.4976012,126.7315985,제1종근린생활시설,1264.587
인천광역시 부평구 부평동 132-3번지,37.4973304,126.7313735,공동주택,1845.44
인천광역시 부평구 부평동 132-4번지,37.4972137,126.7312585,공동주택,1933.03
인천광역시 부평구 부평동 132-5번지,37.4975743,126.7310719,제2종근린생활시설,23166.61
인천광역시 부평구 부평동 132-6번지,37.4977458,126.7313021,제1종근린생활시설,1600.22
인천광역시 부평구 부평동 133-12번지,37.4966504,126.7308756,단독주택,70.94
인천광역시 부평구 부평동 134-10번지,37.4951668,126.7307339,공동주택,1339.82
인천광역시 부평구 부평동 134-11번지,37.4947417,126.7306878,공동주택,700.11
인천광역시 부평구 부평동 134-13번지,37.4948276,126.7304421,업무시설,4946.8
인천광역시 부평구 부평동 134-14번지,37.4950658,126.7304678,공동주택,1060.06
인천광역시 부평구 부평동 134-15번지,37.4951912,126.7304815,공동주택,3141.61
인천광역시 부평구 부평동 134-16번지,37.4958333,126.7305466,제1종근린생활시설,1814.88
인천광역시 부평구 부평동 134-17번지,37.4957229,126.7305361,제1종근린생활시설,176.8
인천광역시 부평구 부평동 134-18번지,37.4955632,126.730444,업무시설,5443.25
인천광역시 부평구 부평동 134-1번지,37.4966504,126.7308756,업무시설,5008.115
인천광역시 부평구 부평동 134-20번지,37.4962434,126.7305844,제2종근린생활시설,163.9
인천광역시 부평구 부평동 134-21번지,37.4950249,126.7307204,공동주택,752.43
인천광역시 부평구 부평동 134-23번지,37.4948813,126.7307036,공동주택,986.44
인천광역시 부평구 부평동 134-24번지,37.4965186,126.7306103,제2종근린생활시설,1112.0
인천광역시 부평구 부평동 134-25번지,37.4963563,126.7308499,업무시설,2828.21
인천광역시 부평구 부평동 134-26번지,37.4962077,126.7308359,공동주택,540.15
인천광역시 부평구 부평동 134-29번지,37.4961205,126.730828,공동주택,540.15
인천광역시 부평구 부평동 134-2번지,37.4958372,126.7308019,공동주택,616.47
인천광역시 부평구 부평동 134-30번지,37.4959367,126.7308106,단독주택,225.7
인천광역시 부평구 부평동 134-32번지,37.4953992,126.7304276,단독주택,46.94
인천광역시 부평구 부평동 134-36번지,37.4955174,126.7307724,공동주택,444.98
인천광역시 부평구 부평동 134-38번지,37.494663,126.7304778,공동주택,1064.6
인천광역시 부평구 부평동 134-3번지,37.4956346,126.7307836,업무시설,1970.595
인천광역시 부평구 부평동 134-42번지,37.4949656,126.7304565,공동주택,1060.06
인천광역시 부평구 부평동 134-44번지,37.4963355,126.7305945,단독주택,59.08
인천광역시 부평구 부평동 134-45번지,37.4957425,126.7307931,공동주택,616.59
인천광역시 부평구 부평동 134-47번지,37.4960326,126.7308191,공동주택,540.15
인천광역시 부평구 부평동 134-49번지,37.494631,126.7306718,공동주택,642.67
인천광역시 부평구 부평동 134-4번지,37.4953931,126.7307586,제1종근린생활시설,539.4
인천광역시 부평구 부평동 134-5번지,37.4959445,126.7305571,제1종근린생활시설,186.76
인천광역시 부평구 부평동 134-6번지,37.4960936,126.7305702,제2종근린생활시설,555.04
인천광역시 부평구 부평동 134-8번지,37.4964178,126.7306004,업무시설,3174.31
인천광역시 부평구 부평동 134-9번지,37.4966524,126.7306234,제1종근린생활시설,1703.8
인천광역시 부평구 부평동 135-10번지,37.4952719,126.7295301,공동주택,687.07
인천광역시 부평구 부평동 135-14번지,37.4951689,126.7295172,공동주택,472.06
인천광역시 부평구 부평동 135-15번지,37.4952673,126.7298573,제2종근린생활시설,131.94
인천광역시 부평구 부평동 135-16번지,37.4951764,126.7298477,제1종근린생활시설,158.06
인천광역시 부평구 부평동 135-19번지,37.4950782,126.7297624,제2종근린생활시설,175.5
인천광역시 부평구 부평동 135-1번지,37.495227,126.7296978,공동주택,804.0
인천광역시 부평구 부평동 135-20번지,37.4949849,126.7297531,공동주택,2382.89
인천광역시 부평구 부평동 135-3번지,37.4948311,126.7297373,공동주택,5105.38
인천광역시 부평구 부평동 135-5번지,37.4946822,126.7297216,업무시설,2345.29
인천광역시 부평구 부평동 135-6번지,37.4947103,126.7294731,단독주택,308.48
인천광역시 부평구 부평동 135-8번지,37.4948408,126.7294857,공동주택,1891.8
인천광역시 부평구 부평동 135-9번지,37.4950231,126.7295028,공동주택,1899.2
인천광역시 부평구 부평동 136-101번지,37.501925,126.7322726,단독주택,12.56
인천광역시 부평구 부평동 136-111번지,37.501925,126.7322726,단독주택,156.38
인천광역시 부평구 부평동 136-115번지,37.501925,126.7322726,단독주택,59.5
인천광역시 부평구 부평동 136-121번지,37.501925,126.7322726,단독주택,53.22
인천광역시 부평구 부평동 136-164번지,37.5019204,126.7324342,단독주택,88.48
인천광역시 부평구 부평동 136-165번지,37.5020026,126.7325312,단독주택,189.76
인천광역시 부평구 부평동 136-166번지,37.5019152,126.7326082,단독주택,168.28
