,대지위치,주용도코드명,연면적
937,인천광역시 부평구 갈산동 57-3번지,단독주택,333.24
938,인천광역시 부평구 갈산동 57-4번지,단독주택,352.42
939,인천광역시 부평구 갈산동 58번지,제2종근린생활시설,546.2
940,인천광역시 부평구 갈산동 59-15번지,제1종근린생활시설,961.74
941,인천광역시 부평구 갈산동 59-17번지,단독주택,147.97
942,인천광역시 부평구 갈산동 59-1번지,공동주택,657.52
943,인천광역시 부평구 갈산동 59-20번지,공동주택,312.83
944,인천광역시 부평구 갈산동 59-4번지,제2종근린생활시설,647.11
945,인천광역시 부평구 갈산동 59-5번지,제2종근린생활시설,1044.85
946,인천광역시 부평구 갈산동 59-8번지,제2종근린생활시설,886.49
947,인천광역시 부평구 갈산동 6-16번지,제1종근린생활시설,299.02
948,인천광역시 부평구 갈산동 6-18번지,단독주택,180.25
949,인천광역시 부평구 갈산동 6-25번지,단독주택,31.07
950,인천광역시 부평구 갈산동 6-27번지,단독주택,79.17
951,인천광역시 부평구 갈산동 6-29번지,공동주택,659.21
952,인천광역시 부평구 갈산동 6-30번지,단독주택,74.01
953,인천광역시 부평구 갈산동 6-34번지,제2종근린생활시설,48.87
954,인천광역시 부평구 갈산동 6-37번지,제2종근린생활시설,67.5
955,인천광역시 부평구 갈산동 6-38번지,제2종근린생활시설,323.52
956,인천광역시 부평구 갈산동 6-3번지,단독주택,170.85
957,인천광역시 부평구 갈산동 6-5번지,제1종근린생활시설,8.4
958,인천광역시 부평구 갈산동 6-6번지,단독주택,369.37
959,인천광역시 부평구 갈산동 6-7번지,공동주택,599.75
960,인천광역시 부평구 갈산동 6-9번지,단독주택,160.08
961,인천광역시 부평구 갈산동 60-12번지,제2종근린생활시설,70.38
962,인천광역시 부평구 갈산동 60-21번지,제2종근린생활시설,23.88
963,인천광역시 부평구 갈산동 60-2번지,제1종근린생활시설,737.9
964,인천광역시 부평구 갈산동 60-3번지,공동주택,999.9300000000001
965,인천광역시 부평구 갈산동 60-8번지,단독주택,30.74
966,인천광역시 부평구 갈산동 61-10번지,단독주택,100.42
967,인천광역시 부평구 갈산동 61-1번지,공동주택,659.24
968,인천광역시 부평구 갈산동 61-2번지,제1종근린생활시설,859.16
969,인천광역시 부평구 갈산동 61-3번지,단독주택,326.43
970,인천광역시 부평구 갈산동 61-4번지,제2종근린생활시설,489.6
971,인천광역시 부평구 갈산동 61-5번지,단독주택,220.74
972,인천광역시 부평구 갈산동 61-6번지,단독주택,504.51
973,인천광역시 부평구 갈산동 61번지,단독주택,36.36
974,인천광역시 부평구 갈산동 62-2번지,단독주택,164.69
975,인천광역시 부평구 갈산동 62-4번지,단독주택,70.3
976,인천광역시 부평구 갈산동 63-1번지,공동주택,528.38
977,인천광역시 부평구 갈산동 63-22번지,공동주택,615.49
978,인천광역시 부평구 갈산동 63-23번지,공동주택,653.56
979,인천광역시 부평구 갈산동 63-28번지,공동주택,434.13
980,인천광역시 부평구 갈산동 63-2번지,공동주택,1912.89
981,인천광역시 부평구 갈산동 63-31번지,공동주택,653.58
982,인천광역시 부평구 갈산동 63-4번지,공동주택,924.3100000000001
983,인천광역시 부평구 갈산동 63-6번지,공동주택,660.56
984,인천광역시 부평구 갈산동 63번지,단독주택,140.21
985,인천광역시 부평구 갈산동 64-10번지,단독주택,82.18
986,인천광역시 부평구 갈산동 64-12번지,공동주택,4235.742
987,인천광역시 부평구 갈산동 64-12번지,제1종근린생활시설,61.35
988,인천광역시 부평구 갈산동 64-3번지,공동주택,997.84
989,인천광역시 부평구 갈산동 64-7번지,단독주택,82.18
990,인천광역시 부평구 갈산동 64-8번지,단독주택,111.74
991,인천광역시 부평구 갈산동 64-9번지,단독주택,82.18
992,인천광역시 부평구 갈산동 64번지,단독주택,83.96000000000001
993,인천광역시 부평구 갈산동 65-1번지,공동주택,736.06
994,인천광역시 부평구 갈산동 65-5번지,제2종근린생활시설,598.6
995,인천광역시 부평구 갈산동 65-8번지,공동주택,656.61
996,인천광역시 부평구 갈산동 65번지,단독주택,19.83
997,인천광역시 부평구 갈산동 66-10번지,공동주택,329.12
998,인천광역시 부평구 갈산동 66-11번지,공동주택,329.4
999,인천광역시 부평구 갈산동 66-12번지,공동주택,608.4
1000,인천광역시 부평구 갈산동 66-14번지,공동주택,545.28
1001,인천광역시 부평구 갈산동 66-16번지,제1종근린생활시설,1068.8
1002,인천광역시 부평구 갈산동 66-2번지,제2종근린생활시설,543.54
1003,인천광역시 부평구 갈산동 66-3번지,제1종근린생활시설,413.68
1004,인천광역시 부평구 갈산동 66-4번지,공동주택,328.8
1005,인천광역시 부평구 갈산동 66-9번지,공동주택,328.4
1006,인천광역시 부평구 갈산동 67-3번지,단독주택,36.36
1007,인천광역시 부평구 갈산동 68-13번지,공동주택,1089.08
1008,인천광역시 부평구 갈산동 68-14번지,공동주택,1179.78
1009,인천광역시 부평구 갈산동 68-16번지,단독주택,48.0
1010,인천광역시 부평구 갈산동 68-19번지,공동주택,1154.28
1011,인천광역시 부평구 갈산동 68-29번지,단독주택,73.06
1012,인천광역시 부평구 갈산동 68-29번지,제1종근린생활시설,94.84
1013,인천광역시 부평구 갈산동 68-31번지,단독주택,61.1
1014,인천광역시 부평구 갈산동 68-32번지,제1종근린생활시설,50.73
1015,인천광역시 부평구 갈산동 68-34번지,제1종근린생활시설,97.13
1016,인천광역시 부평구 갈산동 68-45번지,공동주택,1142.96
1017,인천광역시 부평구 갈산동 68-6번지,단독주택,27.11
1018,인천광역시 부평구 갈산동 69-3번지,단독주택,630.1
1019,인천광역시 부평구 갈산동 6번지,단독주택,369.63
1020,인천광역시 부평구 갈산동 70-1번지,제2종근린생활시설,490.36
1021,인천광역시 부평구 갈산동 70-3번지,제2종근린생활시설,844.26
1022,인천광역시 부평구 갈산동 71번지,제1종근린생활시설,896.74
1023,인천광역시 부평구 갈산동 72-4번지,단독주택,26.64
1024,인천광역시 부평구 갈산동 73-16번지,제2종근린생활시설,472.52
1025,인천광역시 부평구 갈산동 73-1번지,제1종근린생활시설,2357.6
1026,인천광역시 부평구 갈산동 73-3번지,제2종근린생활시설,299.92
1027,인천광역시 부평구 갈산동 73-5번지,제1종근린생활시설,788.98
1028,인천광역시 부평구 갈산동 73-9번지,단독주택,779.98
1029,인천광역시 부평구 갈산동 74-15번지,제1종근린생활시설,149.42
1030,인천광역시 부평구 갈산동 74-19번지,제1종근린생활시설,475.2
1031,인천광역시 부평구 갈산동 74-1번지,공동주택,703.03
1032,인천광역시 부평구 갈산동 74-21번지,제2종근린생활시설,647.21
1033,인천광역시 부평구 갈산동 74-22번지,단독주택,382.89
1034,인천광역시 부평구 갈산동 74-26번지,근린생활시설,444.79
1035,인천광역시 부평구 갈산동 74-30번지,단독주택,347.43
1036,인천광역시 부평구 갈산동 74-3번지,제1종근린생활시설,522.2
1037,인천광역시 부평구 갈산동 75-10번지,단독주택,119.24000000000001
1038,인천광역시 부평구 갈산동 75-11번지,단독주택,84.0
1039,인천광역시 부평구 갈산동 75-12번지,단독주택,117.29
1040,인천광역시 부평구 갈산동 75-19번지,단독주택,126.72
1041,인천광역시 부평구 갈산동 75-1번지,단독주택,29.42
1042,인천광역시 부평구 갈산동 75-25번지,공동주택,304.83
1043,인천광역시 부평구 갈산동 75-29번지,공동주택,563.6
1044,인천광역시 부평구 갈산동 75-9번지,공동주택,344.16
1045,인천광역시 부평구 갈산동 76-2번지,공동주택,725.48
1046,인천광역시 부평구 갈산동 76-5번지,제1종근린생활시설,431.545
1047,인천광역시 부평구 갈산동 77-1번지,제2종근린생활시설,493.24
1048,인천광역시 부평구 갈산동 77-2번지,공동주택,900.88
1049,인천광역시 부평구 갈산동 77-4번지,제1종근린생활시설,134.54
1050,인천광역시 부평구 갈산동 77번지,단독주택,26.45
1051,인천광역시 부평구 갈산동 78-1번지,공동주택,1272.56
1052,인천광역시 부평구 갈산동 78-2번지,단독주택,136.4
1053,인천광역시 부평구 갈산동 78-3번지,공동주택,657.8
1054,인천광역시 부평구 갈산동 78-8번지,제1종근린생활시설,492.04
1055,인천광역시 부평구 갈산동 78번지,단독주택,72.06
1056,인천광역시 부평구 갈산동 79-15번지,단독주택,24.5
1057,인천광역시 부평구 갈산동 79-1번지,단독주택,74.45
1058,인천광역시 부평구 갈산동 7번지,공동주택,984.32
1059,인천광역시 부평구 갈산동 8-10번지,제2종근린생활시설,85.48
1060,인천광역시 부평구 갈산동 8-20번지,단독주택,227.535
1061,인천광역시 부평구 갈산동 80-2번지,제2종근린생활시설,157.5
1062,인천광역시 부평구 갈산동 80-4번지,제2종근린생활시설,305.37
1063,인천광역시 부평구 갈산동 80-6번지,제1종근린생활시설,1018.38
1064,인천광역시 부평구 갈산동 80번지,단독주택,95.87
1065,인천광역시 부평구 갈산동 81-4번지,제2종근린생활시설,295.4
1066,인천광역시 부평구 갈산동 82-1번지,공동주택,486.87
1067,인천광역시 부평구 갈산동 82-4번지,단독주택,298.44
1068,인천광역시 부평구 갈산동 83-6번지,공동주택,433.32
1069,인천광역시 부평구 갈산동 83-6번지,단독주택,57.52
1070,인천광역시 부평구 갈산동 84-1번지,공동주택,429.93
1071,인천광역시 부평구 갈산동 84-1번지,단독주택,44.81
1072,인천광역시 부평구 갈산동 9-1번지,제2종근린생활시설,488.09
1073,인천광역시 부평구 갈산동 9-3번지,단독주택,172.67
1074,인천광역시 부평구 갈산동 90-1번지,제1종근린생활시설,19305.08
1075,인천광역시 부평구 갈산동 90-2번지,제1종근린생활시설,912.39
1076,인천광역시 부평구 갈산동 90번지,업무시설,11342.7
1077,인천광역시 부평구 갈산동 97-12번지,단독주택,127.27
1078,인천광역시 부평구 갈산동 9번지,단독주택,62.81
1079,인천광역시 부평구 구산동,공동주택,6060.97
1080,인천광역시 부평구 구산동 1-4번지,제2종근린생활시설,585.36
1081,인천광역시 부평구 구산동 10-1번지,제2종근린생활시설,394.8
1082,인천광역시 부평구 구산동 11-1번지,제1종근린생활시설,272.0
1083,인천광역시 부평구 구산동 11-3번지,제2종근린생활시설,196.56
1084,인천광역시 부평구 구산동 11-4번지,단독주택,25.79
1085,인천광역시 부평구 구산동 11-4번지,제1종근린생활시설,102.5
1086,인천광역시 부평구 구산동 12-10번지,제1종근린생활시설,1410.01
1087,인천광역시 부평구 구산동 12-12번지,단독주택,49.59
1088,인천광역시 부평구 구산동 12-22번지,제2종근린생활시설,239.8
1089,인천광역시 부평구 구산동 13-1번지,단독주택,29.75
1090,인천광역시 부평구 구산동 13-5번지,단독주택,92.56
1091,인천광역시 부평구 구산동 13-6번지,단독주택,41.65
1092,인천광역시 부평구 구산동 13-7번지,제2종근린생활시설,21.6
1093,인천광역시 부평구 구산동 14-10번지,단독주택,98.50999999999999
1094,인천광역시 부평구 구산동 14-3번지,단독주택,42.98
1095,인천광역시 부평구 구산동 14-5번지,단독주택,38.68
1096,인천광역시 부평구 구산동 14-6번지,단독주택,46.28
1097,인천광역시 부평구 구산동 14-7번지,단독주택,76.06
1098,인천광역시 부평구 구산동 14-8번지,단독주택,46.61
1099,인천광역시 부평구 구산동 14-9번지,단독주택,63.47
1100,인천광역시 부평구 구산동 2-3번지,단독주택,215.38
1101,인천광역시 부평구 구산동 3-1번지,제2종근린생활시설,560.56
1102,인천광역시 부평구 구산동 30-10번지,단독주택,81.65
1103,인천광역시 부평구 구산동 30-8번지,단독주택,30.41
1104,인천광역시 부평구 구산동 30번지,단독주택,98.50999999999999
1105,인천광역시 부평구 구산동 354-10번지,단독주택,125.08
1106,인천광역시 부평구 구산동 354-13번지,제2종근린생활시설,116.16
1107,인천광역시 부평구 구산동 354-14번지,제1종근린생활시설,62.64
1108,인천광역시 부평구 구산동 354-3번지,제2종근린생활시설,281.86
1109,인천광역시 부평구 구산동 354번지,제1종근린생활시설,78.41
1110,인천광역시 부평구 구산동 360번지,공동주택,82352.6778
1111,인천광역시 부평구 구산동 360번지,제1종근린생활시설,608.1299
1112,인천광역시 부평구 구산동 363번지,제1종근린생활시설,480.0
1113,인천광역시 부평구 구산동 366번지,제1종근린생활시설,864.0
1114,인천광역시 부평구 구산동 47-3번지,의료시설,36587.479999999996
1115,인천광역시 부평구 구산동 5-11번지,제2종근린생활시설,172.2
1116,인천광역시 부평구 구산동 61-2번지,단독주택,33.39
1117,인천광역시 부평구 구산동 62-2번지,단독주택,322.32
1118,인천광역시 부평구 구산동 62번지,단독주택,85.95
1119,인천광역시 부평구 구산동 68-1번지,단독주택,93.98
1120,인천광역시 부평구 구산동 69-3번지,단독주택,139.6
1121,인천광역시 부평구 구산동 70-4번지,제2종근린생활시설,72.4
1122,인천광역시 부평구 구산동 72-3번지,단독주택,166.55
1123,인천광역시 부평구 구산동 74-5번지,단독주택,186.81
1124,인천광역시 부평구 구산동 8-3번지,제2종근린생활시설,493.1
1125,인천광역시 부평구 구산동 9-5번지,단독주택,3856.47
1126,인천광역시 부평구 구산동 93-1번지,제2종근린생활시설,84.33
1127,인천광역시 부평구 구산동 95-1번지,제1종근린생활시설,958.87
1128,인천광역시 부평구 구산동 산 8-2번지,단독주택,60.5
1129,인천광역시 부평구 부개동,단독주택,184.81
1130,인천광역시 부평구 부개동 100-16번지,단독주택,148.86
1131,인천광역시 부평구 부개동 100-17번지,단독주택,170.17000000000002
1132,인천광역시 부평구 부개동 100-18번지,제1종근린생활시설,165.95
1133,인천광역시 부평구 부개동 100-19번지,단독주택,147.01000000000002
1134,인천광역시 부평구 부개동 100-20번지,단독주택,153.59
1135,인천광역시 부평구 부개동 100-21번지,단독주택,160.3
1136,인천광역시 부평구 부개동 100-22번지,단독주택,148.3
1137,인천광역시 부평구 부개동 100-23번지,단독주택,152.09
1138,인천광역시 부평구 부개동 100-24번지,단독주택,157.56
1139,인천광역시 부평구 부개동 100-25번지,제1종근린생활시설,264.6
1140,인천광역시 부평구 부개동 100-26번지,단독주택,164.03
1141,인천광역시 부평구 부개동 100-27번지,단독주택,142.85
1142,인천광역시 부평구 부개동 100-28번지,단독주택,229.07
1143,인천광역시 부평구 부개동 100-30번지,단독주택,152.70000000000002
1144,인천광역시 부평구 부개동 100-31번지,단독주택,152.99
1145,인천광역시 부평구 부개동 100-3번지,공동주택,941.68
1146,인천광역시 부평구 부개동 100-4번지,단독주택,166.89000000000001
1147,인천광역시 부평구 부개동 101-16번지,공동주택,394.84
1148,인천광역시 부평구 부개동 101-17번지,단독주택,134.38
1149,인천광역시 부평구 부개동 101-18번지,단독주택,184.12
1150,인천광역시 부평구 부개동 101-19번지,단독주택,151.2
1151,인천광역시 부평구 부개동 101-1번지,단독주택,141.55
1152,인천광역시 부평구 부개동 101-20번지,단독주택,218.06
1153,인천광역시 부평구 부개동 101-21번지,제1종근린생활시설,235.3
1154,인천광역시 부평구 부개동 101-22번지,단독주택,156.24
1155,인천광역시 부평구 부개동 101-23번지,공동주택,412.19
1156,인천광역시 부평구 부개동 101-24번지,공동주택,612.26
1157,인천광역시 부평구 부개동 101-26번지,공동주택,612.26
1158,인천광역시 부평구 부개동 101-27번지,단독주택,150.84
1159,인천광역시 부평구 부개동 101-28번지,단독주택,152.3
1160,인천광역시 부평구 부개동 101-29번지,단독주택,152.3
1161,인천광역시 부평구 부개동 101-2번지,단독주택,144.3
1162,인천광역시 부평구 부개동 101-30번지,단독주택,167.85
1163,인천광역시 부평구 부개동 101-4번지,단독주택,129.12
1164,인천광역시 부평구 부개동 101-5번지,단독주택,147.12
1165,인천광역시 부평구 부개동 101-7번지,단독주택,81.72
1166,인천광역시 부평구 부개동 101-8번지,단독주택,95.25
1167,인천광역시 부평구 부개동 101-9번지,단독주택,156.36
1168,인천광역시 부평구 부개동 102-10번지,단독주택,234.09
1169,인천광역시 부평구 부개동 102-11번지,공동주택,400.58
1170,인천광역시 부평구 부개동 102-11번지,단독주택,120.87
1171,인천광역시 부평구 부개동 102-12번지,공동주택,392.26
1172,인천광역시 부평구 부개동 102-13번지,공동주택,392.26
1173,인천광역시 부평구 부개동 102-14번지,단독주택,132.9
1174,인천광역시 부평구 부개동 102-15번지,단독주택,494.71
1175,인천광역시 부평구 부개동 102-16번지,단독주택,148.93
1176,인천광역시 부평구 부개동 102-17번지,단독주택,473.52
1177,인천광역시 부평구 부개동 102-18번지,공동주택,435.12
1178,인천광역시 부평구 부개동 102-19번지,공동주택,417.34
1179,인천광역시 부평구 부개동 102-19번지,단독주택,182.48
1180,인천광역시 부평구 부개동 102-1번지,공동주택,370.48
1181,인천광역시 부평구 부개동 102-1번지,단독주택,120.87
1182,인천광역시 부평구 부개동 102-20번지,공동주택,427.15
1183,인천광역시 부평구 부개동 102-2번지,공동주택,441.97
1184,인천광역시 부평구 부개동 102-2번지,단독주택,63.47
1185,인천광역시 부평구 부개동 102-3번지,단독주택,407.38
1186,인천광역시 부평구 부개동 102-4번지,공동주택,531.24
1187,인천광역시 부평구 부개동 102-5번지,공동주택,659.34
1188,인천광역시 부평구 부개동 102-6번지,단독주택,163.10000000000002
1189,인천광역시 부평구 부개동 102-7번지,공동주택,443.43
1190,인천광역시 부평구 부개동 102-7번지,단독주택,184.59
1191,인천광역시 부평구 부개동 102-8번지,공동주택,328.04
1192,인천광역시 부평구 부개동 102-8번지,단독주택,108.03
1193,인천광역시 부평구 부개동 102-9번지,공동주택,328.04
1194,인천광역시 부평구 부개동 103-10번지,단독주택,185.97
1195,인천광역시 부평구 부개동 103-11번지,단독주택,218.4
1196,인천광역시 부평구 부개동 103-12번지,단독주택,112.83
1197,인천광역시 부평구 부개동 103-13번지,공동주택,493.0
1198,인천광역시 부평구 부개동 103-15번지,단독주택,233.88
1199,인천광역시 부평구 부개동 103-16번지,단독주택,160.76999999999998
1200,인천광역시 부평구 부개동 103-17번지,단독주택,136.69
1201,인천광역시 부평구 부개동 103-18번지,단독주택,205.42
1202,인천광역시 부평구 부개동 103-19번지,단독주택,210.835
1203,인천광역시 부평구 부개동 103-1번지,공동주택,557.46
1204,인천광역시 부평구 부개동 103-21번지,단독주택,165.92
1205,인천광역시 부평구 부개동 103-23번지,단독주택,259.79999999999995
1206,인천광역시 부평구 부개동 103-33번지,공동주택,423.13
1207,인천광역시 부평구 부개동 103-3번지,단독주택,169.69
1208,인천광역시 부평구 부개동 103-4번지,공동주택,576.45
1209,인천광역시 부평구 부개동 103-6번지,공동주택,423.13
1210,인천광역시 부평구 부개동 103-6번지,단독주택,81.16
1211,인천광역시 부평구 부개동 103-7번지,단독주택,394.56
1212,인천광역시 부평구 부개동 103-9번지,단독주택,258.03999999999996
1213,인천광역시 부평구 부개동 104-10번지,단독주택,63.31
1214,인천광역시 부평구 부개동 104-11번지,단독주택,63.31
1215,인천광역시 부평구 부개동 104-13번지,단독주택,226.95
1216,인천광역시 부평구 부개동 104-14번지,단독주택,277.06
1217,인천광역시 부평구 부개동 104-16번지,단독주택,148.59
1218,인천광역시 부평구 부개동 104-17번지,단독주택,154.38
1219,인천광역시 부평구 부개동 104-18번지,단독주택,127.63000000000001
1220,인천광역시 부평구 부개동 104-1번지,공동주택,632.16
1221,인천광역시 부평구 부개동 104-22번지,제1종근린생활시설,490.46
1222,인천광역시 부평구 부개동 104-3번지,공동주택,648.24
1223,인천광역시 부평구 부개동 104-4번지,공동주택,599.5
1224,인천광역시 부평구 부개동 104-5번지,공동주택,997.26
1225,인천광역시 부평구 부개동 104-6번지,단독주택,327.18
1226,인천광역시 부평구 부개동 104-7번지,제1종근린생활시설,133.64
1227,인천광역시 부평구 부개동 104-8번지,단독주택,183.4
1228,인천광역시 부평구 부개동 104-9번지,공동주택,645.7
1229,인천광역시 부평구 부개동 105-10번지,제2종근린생활시설,432.02
1230,인천광역시 부평구 부개동 105-12번지,단독주택,69.29
1231,인천광역시 부평구 부개동 105-13번지,단독주택,393.68
1232,인천광역시 부평구 부개동 105-14번지,단독주택,142.41
1233,인천광역시 부평구 부개동 105-15번지,제2종근린생활시설,69.29
1234,인천광역시 부평구 부개동 105-16번지,제2종근린생활시설,539.6
1235,인천광역시 부평구 부개동 105-18번지,단독주택,161.18
1236,인천광역시 부평구 부개동 105-19번지,단독주택,162.46
1237,인천광역시 부평구 부개동 105-1번지,단독주택,399.75
1238,인천광역시 부평구 부개동 105-2번지,제2종근린생활시설,973.56
1239,인천광역시 부평구 부개동 105-4번지,공동주택,659.78
1240,인천광역시 부평구 부개동 105-5번지,공동주택,1843.26
1241,인천광역시 부평구 부개동 105-6번지,제1종근린생활시설,641.99
1242,인천광역시 부평구 부개동 105-8번지,제1종근린생활시설,43.92
1243,인천광역시 부평구 부개동 106-10번지,제2종근린생활시설,250.01
1244,인천광역시 부평구 부개동 106-13번지,제2종근린생활시설,133.89
1245,인천광역시 부평구 부개동 106-15번지,단독주택,137.315
1246,인천광역시 부평구 부개동 106-18번지,단독주택,106.55
1247,인천광역시 부평구 부개동 106-19번지,단독주택,243.0
1248,인천광역시 부평구 부개동 106-20번지,단독주택,426.42
1249,인천광역시 부평구 부개동 106-21번지,단독주택,92.52000000000001
1250,인천광역시 부평구 부개동 106-22번지,단독주택,221.67
1251,인천광역시 부평구 부개동 106-23번지,공동주택,647.4
1252,인천광역시 부평구 부개동 106-23번지,단독주택,92.52000000000001
1253,인천광역시 부평구 부개동 106-24번지,단독주택,92.25
1254,인천광역시 부평구 부개동 106-25번지,단독주택,242.24
1255,인천광역시 부평구 부개동 106-26번지,단독주택,128.76
1256,인천광역시 부평구 부개동 106-27번지,단독주택,116.36999999999999
1257,인천광역시 부평구 부개동 106-28번지,단독주택,129.55
1258,인천광역시 부평구 부개동 106-30번지,단독주택,211.72
1259,인천광역시 부평구 부개동 106-31번지,단독주택,128.43
1260,인천광역시 부평구 부개동 106-35번지,제1종근린생활시설,594.21
1261,인천광역시 부평구 부개동 106-37번지,단독주택,137.56
1262,인천광역시 부평구 부개동 106-38번지,제2종근린생활시설,131.11
1263,인천광역시 부평구 부개동 106-39번지,단독주택,132.99
1264,인천광역시 부평구 부개동 106-40번지,단독주택,110.23
1265,인천광역시 부평구 부개동 106-41번지,단독주택,95.57
1266,인천광역시 부평구 부개동 106-42번지,단독주택,100.63
1267,인천광역시 부평구 부개동 106-43번지,단독주택,138.12
1268,인천광역시 부평구 부개동 106-44번지,단독주택,116.33
1269,인천광역시 부평구 부개동 106-45번지,제1종근린생활시설,1232.16
1270,인천광역시 부평구 부개동 106-49번지,단독주택,161.24
1271,인천광역시 부평구 부개동 106-50번지,단독주택,165.9
1272,인천광역시 부평구 부개동 108-3번지,제1종근린생활시설,2010.84
1273,인천광역시 부평구 부개동 114-14번지,단독주택,58.45
1274,인천광역시 부평구 부개동 114-4번지,단독주택,94.31
1275,인천광역시 부평구 부개동 117-8번지,단독주택,91.81
1276,인천광역시 부평구 부개동 12-107번지,제2종근린생활시설,47.05
1277,인천광역시 부평구 부개동 12-108번지,제2종근린생활시설,521.72
1278,인천광역시 부평구 부개동 12-109번지,제2종근린생활시설,494.411
1279,인천광역시 부평구 부개동 12-111번지,제1종근린생활시설,479.76
1280,인천광역시 부평구 부개동 12-112번지,제1종근린생활시설,602.76
1281,인천광역시 부평구 부개동 12-118번지,제1종근린생활시설,98.3
1282,인천광역시 부평구 부개동 12-122번지,공동주택,379.24
1283,인천광역시 부평구 부개동 12-123번지,공동주택,320.08
1284,인천광역시 부평구 부개동 12-124번지,제2종근린생활시설,35.25
1285,인천광역시 부평구 부개동 12-126번지,제2종근린생활시설,2042.5
1286,인천광역시 부평구 부개동 12-127번지,제2종근린생활시설,494.18
1287,인천광역시 부평구 부개동 12-136번지,제2종근린생활시설,494.66
1288,인천광역시 부평구 부개동 12-139번지,단독주택,263.56
1289,인천광역시 부평구 부개동 12-145번지,제2종근린생활시설,38.66
1290,인천광역시 부평구 부개동 12-146번지,제2종근린생활시설,914.33
1291,인천광역시 부평구 부개동 12-14번지,단독주택,363.65
1292,인천광역시 부평구 부개동 12-150번지,제1종근린생활시설,1128.89
1293,인천광역시 부평구 부개동 12-152번지,제1종근린생활시설,795.37
1294,인천광역시 부평구 부개동 12-15번지,단독주택,677.16
1295,인천광역시 부평구 부개동 12-171번지,제2종근린생활시설,734.92
1296,인천광역시 부평구 부개동 12-174번지,단독주택,72.34
1297,인천광역시 부평구 부개동 12-176번지,제2종근린생활시설,419.11
1298,인천광역시 부평구 부개동 12-177번지,제1종근린생활시설,195.88
1299,인천광역시 부평구 부개동 12-178번지,제2종근린생활시설,218.77
1300,인천광역시 부평구 부개동 12-17번지,제1종근린생활시설,998.0
1301,인천광역시 부평구 부개동 12-180번지,단독주택,227.5
1302,인천광역시 부평구 부개동 12-180번지,제2종근린생활시설,97.16
1303,인천광역시 부평구 부개동 12-181번지,제2종근린생활시설,1193.76
1304,인천광역시 부평구 부개동 12-183번지,공동주택,936.99
1305,인천광역시 부평구 부개동 12-189번지,제1종근린생활시설,8.2
1306,인천광역시 부평구 부개동 12-189번지,제2종근린생활시설,220.33
1307,인천광역시 부평구 부개동 12-18번지,제1종근린생활시설,2099.92
1308,인천광역시 부평구 부개동 12-190번지,제2종근린생활시설,423.89
1309,인천광역시 부평구 부개동 12-191번지,공동주택,326.4
1310,인천광역시 부평구 부개동 12-192번지,제1종근린생활시설,98.5
1311,인천광역시 부평구 부개동 12-193번지,단독주택,365.91
1312,인천광역시 부평구 부개동 12-198번지,제2종근린생활시설,475.14
1313,인천광역시 부평구 부개동 12-200번지,단독주택,79.34
1314,인천광역시 부평구 부개동 12-201번지,제2종근린생활시설,1532.41
1315,인천광역시 부평구 부개동 12-202번지,제1종근린생활시설,416.8
1316,인천광역시 부평구 부개동 12-203번지,공동주택,823.44
1317,인천광역시 부평구 부개동 12-205번지,단독주택,45.95
1318,인천광역시 부평구 부개동 12-205번지,제1종근린생활시설,905.44
1319,인천광역시 부평구 부개동 12-206번지,제2종근린생활시설,760.035
1320,인천광역시 부평구 부개동 12-207번지,단독주택,49.59
1321,인천광역시 부평구 부개동 12-208번지,제1종근린생활시설,234.36
1322,인천광역시 부평구 부개동 12-211번지,제2종근린생활시설,589.815
1323,인천광역시 부평구 부개동 12-213번지,제1종근린생활시설,769.82
1324,인천광역시 부평구 부개동 12-215번지,제2종근린생활시설,702.82
1325,인천광역시 부평구 부개동 12-223번지,공동주택,517.05
1326,인천광역시 부평구 부개동 12-224번지,단독주택,46.28
1327,인천광역시 부평구 부개동 12-225번지,제2종근린생활시설,493.39
1328,인천광역시 부평구 부개동 12-227번지,제1종근린생활시설,1288.65
1329,인천광역시 부평구 부개동 12-229번지,제2종근린생활시설,631.72
1330,인천광역시 부평구 부개동 12-231번지,단독주택,1754.62
1331,인천광역시 부평구 부개동 12-232번지,단독주택,1204.58
1332,인천광역시 부평구 부개동 12-234번지,제2종근린생활시설,105.12
1333,인천광역시 부평구 부개동 12-235번지,제1종근린생활시설,134.56
1334,인천광역시 부평구 부개동 12-238번지,제2종근린생활시설,513.39
1335,인천광역시 부평구 부개동 12-240번지,제2종근린생활시설,200.0
1336,인천광역시 부평구 부개동 12-24번지,단독주택,573.78
1337,인천광역시 부평구 부개동 12-252번지,제2종근린생활시설,403.45
1338,인천광역시 부평구 부개동 12-254번지,제2종근린생활시설,706.755
1339,인천광역시 부평구 부개동 12-257번지,단독주택,39.67
1340,인천광역시 부평구 부개동 12-25번지,단독주택,38.35
1341,인천광역시 부평구 부개동 12-264번지,공동주택,635.4
1342,인천광역시 부평구 부개동 12-266번지,제1종근린생활시설,65.8
1343,인천광역시 부평구 부개동 12-270번지,단독주택,60.3
1344,인천광역시 부평구 부개동 12-271번지,단독주택,73.81
1345,인천광역시 부평구 부개동 12-272번지,단독주택,222.0
1346,인천광역시 부평구 부개동 12-273번지,단독주택,266.82
1347,인천광역시 부평구 부개동 12-274번지,단독주택,126.51
1348,인천광역시 부평구 부개동 12-275번지,제2종근린생활시설,324.31
