대지위치,주용도코드명,연면적
인천광역시 부평구 부평동 143-34번지,단독주택,121.06
인천광역시 부평구 부평동 143-3번지,공동주택,505.28
인천광역시 부평구 부평동 143-41번지,제1종근린생활시설,21.65
인천광역시 부평구 부평동 143-42번지,제1종근린생활시설,129.01
인천광역시 부평구 부평동 143-45번지,제2종근린생활시설,491.48
인천광역시 부평구 부평동 143-4번지,공동주택,328.572
인천광역시 부평구 부평동 143-4번지,단독주택,124.6
인천광역시 부평구 부평동 143-50번지,단독주택,344.84
인천광역시 부평구 부평동 143-51번지,단독주택,348.03
인천광역시 부평구 부평동 143-52번지,단독주택,99.72
인천광역시 부평구 부평동 143-53번지,제2종근린생활시설,61.8
인천광역시 부평구 부평동 143-54번지,단독주택,4.82
인천광역시 부평구 부평동 143-55번지,단독주택,244.99
인천광역시 부평구 부평동 143-57번지,제2종근린생활시설,505.2
인천광역시 부평구 부평동 143-58번지,제2종근린생활시설,232.92
인천광역시 부평구 부평동 143-59번지,제1종근린생활시설,655.46
인천광역시 부평구 부평동 143-60번지,단독주택,53.13
인천광역시 부평구 부평동 143-63번지,단독주택,108.75
인천광역시 부평구 부평동 143-64번지,단독주택,109.83
인천광역시 부평구 부평동 143-65번지,단독주택,120.81
인천광역시 부평구 부평동 143-66번지,단독주택,112.47
인천광역시 부평구 부평동 143-67번지,단독주택,109.83
인천광역시 부평구 부평동 143-6번지,단독주택,413.24
인천광역시 부평구 부평동 143-71번지,제1종근린생활시설,1492.33
인천광역시 부평구 부평동 143-7번지,단독주택,64.6
인천광역시 부평구 부평동 143-8번지,제2종근린생활시설,546.984
인천광역시 부평구 부평동 143-9번지,제1종근린생활시설,420.4
인천광역시 부평구 부평동 144-10번지,단독주택,339.0
인천광역시 부평구 부평동 144-11번지,공동주택,327.85
인천광역시 부평구 부평동 144-12번지,제2종근린생활시설,387.4
인천광역시 부평구 부평동 144-1번지,공동주택,328.32
인천광역시 부평구 부평동 144-3번지,단독주택,128.97
인천광역시 부평구 부평동 144-5번지,공동주택,327.05
인천광역시 부평구 부평동 144-7번지,공동주택,323.46
인천광역시 부평구 부평동 144-8번지,공동주택,323.52
인천광역시 부평구 부평동 144-9번지,단독주택,378.76
인천광역시 부평구 부평동 145-32번지,단독주택,1.0
인천광역시 부평구 부평동 145-34번지,단독주택,285.51
인천광역시 부평구 부평동 145-35번지,단독주택,181.1
인천광역시 부평구 부평동 146-10번지,공동주택,765.44
인천광역시 부평구 부평동 146-10번지,단독주택,54.34
인천광역시 부평구 부평동 146-11번지,공동주택,658.96
인천광역시 부평구 부평동 146-13번지,단독주택,152.58
인천광역시 부평구 부평동 146-15번지,제1종근린생활시설,2342.69
인천광역시 부평구 부평동 146-16번지,제1종근린생활시설,452.89
인천광역시 부평구 부평동 146-18번지,공동주택,2152.74
인천광역시 부평구 부평동 146-1번지,의료시설,1784.83
인천광역시 부평구 부평동 146-21번지,공동주택,753.48
인천광역시 부평구 부평동 146-22번지,공동주택,625.44
인천광역시 부평구 부평동 146-23번지,공동주택,3051.13
인천광역시 부평구 부평동 146-24번지,제1종근린생활시설,1983.99
인천광역시 부평구 부평동 146-26번지,공동주택,8702.95
인천광역시 부평구 부평동 146-29번지,제2종근린생활시설,783.7
인천광역시 부평구 부평동 146-2번지,제1종근린생활시설,491.88
인천광역시 부평구 부평동 146-31번지,공동주택,3709.425
인천광역시 부평구 부평동 146-35번지,제2종근린생활시설,642.96
인천광역시 부평구 부평동 146-36번지,공동주택,597.74
인천광역시 부평구 부평동 146-3번지,제1종근린생활시설,180.0
인천광역시 부평구 부평동 146-4번지,제2종근린생활시설,882.94
인천광역시 부평구 부평동 146-5번지,제2종근린생활시설,131.44
인천광역시 부평구 부평동 146-7번지,공동주택,2854.21
인천광역시 부평구 부평동 146-8번지,제1종근린생활시설,1179.64
인천광역시 부평구 부평동 147-11번지,제2종근린생활시설,1242.12
인천광역시 부평구 부평동 147-12번지,공동주택,1188.83
인천광역시 부평구 부평동 147-13번지,공동주택,1634.686
인천광역시 부평구 부평동 147-14번지,업무시설,2323.86
인천광역시 부평구 부평동 147-19번지,업무시설,9152.08
인천광역시 부평구 부평동 147-1번지,단독주택,390.78
인천광역시 부평구 부평동 147-2번지,제2종근린생활시설,158.4
인천광역시 부평구 부평동 147-3번지,공동주택,898.1
인천광역시 부평구 부평동 147-4번지,제1종근린생활시설,487.58
인천광역시 부평구 부평동 147-6번지,단독주택,130.4
인천광역시 부평구 부평동 147-6번지,제1종근린생활시설,662.37
인천광역시 부평구 부평동 147-7번지,업무시설,2440.63
인천광역시 부평구 부평동 147-9번지,공동주택,2289.81
인천광역시 부평구 부평동 148-16번지,단독주택,72.4
인천광역시 부평구 부평동 148-19번지,공동주택,853.69
인천광역시 부평구 부평동 148-21번지,단독주택,69.49
인천광역시 부평구 부평동 148-22번지,공동주택,458.26
인천광역시 부평구 부평동 148-23번지,공동주택,459.05
인천광역시 부평구 부평동 148-25번지,공동주택,846.47
인천광역시 부평구 부평동 148-26번지,공동주택,559.4
인천광역시 부평구 부평동 148-27번지,단독주택,286.03
인천광역시 부평구 부평동 148-28번지,제1종근린생활시설,98.22
인천광역시 부평구 부평동 148-2번지,공동주택,516.6
인천광역시 부평구 부평동 148-3번지,공동주택,975.54
인천광역시 부평구 부평동 148-47번지,단독주택,1.66
인천광역시 부평구 부평동 148-4번지,공동주택,962.49
인천광역시 부평구 부평동 148-5번지,공동주택,614.56
인천광역시 부평구 부평동 148-6번지,공동주택,773.23
인천광역시 부평구 부평동 149-10번지,공동주택,598.83
인천광역시 부평구 부평동 149-11번지,공동주택,702.39
인천광역시 부평구 부평동 149-12번지,공동주택,564.375
인천광역시 부평구 부평동 149-13번지,공동주택,485.58
인천광역시 부평구 부평동 149-13번지,단독주택,75.38
인천광역시 부평구 부평동 149-15번지,제1종근린생활시설,675.31
인천광역시 부평구 부평동 149-18번지,공동주택,556.98
인천광역시 부평구 부평동 149-19번지,업무시설,730.88
인천광역시 부평구 부평동 149-21번지,제2종근린생활시설,772.04
인천광역시 부평구 부평동 149-22번지,공동주택,603.37
인천광역시 부평구 부평동 149-23번지,제2종근린생활시설,87.32
인천광역시 부평구 부평동 149-25번지,공동주택,2494.86
인천광역시 부평구 부평동 149-28번지,단독주택,621.38
인천광역시 부평구 부평동 149-2번지,공동주택,329.76
인천광역시 부평구 부평동 149-30번지,공동주택,563.34
인천광역시 부평구 부평동 149-31번지,공동주택,493.14
인천광역시 부평구 부평동 149-32번지,공동주택,521.56
인천광역시 부평구 부평동 149-38번지,공동주택,475.43
인천광역시 부평구 부평동 149-39번지,단독주택,382.66
인천광역시 부평구 부평동 149-41번지,공동주택,513.58
인천광역시 부평구 부평동 149-5번지,제2종근린생활시설,988.41
인천광역시 부평구 부평동 149-7번지,업무시설,3423.86
인천광역시 부평구 부평동 149-8번지,공동주택,561.89
인천광역시 부평구 부평동 150-11번지,단독주택,160.92
인천광역시 부평구 부평동 150-13번지,제2종근린생활시설,825.56
인천광역시 부평구 부평동 150-19번지,제1종근린생활시설,561.33
인천광역시 부평구 부평동 150-1번지,업무시설,3226.88
인천광역시 부평구 부평동 150-20번지,제2종근린생활시설,950.24
인천광역시 부평구 부평동 150-21번지,제1종근린생활시설,385.37
인천광역시 부평구 부평동 150-24번지,제2종근린생활시설,302.1
인천광역시 부평구 부평동 150-25번지,공동주택,8059.5
인천광역시 부평구 부평동 150-2번지,업무시설,1996.03
인천광역시 부평구 부평동 150-39번지,공동주택,591.12
인천광역시 부평구 부평동 150-40번지,제2종근린생활시설,138.18
인천광역시 부평구 부평동 150-42번지,제1종근린생활시설,113.99
인천광역시 부평구 부평동 150-43번지,제1종근린생활시설,582.3
인천광역시 부평구 부평동 150-44번지,업무시설,4376.31
인천광역시 부평구 부평동 150-49번지,공동주택,397.8
인천광역시 부평구 부평동 150-50번지,업무시설,3875.11
인천광역시 부평구 부평동 150-59번지,제1종근린생활시설,104.19
인천광역시 부평구 부평동 151-12번지,공동주택,5603.42
인천광역시 부평구 부평동 151-13번지,제1종근린생활시설,750.45
인천광역시 부평구 부평동 151-14번지,공동주택,2655.56
인천광역시 부평구 부평동 151-16번지,제1종근린생활시설,1330.33
인천광역시 부평구 부평동 151-18번지,제1종근린생활시설,39.67
인천광역시 부평구 부평동 151-19번지,제2종근린생활시설,146.44
인천광역시 부평구 부평동 151-1번지,제2종근린생활시설,450.564
인천광역시 부평구 부평동 151-20번지,제2종근린생활시설,65.65
인천광역시 부평구 부평동 151-22번지,단독주택,135.54
인천광역시 부평구 부평동 151-27번지,공동주택,494.02
인천광역시 부평구 부평동 151-28번지,단독주택,198.45
인천광역시 부평구 부평동 151-2번지,제2종근린생활시설,996.31
인천광역시 부평구 부평동 151-30번지,제2종근린생활시설,401.31
인천광역시 부평구 부평동 151-6번지,제2종근린생활시설,142.44
인천광역시 부평구 부평동 151-7번지,제1종근린생활시설,565.91
인천광역시 부평구 부평동 152-11번지,제1종근린생활시설,466.74
인천광역시 부평구 부평동 152-13번지,판매시설,1809.12
인천광역시 부평구 부평동 152-16번지,제2종근린생활시설,925.28
인천광역시 부평구 부평동 152-17번지,제2종근린생활시설,1482.5
인천광역시 부평구 부평동 152-22번지,단독주택,56.46
인천광역시 부평구 부평동 152-28번지,제2종근린생활시설,4097.4
인천광역시 부평구 부평동 152-29번지,제1종근린생활시설,326.97
인천광역시 부평구 부평동 152-3번지,제1종근린생활시설,1766.67
인천광역시 부평구 부평동 152-4번지,제2종근린생활시설,327.2
인천광역시 부평구 부평동 152-9번지,제2종근린생활시설,626.118
인천광역시 부평구 부평동 153-11번지,제2종근린생활시설,163.44
인천광역시 부평구 부평동 153-13번지,제2종근린생활시설,2374.23
인천광역시 부평구 부평동 153-18번지,제2종근린생활시설,644.5
인천광역시 부평구 부평동 153-20번지,제2종근린생활시설,2220.069
인천광역시 부평구 부평동 153-21번지,제2종근린생활시설,2674.35
인천광역시 부평구 부평동 153-22번지,제1종근린생활시설,442.48
인천광역시 부평구 부평동 153-26번지,제2종근린생활시설,58.9
인천광역시 부평구 부평동 153-27번지,제2종근린생활시설,333.46
인천광역시 부평구 부평동 153-28번지,제2종근린생활시설,601.74
인천광역시 부평구 부평동 153-29번지,제2종근린생활시설,396.47
인천광역시 부평구 부평동 153-37번지,제1종근린생활시설,462.85
인천광역시 부평구 부평동 153-3번지,근린생활시설,9881.05
인천광역시 부평구 부평동 153-42번지,제1종근린생활시설,425.0
인천광역시 부평구 부평동 153-44번지,제1종근린생활시설,502.54
인천광역시 부평구 부평동 153-47번지,제2종근린생활시설,536.76
인천광역시 부평구 부평동 153-48번지,제2종근린생활시설,1835.48
인천광역시 부평구 부평동 153-49번지,제2종근린생활시설,1230.36
인천광역시 부평구 부평동 153-4번지,제2종근린생활시설,2957.65
인천광역시 부평구 부평동 153-6번지,제1종근린생활시설,285.63
인천광역시 부평구 부평동 153-7번지,제2종근린생활시설,1007.48
인천광역시 부평구 부평동 153-8번지,제2종근린생활시설,2903.02
인천광역시 부평구 부평동 154-11번지,제2종근린생활시설,182.24
인천광역시 부평구 부평동 154-12번지,제2종근린생활시설,362.32
인천광역시 부평구 부평동 154-15번지,제2종근린생활시설,2440.36
인천광역시 부평구 부평동 154-16번지,제2종근린생활시설,744.01
인천광역시 부평구 부평동 154-17번지,제2종근린생활시설,167.7
인천광역시 부평구 부평동 154-19번지,제2종근린생활시설,723.02
인천광역시 부평구 부평동 154-1번지,제2종근린생활시설,168.57
인천광역시 부평구 부평동 154-20번지,제2종근린생활시설,267.84
인천광역시 부평구 부평동 154-21번지,제2종근린생활시설,62.15
인천광역시 부평구 부평동 154-24번지,제2종근린생활시설,399.6
인천광역시 부평구 부평동 154-25번지,제2종근린생활시설,311.74
인천광역시 부평구 부평동 154-27번지,제2종근린생활시설,2.4
인천광역시 부평구 부평동 154-5번지,제1종근린생활시설,340.785
인천광역시 부평구 부평동 154-9번지,제2종근린생활시설,601.675
인천광역시 부평구 부평동 155-11번지,단독주택,236.39
인천광역시 부평구 부평동 155-15번지,제2종근린생활시설,393.12
인천광역시 부평구 부평동 155-16번지,단독주택,62.620000000000005
인천광역시 부평구 부평동 155-18번지,제2종근린생활시설,775.74
인천광역시 부평구 부평동 155-20번지,제1종근린생활시설,165.95
인천광역시 부평구 부평동 155-21번지,제2종근린생활시설,972.9
인천광역시 부평구 부평동 155-22번지,제2종근린생활시설,3.1125
인천광역시 부평구 부평동 155-27번지,단독주택,191.34
인천광역시 부평구 부평동 155-32번지,제2종근린생활시설,169.08
인천광역시 부평구 부평동 155-33번지,제2종근린생활시설,484.38
인천광역시 부평구 부평동 155-35번지,단독주택,463.69
인천광역시 부평구 부평동 155-36번지,제2종근린생활시설,391.94
인천광역시 부평구 부평동 155-37번지,제2종근린생활시설,119.41
인천광역시 부평구 부평동 155-38번지,제2종근린생활시설,466.06
인천광역시 부평구 부평동 155-40번지,단독주택,70.08
인천광역시 부평구 부평동 155-5번지,근린생활시설,981.47
인천광역시 부평구 부평동 155-6번지,제2종근린생활시설,796.515
인천광역시 부평구 부평동 156-13번지,단독주택,329.22
인천광역시 부평구 부평동 156-15번지,단독주택,380.63
인천광역시 부평구 부평동 156-16번지,단독주택,405.12
인천광역시 부평구 부평동 156-17번지,단독주택,211.32
인천광역시 부평구 부평동 156-19번지,단독주택,148.71
인천광역시 부평구 부평동 156-1번지,단독주택,226.5
인천광역시 부평구 부평동 156-20번지,단독주택,3.31
인천광역시 부평구 부평동 156-21번지,단독주택,132.3
인천광역시 부평구 부평동 156-22번지,단독주택,185.8
인천광역시 부평구 부평동 156-23번지,단독주택,3.27
인천광역시 부평구 부평동 156-3번지,단독주택,189.21
인천광역시 부평구 부평동 156-4번지,공동주택,647.99
인천광역시 부평구 부평동 156-6번지,공동주택,659.74
인천광역시 부평구 부평동 156-7번지,단독주택,413.4
인천광역시 부평구 부평동 157-1번지,단독주택,171.76
인천광역시 부평구 부평동 157-3번지,단독주택,121.6
인천광역시 부평구 부평동 157-4번지,단독주택,254.54
인천광역시 부평구 부평동 157-5번지,단독주택,75.38
인천광역시 부평구 부평동 157-6번지,단독주택,250.83
인천광역시 부평구 부평동 157-7번지,단독주택,0.81
인천광역시 부평구 부평동 157-8번지,단독주택,141.68
인천광역시 부평구 부평동 158-1번지,업무시설,11490.67
인천광역시 부평구 부평동 158-2번지,업무시설,753.76
인천광역시 부평구 부평동 158-4번지,제2종근린생활시설,492.48
인천광역시 부평구 부평동 158-5번지,공동주택,633.46
인천광역시 부평구 부평동 158-6번지,공동주택,599.16
인천광역시 부평구 부평동 158-9번지,공동주택,541.76
인천광역시 부평구 부평동 159-10번지,제2종근린생활시설,216.96
인천광역시 부평구 부평동 159-15번지,제2종근린생활시설,18222.17
인천광역시 부평구 부평동 159-16번지,제1종근린생활시설,690.96
인천광역시 부평구 부평동 159-17번지,제2종근린생활시설,2241.815
인천광역시 부평구 부평동 159-1번지,제2종근린생활시설,11500.86
인천광역시 부평구 부평동 159-20번지,제1종근린생활시설,684.93
인천광역시 부평구 부평동 159-22번지,제2종근린생활시설,1558.36
인천광역시 부평구 부평동 159-23번지,제1종근린생활시설,1099.95
인천광역시 부평구 부평동 159-25번지,제1종근린생활시설,1495.22
인천광역시 부평구 부평동 159-30번지,제1종근린생활시설,147.0
인천광역시 부평구 부평동 159-40번지,제2종근린생활시설,626.56
인천광역시 부평구 부평동 159-42번지,제2종근린생활시설,115.9
인천광역시 부평구 부평동 159-43번지,제1종근린생활시설,799.18
인천광역시 부평구 부평동 159-44번지,제2종근린생활시설,3324.99
인천광역시 부평구 부평동 159-49번지,제2종근린생활시설,374.0
인천광역시 부평구 부평동 159-4번지,제2종근린생활시설,633.38
인천광역시 부평구 부평동 159-50번지,제2종근린생활시설,675.88
인천광역시 부평구 부평동 159-5번지,제1종근린생활시설,4028.0
인천광역시 부평구 부평동 159-6번지,제1종근린생활시설,1297.4
인천광역시 부평구 부평동 159-7번지,제2종근린생활시설,110.98
인천광역시 부평구 부평동 159-8번지,제1종근린생활시설,823.53
인천광역시 부평구 부평동 16-12번지,단독주택,248.84
인천광역시 부평구 부평동 16-13번지,단독주택,340.75
인천광역시 부평구 부평동 16-15번지,공동주택,454.99
인천광역시 부평구 부평동 16-16번지,단독주택,1.0
인천광역시 부평구 부평동 16-17번지,단독주택,150.54
인천광역시 부평구 부평동 16-55번지,단독주택,1.5
인천광역시 부평구 부평동 160-14번지,제2종근린생활시설,773.87
인천광역시 부평구 부평동 160-15번지,제1종근린생활시설,574.38
인천광역시 부평구 부평동 160-1번지,제2종근린생활시설,1814.6
인천광역시 부평구 부평동 160-20번지,공동주택,1688.602
인천광역시 부평구 부평동 160-21번지,제2종근린생활시설,858.09
인천광역시 부평구 부평동 160-23번지,제2종근린생활시설,364.0
인천광역시 부평구 부평동 160-24번지,제2종근린생활시설,584.72
인천광역시 부평구 부평동 160-39번지,단독주택,46.94
인천광역시 부평구 부평동 160-42번지,제2종근린생활시설,331.45
인천광역시 부평구 부평동 160-4번지,제2종근린생활시설,628.41
인천광역시 부평구 부평동 160-58번지,제2종근린생활시설,631.81
인천광역시 부평구 부평동 160-5번지,제2종근린생활시설,772.48
인천광역시 부평구 부평동 160-63번지,단독주택,52.23
인천광역시 부평구 부평동 160-69번지,공동주택,1755.701
인천광역시 부평구 부평동 160-70번지,제2종근린생활시설,139.5
인천광역시 부평구 부평동 161-12번지,공동주택,3691.74
인천광역시 부평구 부평동 161-2번지,제2종근린생활시설,952.49
인천광역시 부평구 부평동 164-1번지,제1종근린생활시설,119.8
인천광역시 부평구 부평동 165-14번지,공동주택,580.14
인천광역시 부평구 부평동 165-15번지,공동주택,325.84
인천광역시 부평구 부평동 165-1번지,업무시설,2993.43
인천광역시 부평구 부평동 165-20번지,업무시설,2997.38
인천광역시 부평구 부평동 165-2번지,공동주택,325.44
인천광역시 부평구 부평동 165-5번지,공동주택,525.2
인천광역시 부평구 부평동 167-10번지,단독주택,1.0
인천광역시 부평구 부평동 167-12번지,단독주택,81.4
인천광역시 부평구 부평동 167-13번지,단독주택,62.01
인천광역시 부평구 부평동 167-14번지,단독주택,4.92
인천광역시 부평구 부평동 167-15번지,단독주택,119.61
인천광역시 부평구 부평동 167-17번지,단독주택,116.91
인천광역시 부평구 부평동 167-18번지,공동주택,561.76
인천광역시 부평구 부평동 167-1번지,단독주택,126.66
인천광역시 부평구 부평동 167-20번지,단독주택,199.14
인천광역시 부평구 부평동 167-21번지,단독주택,4.92
인천광역시 부평구 부평동 167-22번지,단독주택,151.55
인천광역시 부평구 부평동 167-24번지,공동주택,476.57
인천광역시 부평구 부평동 167-25번지,단독주택,298.89
인천광역시 부평구 부평동 167-26번지,공동주택,394.76
인천광역시 부평구 부평동 167-27번지,제1종근린생활시설,93.0
인천광역시 부평구 부평동 167-2번지,공동주택,447.84
인천광역시 부평구 부평동 167-3번지,제1종근린생활시설,45.5
인천광역시 부평구 부평동 167-7번지,단독주택,155.43
인천광역시 부평구 부평동 167-8번지,단독주택,4.17
인천광역시 부평구 부평동 167-9번지,단독주택,4.17
인천광역시 부평구 부평동 168-3번지,제2종근린생활시설,170.655
인천광역시 부평구 부평동 168-4번지,단독주택,176.82
인천광역시 부평구 부평동 169-10번지,단독주택,199.84
인천광역시 부평구 부평동 169-11번지,단독주택,265.94
인천광역시 부평구 부평동 169-12번지,단독주택,207.63
인천광역시 부평구 부평동 169-13번지,단독주택,211.42
인천광역시 부평구 부평동 169-14번지,단독주택,1.0
인천광역시 부평구 부평동 169-16번지,제1종근린생활시설,0.7
인천광역시 부평구 부평동 169-17번지,단독주택,199.28
인천광역시 부평구 부평동 169-18번지,단독주택,65.92
인천광역시 부평구 부평동 169-1번지,단독주택,2.4
인천광역시 부평구 부평동 169-28번지,단독주택,196.59
인천광역시 부평구 부평동 169-29번지,제1종근린생활시설,195.59
인천광역시 부평구 부평동 169-2번지,공동주택,800.47
인천광역시 부평구 부평동 169-3번지,단독주택,4.92
인천광역시 부평구 부평동 169-4번지,단독주택,65.92
인천광역시 부평구 부평동 169-5번지,단독주택,195.84
인천광역시 부평구 부평동 169-6번지,단독주택,215.1
인천광역시 부평구 부평동 169-7번지,단독주택,220.86
인천광역시 부평구 부평동 169-9번지,공동주택,299.1
인천광역시 부평구 부평동 172-10번지,단독주택,151.56
인천광역시 부평구 부평동 172-11번지,단독주택,195.14
인천광역시 부평구 부평동 172-12번지,단독주택,65.76
인천광역시 부평구 부평동 172-13번지,단독주택,65.76
인천광역시 부평구 부평동 172-14번지,단독주택,232.11
인천광역시 부평구 부평동 172-15번지,단독주택,1.2
인천광역시 부평구 부평동 172-16번지,단독주택,215.13
인천광역시 부평구 부평동 172-18번지,단독주택,4.93
인천광역시 부평구 부평동 172-19번지,단독주택,215.1
인천광역시 부평구 부평동 172-1번지,단독주택,290.34
인천광역시 부평구 부평동 172-20번지,단독주택,280.96
인천광역시 부평구 부평동 172-23번지,단독주택,209.78
인천광역시 부평구 부평동 172-27번지,단독주택,1.2
인천광역시 부평구 부평동 172-3번지,단독주택,215.13
인천광역시 부평구 부평동 172-4번지,단독주택,206.1
인천광역시 부평구 부평동 172-5번지,단독주택,65.74
인천광역시 부평구 부평동 172-6번지,공동주택,253.74
인천광역시 부평구 부평동 172-7번지,단독주택,4.92
인천광역시 부평구 부평동 172-8번지,제2종근린생활시설,71.6
인천광역시 부평구 부평동 173-1번지,단독주택,543.08
인천광역시 부평구 부평동 173-2번지,단독주택,4.93
인천광역시 부평구 부평동 173-7번지,단독주택,207.97
인천광역시 부평구 부평동 173-8번지,단독주택,213.21
인천광역시 부평구 부평동 174-10번지,단독주택,4.93
인천광역시 부평구 부평동 174-11번지,공동주택,689.13
인천광역시 부평구 부평동 174-13번지,단독주택,224.02
인천광역시 부평구 부평동 174-17번지,단독주택,137.94
인천광역시 부평구 부평동 174-18번지,단독주택,202.32
인천광역시 부평구 부평동 174-19번지,단독주택,39.67
인천광역시 부평구 부평동 174-1번지,제1종근린생활시설,137.73
인천광역시 부평구 부평동 174-20번지,단독주택,276.82
인천광역시 부평구 부평동 174-3번지,단독주택,249.75
인천광역시 부평구 부평동 174-4번지,단독주택,214.92
인천광역시 부평구 부평동 174-6번지,제2종근린생활시설,483.94
인천광역시 부평구 부평동 174-7번지,단독주택,220.26
인천광역시 부평구 부평동 174-8번지,단독주택,215.1
인천광역시 부평구 부평동 175-1번지,단독주택,194.8
인천광역시 부평구 부평동 175-2번지,단독주택,1.0
인천광역시 부평구 부평동 175-4번지,제1종근린생활시설,188.42
인천광역시 부평구 부평동 175-5번지,단독주택,178.74
인천광역시 부평구 부평동 175-6번지,단독주택,178.74
인천광역시 부평구 부평동 175-7번지,단독주택,178.74
인천광역시 부평구 부평동 175-8번지,단독주택,65.06
인천광역시 부평구 부평동 175-9번지,공동주택,274.85
인천광역시 부평구 부평동 176-10번지,공동주택,326.11
인천광역시 부평구 부평동 176-11번지,공동주택,324.37
인천광역시 부평구 부평동 176-12번지,공동주택,329.23
인천광역시 부평구 부평동 176-1번지,단독주택,349.49
인천광역시 부평구 부평동 176-2번지,공동주택,652.48
인천광역시 부평구 부평동 176-3번지,단독주택,295.71
인천광역시 부평구 부평동 176-4번지,단독주택,56.12
인천광역시 부평구 부평동 176-5번지,공동주택,329.76
인천광역시 부평구 부평동 176-6번지,공동주택,413.6
인천광역시 부평구 부평동 176-8번지,공동주택,322.32
인천광역시 부평구 부평동 177-10번지,단독주택,201.97
인천광역시 부평구 부평동 177-14번지,공동주택,551.86
인천광역시 부평구 부평동 177-1번지,단독주택,13.05
인천광역시 부평구 부평동 177-2번지,단독주택,4.93
인천광역시 부평구 부평동 177-3번지,단독주택,373.45
인천광역시 부평구 부평동 177-4번지,단독주택,199.26
인천광역시 부평구 부평동 177-6번지,제1종근린생활시설,187.35
인천광역시 부평구 부평동 177-7번지,단독주택,218.26
인천광역시 부평구 부평동 177-8번지,단독주택,86.35
인천광역시 부평구 부평동 177-9번지,공동주택,421.64
인천광역시 부평구 부평동 178번지,제1종근린생활시설,42.0
인천광역시 부평구 부평동 179-13번지,제1종근린생활시설,612.9
인천광역시 부평구 부평동 179-14번지,제2종근린생활시설,956.75
인천광역시 부평구 부평동 179-17번지,단독주택,493.23
인천광역시 부평구 부평동 179-20번지,제2종근린생활시설,1046.78
인천광역시 부평구 부평동 179-26번지,제1종근린생활시설,530.84
인천광역시 부평구 부평동 179-28번지,공동주택,328.73
인천광역시 부평구 부평동 179-37번지,업무시설,5794.49
인천광역시 부평구 부평동 179-3번지,공동주택,620.32
인천광역시 부평구 부평동 179-42번지,공동주택,725.36
인천광역시 부평구 부평동 179-4번지,공동주택,947.77
인천광역시 부평구 부평동 179-5번지,업무시설,3621.37
인천광역시 부평구 부평동 179-6번지,단독주택,327.78
인천광역시 부평구 부평동 179-8번지,업무시설,6277.68
인천광역시 부평구 부평동 18-16번지,제2종근린생활시설,456.64
인천광역시 부평구 부평동 18-32번지,제2종근린생활시설,790.5
인천광역시 부평구 부평동 18-36번지,공동주택,650.34
인천광역시 부평구 부평동 18-38번지,공동주택,566.55
인천광역시 부평구 부평동 18-6번지,제1종근린생활시설,494.32
인천광역시 부평구 부평동 18-7번지,공동주택,640.4
인천광역시 부평구 부평동 180-10번지,공동주택,522.74
인천광역시 부평구 부평동 180-11번지,공동주택,419.82
인천광역시 부평구 부평동 180-15번지,공동주택,669.9
인천광역시 부평구 부평동 180-17번지,제1종근린생활시설,784.56
인천광역시 부평구 부평동 180-183번지,단독주택,59.52
인천광역시 부평구 부평동 180-19번지,공동주택,2218.32
인천광역시 부평구 부평동 180-1번지,공동주택,377.17
인천광역시 부평구 부평동 180-20번지,공동주택,3195.09
인천광역시 부평구 부평동 180-24번지,공동주택,2167.78
인천광역시 부평구 부평동 180-26번지,공동주택,416.38
인천광역시 부평구 부평동 180-27번지,공동주택,1999.89
인천광역시 부평구 부평동 180-28번지,공동주택,372.26
인천광역시 부평구 부평동 180-2번지,업무시설,2238.44
인천광역시 부평구 부평동 180-3번지,단독주택,160.66
인천광역시 부평구 부평동 180-5번지,공동주택,694.07
인천광역시 부평구 부평동 180-6번지,공동주택,767.74
인천광역시 부평구 부평동 180-7번지,공동주택,1999.89
인천광역시 부평구 부평동 180-9번지,제2종근린생활시설,550.56
인천광역시 부평구 부평동 182-10번지,업무시설,9596.43
인천광역시 부평구 부평동 182-11번지,제1종근린생활시설,599.13
인천광역시 부평구 부평동 182-13번지,제2종근린생활시설,998.09
인천광역시 부평구 부평동 182-14번지,공동주택,2799.37
인천광역시 부평구 부평동 182-15번지,공동주택,5197.87
인천광역시 부평구 부평동 182-16번지,공동주택,861.39
인천광역시 부평구 부평동 182-1번지,제2종근린생활시설,1159.44
인천광역시 부평구 부평동 182-25번지,단독주택,126.91
인천광역시 부평구 부평동 182-2번지,단독주택,699.53
인천광역시 부평구 부평동 182-39번지,공동주택,1673.7
인천광역시 부평구 부평동 182-3번지,업무시설,11490.71
인천광역시 부평구 부평동 182-46번지,공동주택,681.88
인천광역시 부평구 부평동 182-47번지,공동주택,2381.65
인천광역시 부평구 부평동 182-48번지,공동주택,582.56
인천광역시 부평구 부평동 182-50번지,단독주택,3.0
인천광역시 부평구 부평동 182-52번지,단독주택,103.76
인천광역시 부평구 부평동 182-56번지,공동주택,2429.35
인천광역시 부평구 부평동 182-63번지,공동주택,850.18
인천광역시 부평구 부평동 182-64번지,제1종근린생활시설,1046.73
인천광역시 부평구 부평동 182-67번지,단독주택,315.95
인천광역시 부평구 부평동 182-68번지,단독주택,465.75
인천광역시 부평구 부평동 182-6번지,공동주택,1060.3
인천광역시 부평구 부평동 182-70번지,공동주택,676.7
인천광역시 부평구 부평동 182-71번지,제2종근린생활시설,574.06
