대지위치,주용도코드명,연면적
인천광역시 부평구 부평동 739-11번지,업무시설,4683.8761
인천광역시 부평구 부평동 739-16번지,단독주택,1.0
인천광역시 부평구 부평동 739-2번지,공동주택,284.0
인천광역시 부평구 부평동 740-14번지,공동주택,994.5
인천광역시 부평구 부평동 740-15번지,단독주택,1.0
인천광역시 부평구 부평동 740-17번지,단독주택,1.0
인천광역시 부평구 부평동 740-18번지,단독주택,151.08
인천광역시 부평구 부평동 740-20번지,단독주택,1.0
인천광역시 부평구 부평동 741-10번지,공동주택,523.88
인천광역시 부평구 부평동 741-1번지,공동주택,404.55
인천광역시 부평구 부평동 741-1번지,단독주택,55.11
인천광역시 부평구 부평동 741-23번지,단독주택,251.64
인천광역시 부평구 부평동 741-24번지,단독주택,38.02
인천광역시 부평구 부평동 741-25번지,단독주택,69.56
인천광역시 부평구 부평동 741-27번지,단독주택,252.96
인천광역시 부평구 부평동 741-28번지,단독주택,3.08
인천광역시 부평구 부평동 741-2번지,공동주택,460.92
인천광역시 부평구 부평동 741-32번지,단독주택,183.18
인천광역시 부평구 부평동 741-4번지,제1종근린생활시설,372.38
인천광역시 부평구 부평동 741-9번지,공동주택,367.38
인천광역시 부평구 부평동 742-10번지,제1종근린생활시설,514.75
인천광역시 부평구 부평동 742-11번지,공동주택,603.49
인천광역시 부평구 부평동 742-12번지,단독주택,229.4
인천광역시 부평구 부평동 742-16번지,업무시설,1295.06
인천광역시 부평구 부평동 742-17번지,단독주택,215.35
인천광역시 부평구 부평동 742-19번지,제2종근린생활시설,724.89
인천광역시 부평구 부평동 742-1번지,단독주택,494.7
인천광역시 부평구 부평동 742-20번지,공동주택,327.6
인천광역시 부평구 부평동 742-2번지,단독주택,324.78
인천광역시 부평구 부평동 742-3번지,단독주택,493.84
인천광역시 부평구 부평동 742-5번지,단독주택,773.49
인천광역시 부평구 부평동 742-6번지,단독주택,392.95
인천광역시 부평구 부평동 742-9번지,단독주택,426.15
인천광역시 부평구 부평동 742번지,제2종근린생활시설,496.16
인천광역시 부평구 부평동 743-10번지,단독주택,190.08
인천광역시 부평구 부평동 743-13번지,단독주택,484.12
인천광역시 부평구 부평동 743-15번지,단독주택,323.605
인천광역시 부평구 부평동 743-16번지,공동주택,307.36
인천광역시 부평구 부평동 743-16번지,단독주택,46.54
인천광역시 부평구 부평동 743-18번지,단독주택,3.9
인천광역시 부평구 부평동 743-21번지,단독주택,21.3
인천광역시 부평구 부평동 743-25번지,단독주택,255.42
인천광역시 부평구 부평동 743-26번지,단독주택,257.1
인천광역시 부평구 부평동 743-27번지,단독주택,75.67
인천광역시 부평구 부평동 743-29번지,단독주택,278.42
인천광역시 부평구 부평동 743-31번지,단독주택,542.76
인천광역시 부평구 부평동 743-32번지,단독주택,494.88
인천광역시 부평구 부평동 743-33번지,단독주택,221.01
인천광역시 부평구 부평동 743-34번지,단독주택,145.6
인천광역시 부평구 부평동 743-36번지,단독주택,144.805
인천광역시 부평구 부평동 743-37번지,공동주택,273.3
인천광역시 부평구 부평동 743-38번지,단독주택,2.0
인천광역시 부평구 부평동 743-40번지,단독주택,122.6
인천광역시 부평구 부평동 743-41번지,제2종근린생활시설,70.76
인천광역시 부평구 부평동 743-44번지,업무시설,674.6
인천광역시 부평구 부평동 743-46번지,공동주택,657.06
인천광역시 부평구 부평동 743-48번지,공동주택,524.31
인천광역시 부평구 부평동 743-53번지,업무시설,1994.77
인천광역시 부평구 부평동 743-54번지,단독주택,1.0
인천광역시 부평구 부평동 743-55번지,공동주택,394.95
인천광역시 부평구 부평동 743-58번지,단독주택,120.2
인천광역시 부평구 부평동 743-5번지,공동주택,532.6
인천광역시 부평구 부평동 743-69번지,단독주택,242.7
인천광역시 부평구 부평동 743-6번지,공동주택,656.9
인천광역시 부평구 부평동 743-71번지,제1종근린생활시설,492.46
인천광역시 부평구 부평동 743-7번지,단독주택,1.2
인천광역시 부평구 부평동 743-7번지,제1종근린생활시설,14.72
인천광역시 부평구 부평동 743-81번지,공동주택,631.85
인천광역시 부평구 부평동 743-9번지,공동주택,441.12
인천광역시 부평구 부평동 743번지,단독주택,400.75
인천광역시 부평구 부평동 744-10번지,단독주택,217.86
인천광역시 부평구 부평동 744-11번지,단독주택,121.2
인천광역시 부평구 부평동 744-12번지,단독주택,184.2
인천광역시 부평구 부평동 744-13번지,단독주택,3.19
인천광역시 부평구 부평동 744-14번지,단독주택,5.0
인천광역시 부평구 부평동 744-1번지,단독주택,217.79000000000002
인천광역시 부평구 부평동 744-25번지,공동주택,348.72
인천광역시 부평구 부평동 744-2번지,공동주택,446.48
인천광역시 부평구 부평동 744-8번지,단독주택,27.44
인천광역시 부평구 부평동 744-9번지,단독주택,27.76
인천광역시 부평구 부평동 746-1번지,단독주택,40.83
인천광역시 부평구 부평동 746-2번지,업무시설,4684.06
인천광역시 부평구 부평동 747-18번지,공동주택,652.66
인천광역시 부평구 부평동 747-1번지,단독주택,2.89
인천광역시 부평구 부평동 747-21번지,업무시설,1349.43
인천광역시 부평구 부평동 747-22번지,업무시설,789.57
인천광역시 부평구 부평동 747-28번지,단독주택,301.14
인천광역시 부평구 부평동 747-31번지,공동주택,543.91
인천광역시 부평구 부평동 747-31번지,단독주택,83.76
인천광역시 부평구 부평동 747-32번지,단독주택,256.99
인천광역시 부평구 부평동 747-42번지,공동주택,440.68
인천광역시 부평구 부평동 747-43번지,공동주택,482.96
인천광역시 부평구 부평동 747-48번지,단독주택,0.0
인천광역시 부평구 부평동 747-4번지,공동주택,630.28
인천광역시 부평구 부평동 747-52번지,단독주택,234.69
인천광역시 부평구 부평동 747-53번지,제2종근린생활시설,874.78
인천광역시 부평구 부평동 747-62번지,단독주택,88.0
인천광역시 부평구 부평동 747-8번지,단독주택,33.16
인천광역시 부평구 부평동 747번지,업무시설,2097.97
인천광역시 부평구 부평동 749-3번지,단독주택,30.0
인천광역시 부평구 부평동 749번지,공동주택,657.77
인천광역시 부평구 부평동 750-100번지,단독주택,257.35
인천광역시 부평구 부평동 750-101번지,업무시설,2302.225
인천광역시 부평구 부평동 750-107번지,단독주택,272.48
인천광역시 부평구 부평동 750-125번지,공동주택,605.16
인천광역시 부평구 부평동 750-12번지,단독주택,224.79
인천광역시 부평구 부평동 750-144번지,공동주택,591.14
인천광역시 부평구 부평동 750-18번지,공동주택,655.83
인천광역시 부평구 부평동 750-24번지,업무시설,1629.13
인천광역시 부평구 부평동 750-28번지,단독주택,244.3
인천광역시 부평구 부평동 750-29번지,단독주택,161.4
인천광역시 부평구 부평동 750-30번지,단독주택,198.78
인천광역시 부평구 부평동 750-31번지,단독주택,224.46
인천광역시 부평구 부평동 750-32번지,단독주택,412.56
인천광역시 부평구 부평동 750-33번지,공동주택,266.88
인천광역시 부평구 부평동 750-34번지,공동주택,419.04
인천광역시 부평구 부평동 750-35번지,단독주택,203.735
인천광역시 부평구 부평동 750-37번지,단독주택,275.94
인천광역시 부평구 부평동 750-38번지,공동주택,867.18
인천광역시 부평구 부평동 750-40번지,공동주택,465.02
인천광역시 부평구 부평동 750-41번지,단독주택,233.82
인천광역시 부평구 부평동 750-47번지,단독주택,240.39
인천광역시 부평구 부평동 750-4번지,공동주택,568.76
인천광역시 부평구 부평동 750-52번지,단독주택,299.12
인천광역시 부평구 부평동 750-54번지,단독주택,408.51
인천광역시 부평구 부평동 750-55번지,단독주택,252.91
인천광역시 부평구 부평동 750-56번지,단독주택,2.0
인천광역시 부평구 부평동 750-59번지,단독주택,466.44
인천광역시 부평구 부평동 750-5번지,공동주택,325.92
인천광역시 부평구 부평동 750-5번지,단독주택,95.86
인천광역시 부평구 부평동 750-64번지,단독주택,2.52
인천광역시 부평구 부평동 750-70번지,공동주택,590.34
인천광역시 부평구 부평동 750-71번지,공동주택,659.05
인천광역시 부평구 부평동 750-73번지,단독주택,108.429
인천광역시 부평구 부평동 750-74번지,단독주택,245.73
인천광역시 부평구 부평동 750-77번지,단독주택,229.69
인천광역시 부평구 부평동 750-7번지,공동주택,329.64
인천광역시 부평구 부평동 750-80번지,단독주택,265.04
인천광역시 부평구 부평동 750-85번지,단독주택,121.23
인천광역시 부평구 부평동 750-86번지,단독주택,120.96
인천광역시 부평구 부평동 750-90번지,공동주택,544.34
인천광역시 부평구 부평동 750-9번지,단독주택,230.2
인천광역시 부평구 부평동 750번지,공동주택,329.08
인천광역시 부평구 부평동 751-100번지,공동주택,589.73
인천광역시 부평구 부평동 751-101번지,공동주택,209.91
인천광역시 부평구 부평동 751-109번지,공동주택,481.7
인천광역시 부평구 부평동 751-110번지,공동주택,716.56
인천광역시 부평구 부평동 751-114번지,단독주택,55.74
인천광역시 부평구 부평동 751-115번지,단독주택,259.88
인천광역시 부평구 부평동 751-118번지,제2종근린생활시설,687.85
인천광역시 부평구 부평동 751-119번지,제2종근린생활시설,772.14
인천광역시 부평구 부평동 751-122번지,단독주택,165.1
인천광역시 부평구 부평동 751-123번지,단독주택,198.26
인천광역시 부평구 부평동 751-127번지,단독주택,191.75
인천광역시 부평구 부평동 751-128번지,단독주택,195.83
인천광역시 부평구 부평동 751-12번지,단독주택,270.54
인천광역시 부평구 부평동 751-131번지,단독주택,222.165
인천광역시 부평구 부평동 751-136번지,공동주택,472.05
인천광역시 부평구 부평동 751-13번지,공동주택,641.78
인천광역시 부평구 부평동 751-140번지,단독주택,179.94
인천광역시 부평구 부평동 751-141번지,단독주택,224.4
인천광역시 부평구 부평동 751-14번지,단독주택,339.9
인천광역시 부평구 부평동 751-158번지,제1종근린생활시설,346.42
인천광역시 부평구 부평동 751-15번지,단독주택,676.28
인천광역시 부평구 부평동 751-164번지,단독주택,118.44
인천광역시 부평구 부평동 751-166번지,단독주택,178.48
인천광역시 부평구 부평동 751-16번지,공동주택,516.5
인천광역시 부평구 부평동 751-183번지,공동주택,565.0
인천광역시 부평구 부평동 751-19번지,단독주택,309.49
인천광역시 부평구 부평동 751-207번지,공동주택,507.2
인천광역시 부평구 부평동 751-40번지,공동주택,392.0
인천광역시 부평구 부평동 751-45번지,단독주택,194.92
인천광역시 부평구 부평동 751-47번지,단독주택,194.085
인천광역시 부평구 부평동 751-48번지,단독주택,214.62
인천광역시 부평구 부평동 751-49번지,공동주택,590.96
인천광역시 부평구 부평동 751-54번지,단독주택,196.68
인천광역시 부평구 부평동 751-58번지,제2종근린생활시설,579.62
인천광역시 부평구 부평동 751-628번지,단독주택,54.54
인천광역시 부평구 부평동 751-63번지,공동주택,523.08
인천광역시 부평구 부평동 751-66번지,공동주택,436.93
인천광역시 부평구 부평동 751-6번지,공동주택,631.1
인천광역시 부평구 부평동 751-72번지,공동주택,398.02
인천광역시 부평구 부평동 751-74번지,공동주택,426.8
인천광역시 부평구 부평동 751-77번지,단독주택,349.27
인천광역시 부평구 부평동 751-79번지,단독주택,2.0
인천광역시 부평구 부평동 751-82번지,공동주택,654.72
인천광역시 부평구 부평동 751-83번지,제2종근린생활시설,494.695
인천광역시 부평구 부평동 751-84번지,단독주택,481.53
인천광역시 부평구 부평동 751-85번지,업무시설,3272.55
인천광역시 부평구 부평동 751-87번지,공동주택,659.85
인천광역시 부평구 부평동 751-88번지,공동주택,650.31
인천광역시 부평구 부평동 751-89번지,제2종근린생활시설,287.16
인천광역시 부평구 부평동 751-8번지,제2종근린생활시설,791.49
인천광역시 부평구 부평동 751-93번지,공동주택,392.22
인천광역시 부평구 부평동 751-94번지,공동주택,373.11
인천광역시 부평구 부평동 751-96번지,단독주택,372.68
인천광역시 부평구 부평동 751-99번지,공동주택,409.65
인천광역시 부평구 부평동 751-99번지,단독주택,71.4
인천광역시 부평구 부평동 751-9번지,제2종근린생활시설,46.33
인천광역시 부평구 부평동 751번지,공동주택,566.1
인천광역시 부평구 부평동 752-30번지,단독주택,643.56
인천광역시 부평구 부평동 752-31번지,제2종근린생활시설,616.52
인천광역시 부평구 부평동 752-32번지,공동주택,449.28
인천광역시 부평구 부평동 752-35번지,공동주택,855.37
인천광역시 부평구 부평동 752-36번지,공동주택,221.16
인천광역시 부평구 부평동 752-37번지,공동주택,651.81
인천광역시 부평구 부평동 752-38번지,공동주택,416.16
인천광역시 부평구 부평동 752-39번지,공동주택,296.64
인천광역시 부평구 부평동 752-41번지,단독주택,61.790000000000006
인천광역시 부평구 부평동 752-42번지,공동주택,204.16
인천광역시 부평구 부평동 752-43번지,공동주택,659.42
인천광역시 부평구 부평동 752-45번지,공동주택,652.43
인천광역시 부평구 부평동 752-46번지,공동주택,688.59
인천광역시 부평구 부평동 752-47번지,공동주택,329.18
인천광역시 부평구 부평동 752-48번지,공동주택,659.66
인천광역시 부평구 부평동 752-49번지,공동주택,786.04
인천광역시 부평구 부평동 752-50번지,업무시설,8426.18
인천광역시 부평구 부평동 752-55번지,공동주택,678.34
인천광역시 부평구 부평동 752-56번지,공동주택,661.8
인천광역시 부평구 부평동 752-57번지,공동주택,257.17
인천광역시 부평구 부평동 752-61번지,단독주택,393.24
인천광역시 부평구 부평동 752-68번지,업무시설,662.54
인천광역시 부평구 부평동 752-70번지,단독주택,1.44
인천광역시 부평구 부평동 752-72번지,업무시설,3080.29
인천광역시 부평구 부평동 752-74번지,공동주택,324.26
인천광역시 부평구 부평동 752-75번지,공동주택,328.99
인천광역시 부평구 부평동 752-76번지,공동주택,329.32
인천광역시 부평구 부평동 752-93번지,공동주택,404.31
인천광역시 부평구 부평동 753-17번지,제2종근린생활시설,389.38
인천광역시 부평구 부평동 753-20번지,단독주택,84.76
인천광역시 부평구 부평동 754-101번지,제1종근린생활시설,331.622
인천광역시 부평구 부평동 754-102번지,단독주택,220.16
인천광역시 부평구 부평동 754-103번지,공동주택,654.78
인천광역시 부평구 부평동 754-104번지,공동주택,651.28
인천광역시 부평구 부평동 754-105번지,단독주택,197.1
인천광역시 부평구 부평동 754-107번지,공동주택,507.62
인천광역시 부평구 부평동 754-115번지,업무시설,619.83
인천광역시 부평구 부평동 754-121번지,제1종근린생활시설,469.2
인천광역시 부평구 부평동 754-124번지,제1종근린생활시설,413.63
인천광역시 부평구 부평동 754-128번지,단독주택,2.02
인천광역시 부평구 부평동 754-1번지,단독주택,374.36
인천광역시 부평구 부평동 754-2번지,단독주택,222.68
인천광역시 부평구 부평동 754-54번지,공동주택,711.44
인천광역시 부평구 부평동 754-56번지,제1종근린생활시설,1142.8
인천광역시 부평구 부평동 754-60번지,단독주택,584.55
인천광역시 부평구 부평동 754-65번지,공동주택,320.12
인천광역시 부평구 부평동 754-66번지,공동주택,329.92
인천광역시 부평구 부평동 754-66번지,단독주택,4.31
인천광역시 부평구 부평동 754-67번지,공동주택,479.99
인천광역시 부평구 부평동 754-68번지,단독주택,57.29
인천광역시 부평구 부평동 754-76번지,단독주택,311.57
인천광역시 부평구 부평동 754-78번지,단독주택,222.17
인천광역시 부평구 부평동 754-80번지,공동주택,634.52
인천광역시 부평구 부평동 754-81번지,제1종근린생활시설,130.12
인천광역시 부평구 부평동 754-82번지,단독주택,284.42
인천광역시 부평구 부평동 754-84번지,공동주택,523.38
인천광역시 부평구 부평동 754-85번지,공동주택,520.62
인천광역시 부평구 부평동 754-92번지,제1종근린생활시설,1892.69
인천광역시 부평구 부평동 754-93번지,단독주택,357.18
인천광역시 부평구 부평동 754-94번지,단독주택,517.92
인천광역시 부평구 부평동 754-97번지,단독주택,310.31
인천광역시 부평구 부평동 754-99번지,제1종근린생활시설,111.14
인천광역시 부평구 부평동 756-101번지,단독주택,66.12
인천광역시 부평구 부평동 756-103번지,단독주택,225.75
인천광역시 부평구 부평동 756-104번지,공동주택,413.56
인천광역시 부평구 부평동 756-108번지,공동주택,500.32
인천광역시 부평구 부평동 756-110번지,공동주택,563.48
인천광역시 부평구 부평동 756-111번지,단독주택,49.58
인천광역시 부평구 부평동 756-112번지,공동주택,654.72
인천광역시 부평구 부평동 756-114번지,공동주택,494.16
인천광역시 부평구 부평동 756-119번지,공동주택,528.36
인천광역시 부평구 부평동 756-121번지,단독주택,308.61
인천광역시 부평구 부평동 756-122번지,제2종근린생활시설,982.44
인천광역시 부평구 부평동 756-123번지,공동주택,617.16
인천광역시 부평구 부평동 756-126번지,단독주택,274.46
인천광역시 부평구 부평동 756-129번지,단독주택,175.68
인천광역시 부평구 부평동 756-12번지,단독주택,297.585
인천광역시 부평구 부평동 756-130번지,제2종근린생활시설,119.52
인천광역시 부평구 부평동 756-132번지,단독주택,357.6
인천광역시 부평구 부평동 756-133번지,단독주택,305.41
인천광역시 부평구 부평동 756-134번지,공동주택,521.76
인천광역시 부평구 부평동 756-137번지,단독주택,56.2
인천광역시 부평구 부평동 756-138번지,업무시설,2063.29
인천광역시 부평구 부평동 756-142번지,제1종근린생활시설,475.166
인천광역시 부평구 부평동 756-145번지,제1종근린생활시설,1208.69
인천광역시 부평구 부평동 756-147번지,제2종근린생활시설,1670.8
인천광역시 부평구 부평동 756-14번지,단독주택,376.49
인천광역시 부평구 부평동 756-150번지,공동주택,328.73
인천광역시 부평구 부평동 756-150번지,단독주택,59.5
인천광역시 부평구 부평동 756-151번지,업무시설,4642.5
인천광역시 부평구 부평동 756-154번지,공동주택,329.92
인천광역시 부평구 부평동 756-156번지,공동주택,378.62
인천광역시 부평구 부평동 756-157번지,제1종근린생활시설,990.49
인천광역시 부평구 부평동 756-158번지,제2종근린생활시설,268.4
인천광역시 부평구 부평동 756-165번지,공동주택,214.4
인천광역시 부평구 부평동 756-166번지,단독주택,277.47
인천광역시 부평구 부평동 756-16번지,단독주택,225.6
인천광역시 부평구 부평동 756-170번지,공동주택,566.88
인천광역시 부평구 부평동 756-171번지,공동주택,328.62
인천광역시 부평구 부평동 756-173번지,공동주택,221.88
인천광역시 부평구 부평동 756-175번지,단독주택,208.68
인천광역시 부평구 부평동 756-176번지,공동주택,610.7
인천광역시 부평구 부평동 756-178번지,업무시설,756.73
인천광역시 부평구 부평동 756-183번지,공동주택,480.6
인천광역시 부평구 부평동 756-186번지,공동주택,646.02
인천광역시 부평구 부평동 756-188번지,단독주택,264.58
인천광역시 부평구 부평동 756-191번지,공동주택,658.62
인천광역시 부평구 부평동 756-192번지,단독주택,68.91
인천광역시 부평구 부평동 756-193번지,공동주택,435.07
인천광역시 부평구 부평동 756-195번지,단독주택,84.77
인천광역시 부평구 부평동 756-196번지,업무시설,5711.96
인천광역시 부평구 부평동 756-198번지,단독주택,66.57
인천광역시 부평구 부평동 756-19번지,공동주택,553.61
인천광역시 부평구 부평동 756-200번지,단독주택,227.4
인천광역시 부평구 부평동 756-208번지,단독주택,85.95
인천광역시 부평구 부평동 756-214번지,공동주택,573.63
인천광역시 부평구 부평동 756-215번지,단독주택,118.95
인천광역시 부평구 부평동 756-21번지,공동주택,658.21
인천광역시 부평구 부평동 756-220번지,단독주택,321.72
인천광역시 부평구 부평동 756-221번지,공동주택,613.92
인천광역시 부평구 부평동 756-222번지,공동주택,660.81
인천광역시 부평구 부평동 756-225번지,공동주택,450.4
인천광역시 부평구 부평동 756-233번지,업무시설,4753.88
인천광역시 부평구 부평동 756-245번지,제2종근린생활시설,996.1
인천광역시 부평구 부평동 756-251번지,공동주택,623.43
인천광역시 부평구 부평동 756-252번지,단독주택,90.88
인천광역시 부평구 부평동 756-25번지,공동주택,454.54
인천광역시 부평구 부평동 756-264번지,단독주택,195.9
인천광역시 부평구 부평동 756-265번지,제1종근린생활시설,547.68
인천광역시 부평구 부평동 756-266번지,공동주택,611.53
인천광역시 부평구 부평동 756-272번지,공동주택,498.35
인천광역시 부평구 부평동 756-273번지,제1종근린생활시설,225.36
인천광역시 부평구 부평동 756-276번지,제2종근린생활시설,380.4
인천광역시 부평구 부평동 756-277번지,제2종근린생활시설,91.01
인천광역시 부평구 부평동 756-278번지,제1종근린생활시설,1023.9
인천광역시 부평구 부평동 756-279번지,업무시설,3388.84
인천광역시 부평구 부평동 756-300번지,공동주택,329.28
인천광역시 부평구 부평동 756-301번지,공동주택,252.0
인천광역시 부평구 부평동 756-303번지,제2종근린생활시설,401.52
인천광역시 부평구 부평동 756-305번지,단독주택,198.0
인천광역시 부평구 부평동 756-306번지,단독주택,221.79
인천광역시 부평구 부평동 756-31번지,제2종근린생활시설,28.0
인천광역시 부평구 부평동 756-33번지,단독주택,221.4
인천광역시 부평구 부평동 756-344번지,공동주택,655.39
인천광역시 부평구 부평동 756-348번지,공동주택,546.98
인천광역시 부평구 부평동 756-34번지,단독주택,201.285
인천광역시 부평구 부평동 756-354번지,공동주택,598.83
인천광역시 부평구 부평동 756-357번지,공동주택,613.0
인천광역시 부평구 부평동 756-358번지,공동주택,639.4
인천광역시 부평구 부평동 756-36번지,단독주택,218.5
인천광역시 부평구 부평동 756-37번지,단독주택,283.53
인천광역시 부평구 부평동 756-387번지,공동주택,436.82
인천광역시 부평구 부평동 756-38번지,공동주택,351.05
인천광역시 부평구 부평동 756-391번지,공동주택,351.22
인천광역시 부평구 부평동 756-395번지,공동주택,648.96
인천광역시 부평구 부평동 756-396번지,공동주택,659.4
인천광역시 부평구 부평동 756-3번지,공동주택,424.72
인천광역시 부평구 부평동 756-40번지,공동주택,625.85
인천광역시 부평구 부평동 756-41번지,단독주택,200.22
인천광역시 부평구 부평동 756-421번지,공동주택,5786.092
인천광역시 부평구 부평동 756-421번지,제1종근린생활시설,1120.149
인천광역시 부평구 부평동 756-42번지,단독주택,187.11
인천광역시 부평구 부평동 756-43번지,단독주택,244.19
인천광역시 부평구 부평동 756-46번지,단독주택,170.48
인천광역시 부평구 부평동 756-47번지,단독주택,198.45
인천광역시 부평구 부평동 756-49번지,공동주택,514.05
인천광역시 부평구 부평동 756-52번지,단독주택,199.97
인천광역시 부평구 부평동 756-53번지,단독주택,2.64
인천광역시 부평구 부평동 756-54번지,단독주택,195.33
인천광역시 부평구 부평동 756-55번지,단독주택,46.38
인천광역시 부평구 부평동 756-56번지,단독주택,209.46
인천광역시 부평구 부평동 756-58번지,제2종근린생활시설,727.46
인천광역시 부평구 부평동 756-60번지,공동주택,319.04
인천광역시 부평구 부평동 756-61번지,제1종근린생활시설,560.01
인천광역시 부평구 부평동 756-63번지,공동주택,477.0
인천광역시 부평구 부평동 756-64번지,공동주택,302.0
인천광역시 부평구 부평동 756-66번지,단독주택,266.42
인천광역시 부평구 부평동 756-67번지,제2종근린생활시설,898.56
인천광역시 부평구 부평동 756-70번지,단독주택,329.85
인천광역시 부평구 부평동 756-71번지,공동주택,319.2
인천광역시 부평구 부평동 756-72번지,제2종근린생활시설,564.28
인천광역시 부평구 부평동 756-73번지,단독주택,192.62
인천광역시 부평구 부평동 756-74번지,단독주택,197.01
인천광역시 부평구 부평동 756-75번지,제1종근린생활시설,494.14
인천광역시 부평구 부평동 756-78번지,단독주택,58.58
인천광역시 부평구 부평동 756-79번지,단독주택,189.84
인천광역시 부평구 부평동 756-7번지,제1종근린생활시설,121.78
인천광역시 부평구 부평동 756-80번지,제2종근린생활시설,611.71
인천광역시 부평구 부평동 756-82번지,제1종근린생활시설,158.58
인천광역시 부평구 부평동 756-83번지,공동주택,609.63
인천광역시 부평구 부평동 756-85번지,제1종근린생활시설,216.36
인천광역시 부평구 부평동 756-87번지,업무시설,11947.45
인천광역시 부평구 부평동 756-93번지,단독주택,292.03
인천광역시 부평구 부평동 756-95번지,공동주택,328.44
인천광역시 부평구 부평동 756-96번지,단독주택,79.67
인천광역시 부평구 부평동 756-97번지,단독주택,57.52
인천광역시 부평구 부평동 756-99번지,공동주택,329.04
인천광역시 부평구 부평동 756번지,단독주택,325.97
인천광역시 부평구 부평동 757-12번지,단독주택,481.38
인천광역시 부평구 부평동 757-14번지,단독주택,198.63
인천광역시 부평구 부평동 757-2번지,단독주택,494.61
인천광역시 부평구 부평동 757-3번지,단독주택,466.41
인천광역시 부평구 부평동 757-5번지,단독주택,199.88
인천광역시 부평구 부평동 757-6번지,공동주택,497.12
인천광역시 부평구 부평동 757-8번지,단독주택,219.6
인천광역시 부평구 부평동 758-15번지,공동주택,324.45
인천광역시 부평구 부평동 758-18번지,단독주택,145.965
인천광역시 부평구 부평동 758-19번지,공동주택,553.94
인천광역시 부평구 부평동 758-19번지,단독주택,65.98
인천광역시 부평구 부평동 758-1번지,단독주택,142.96
인천광역시 부평구 부평동 758-22번지,단독주택,188.28
인천광역시 부평구 부평동 758-24번지,공동주택,325.2
인천광역시 부평구 부평동 758-25번지,공동주택,395.52
인천광역시 부평구 부평동 758-26번지,단독주택,93.54
인천광역시 부평구 부평동 758-30번지,공동주택,223.84
인천광역시 부평구 부평동 758-33번지,단독주택,65.95
인천광역시 부평구 부평동 758-41번지,단독주택,340.17
인천광역시 부평구 부평동 758-5번지,단독주택,83.7
인천광역시 부평구 부평동 758-6번지,공동주택,336.08
인천광역시 부평구 부평동 758-7번지,공동주택,328.74
인천광역시 부평구 부평동 758-8번지,공동주택,486.7
인천광역시 부평구 부평동 758-9번지,단독주택,45.22
인천광역시 부평구 부평동 758-9번지,제1종근린생활시설,29.25
인천광역시 부평구 부평동 759-10번지,단독주택,452.0
인천광역시 부평구 부평동 759-12번지,공동주택,501.74
인천광역시 부평구 부평동 759-13번지,제2종근린생활시설,123.66
인천광역시 부평구 부평동 759-18번지,단독주택,149.09
인천광역시 부평구 부평동 759-20번지,단독주택,52.32
인천광역시 부평구 부평동 759-21번지,단독주택,55.54
인천광역시 부평구 부평동 759-22번지,공동주택,336.57
인천광역시 부평구 부평동 759-26번지,공동주택,558.24
인천광역시 부평구 부평동 759-29번지,단독주택,54.6
인천광역시 부평구 부평동 759-31번지,단독주택,206.485
인천광역시 부평구 부평동 759-34번지,제1종근린생활시설,304.64
인천광역시 부평구 부평동 759-3번지,단독주택,166.16
인천광역시 부평구 부평동 759-40번지,공동주택,654.32
인천광역시 부평구 부평동 759-44번지,단독주택,38.44
인천광역시 부평구 부평동 759-47번지,단독주택,160.81
인천광역시 부평구 부평동 759-4번지,단독주택,173.04
인천광역시 부평구 부평동 759-7번지,단독주택,49.56
인천광역시 부평구 부평동 759-9번지,공동주택,555.52
인천광역시 부평구 부평동 759-9번지,단독주택,115.72
인천광역시 부평구 부평동 760-100번지,공동주택,522.93
인천광역시 부평구 부평동 760-101번지,공동주택,445.54
인천광역시 부평구 부평동 760-102번지,단독주택,209.56
인천광역시 부평구 부평동 760-103번지,공동주택,446.5
인천광역시 부평구 부평동 760-105번지,단독주택,137.61
인천광역시 부평구 부평동 760-108번지,공동주택,328.56
인천광역시 부평구 부평동 760-112번지,단독주택,98.61
인천광역시 부평구 부평동 760-113번지,제2종근린생활시설,934.51
인천광역시 부평구 부평동 760-114번지,단독주택,207.42
인천광역시 부평구 부평동 760-115번지,공동주택,405.54
인천광역시 부평구 부평동 760-117번지,제1종근린생활시설,2.0
인천광역시 부평구 부평동 760-118번지,단독주택,381.6
인천광역시 부평구 부평동 760-1192번지,공동주택,468.6
인천광역시 부평구 부평동 760-119번지,공동주택,482.32
인천광역시 부평구 부평동 760-120번지,단독주택,435.0
인천광역시 부평구 부평동 760-121번지,단독주택,329.13
인천광역시 부평구 부평동 760-122번지,단독주택,284.99
인천광역시 부평구 부평동 760-123번지,공동주택,469.76
인천광역시 부평구 부평동 760-124번지,단독주택,304.1
인천광역시 부평구 부평동 760-125번지,단독주택,501.12
인천광역시 부평구 부평동 760-126번지,단독주택,246.6
인천광역시 부평구 부평동 760-127번지,공동주택,461.68
인천광역시 부평구 부평동 760-128번지,단독주택,297.81
인천광역시 부평구 부평동 760-129번지,공동주택,440.5
인천광역시 부평구 부평동 760-12번지,단독주택,64.89
인천광역시 부평구 부평동 760-130번지,단독주택,303.77
인천광역시 부평구 부평동 760-131번지,단독주택,49.59
인천광역시 부평구 부평동 760-131번지,제1종근린생활시설,435.32
인천광역시 부평구 부평동 760-132번지,단독주택,288.7
