시도명,시군구명,법정읍면동명,법정리명,본번,부번,기초구역번호,2017,2018,2019
인천광역시,부평구,십정동,,408,38,21446,"1,220,000 원","1,260,000 원","1,320,000 원"
인천광역시,부평구,십정동,,409,4,21446,"1,220,000 원","1,260,000 원","1,320,000 원"
인천광역시,부평구,십정동,,408,51,21446,"1,220,000 원","1,260,000 원","1,320,000 원"
인천광역시,부평구,십정동,,409,3,21446,"1,548,000 원","1,596,000 원","1,691,000 원"
인천광역시,부평구,십정동,,408,36,21446,"1,630,000 원","1,680,000 원","1,780,000 원"
인천광역시,부평구,십정동,,409,0,21446,"1,630,000 원","1,680,000 원","1,780,000 원"
인천광역시,부평구,십정동,,408,53,21446,"1,220,000 원","1,260,000 원","1,320,000 원"
인천광역시,부평구,십정동,,408,26,21446,"1,195,000 원","1,234,000 원","1,293,000 원"
인천광역시,부평구,십정동,,408,52,21446,"1,220,000 원","1,260,000 원","1,320,000 원"
인천광역시,부평구,십정동,,408,23,21446,"1,195,000 원","1,234,000 원","1,293,000 원"
인천광역시,부평구,십정동,,408,44,21446,"1,220,000 원","1,260,000 원","1,320,000 원"
인천광역시,부평구,십정동,,408,33,21446,"1,195,000 원","1,234,000 원","1,293,000 원"
인천광역시,부평구,십정동,,408,34,21446,"1,532,000 원","1,579,000 원","1,673,000 원"
인천광역시,부평구,십정동,,408,40,21446,"1,564,000 원","1,596,000 원","1,691,000 원"
인천광역시,부평구,십정동,,441,4,21453,"2,100,000 원","2,100,000 원","2,205,000 원"
인천광역시,부평구,십정동,,440,11,21453,"1,820,000 원","1,831,000 원","1,922,000 원"
인천광역시,부평구,십정동,,440,17,21453,"1,140,000 원","1,180,000 원","1,275,000 원"
인천광역시,부평구,십정동,,441,3,21453,"1,820,000 원","1,831,000 원","1,922,000 원"
인천광역시,부평구,십정동,,440,18,21453,"1,140,000 원","1,180,000 원","1,275,000 원"
인천광역시,부평구,십정동,,440,19,21453,"1,069,000 원","1,118,000 원","1,208,000 원"
인천광역시,부평구,십정동,,440,7,21453,"1,140,000 원","1,180,000 원","1,275,000 원"
인천광역시,부평구,십정동,,418,10,21453,"1,162,000 원","1,203,000 원","1,300,000 원"
인천광역시,부평구,십정동,,440,10,21453,"2,100,000 원","2,100,000 원","2,205,000 원"
인천광역시,부평구,십정동,,426,12,21453,"1,700,000 원","1,710,000 원","1,795,000 원"
인천광역시,부평구,십정동,,426,4,21453,"2,100,000 원","2,100,000 원","2,205,000 원"
인천광역시,부평구,십정동,,440,15,21453,"2,100,000 원","2,100,000 원","2,205,000 원"
인천광역시,부평구,십정동,,426,5,21453,"1,785,000 원","1,795,000 원","1,884,000 원"
인천광역시,부평구,십정동,,440,9,21453,"1,800,000 원","1,800,000 원","1,890,000 원"
인천광역시,부평구,십정동,,426,7,21453,"1,700,000 원","1,710,000 원","1,795,000 원"
인천광역시,부평구,십정동,,440,8,21453,"1,162,000 원","1,203,000 원","1,300,000 원"
인천광역시,부평구,십정동,,418,1,21453,"1,140,000 원","1,180,000 원","1,275,000 원"
인천광역시,부평구,십정동,,418,0,21453,"1,162,000 원","1,203,000 원","1,300,000 원"
인천광역시,부평구,십정동,,419,8,21452,"1,140,000 원","1,180,000 원","1,275,000 원"
인천광역시,부평구,십정동,,422,10,21452,"1,162,000 원","1,203,000 원","1,300,000 원"
인천광역시,부평구,십정동,,422,4,21452,"2,100,000 원","2,100,000 원","2,205,000 원"
인천광역시,부평구,십정동,,421,10,21452,"1,836,000 원","1,836,000 원","1,927,000 원"
인천광역시,부평구,십정동,,422,3,21452,"2,100,000 원","2,100,000 원","2,205,000 원"
인천광역시,부평구,십정동,,421,8,21452,"1,770,000 원","1,820,000 원","1,875,000 원"
인천광역시,부평구,십정동,,422,2,21452,"1,244,000 원","1,270,000 원","1,296,000 원"
인천광역시,부평구,십정동,,421,3,21452,"1,624,000 원","1,655,000 원","1,708,000 원"
인천광역시,부평구,십정동,,419,13,21452,"1,220,000 원","1,260,000 원","1,320,000 원"
인천광역시,부평구,십정동,,421,7,21452,"1,220,000 원","1,260,000 원","1,320,000 원"
인천광역시,부평구,십정동,,419,10,21452,"1,244,000 원","1,270,000 원","1,296,000 원"
인천광역시,부평구,십정동,,419,14,21452,"1,244,000 원","1,270,000 원","1,296,000 원"
인천광역시,부평구,십정동,,421,6,21452,"1,244,000 원","1,270,000 원","1,296,000 원"
인천광역시,부평구,십정동,,420,3,21452,"1,220,000 원","1,260,000 원","1,320,000 원"
인천광역시,부평구,십정동,,421,5,21452,"1,624,000 원","1,655,000 원","1,708,000 원"
인천광역시,부평구,십정동,,420,4,21452,"1,220,000 원","1,260,000 원","1,320,000 원"
인천광역시,부평구,십정동,,421,15,21452,"1,195,000 원","1,234,000 원","1,293,000 원"
인천광역시,부평구,십정동,,420,5,21452,"1,220,000 원","1,260,000 원","1,320,000 원"
인천광역시,부평구,십정동,,421,14,21452,"1,195,000 원","1,234,000 원","1,293,000 원"
인천광역시,부평구,십정동,,420,6,21452,"1,220,000 원","1,260,000 원","1,320,000 원"
인천광역시,부평구,십정동,,419,12,21452,"1,550,000 원","1,580,000 원","1,630,000 원"
인천광역시,부평구,십정동,,420,2,21452,"1,550,000 원","1,580,000 원","1,630,000 원"
인천광역시,부평구,십정동,,419,16,21452,"1,348,000 원","1,374,000 원","1,418,000 원"
인천광역시,부평구,십정동,,442,4,21453,"1,754,000 원","1,803,000 원","1,901,000 원"
인천광역시,부평구,십정동,,442,3,21453,"1,118,000 원","1,140,000 원","1,175,000 원"
인천광역시,부평구,십정동,,440,2,21453,"1,216,000 원","1,254,000 원","1,292,000 원"
인천광역시,부평구,십정동,,440,3,21453,"1,754,000 원","1,803,000 원","1,901,000 원"
인천광역시,부평구,십정동,,440,6,21453,"1,280,000 원","1,320,000 원","1,360,000 원"
인천광역시,부평구,십정동,,425,12,21453,"1,188,000 원","1,220,000 원","1,242,000 원"
인천광역시,부평구,십정동,,425,6,21453,"1,221,000 원","1,254,000 원","1,276,000 원"
인천광역시,부평구,십정동,,425,10,21453,"1,188,000 원","1,220,000 원","1,242,000 원"
인천광역시,부평구,십정동,,426,10,21453,"1,110,000 원","1,140,000 원","1,160,000 원"
인천광역시,부평구,십정동,,440,0,21453,"1,110,000 원","1,140,000 원","1,160,000 원"
인천광역시,부평구,십정동,,426,9,21453,"1,200,000 원","1,234,000 원","1,256,000 원"
인천광역시,부평구,십정동,,440,4,21453,"1,200,000 원","1,234,000 원","1,256,000 원"
인천광역시,부평구,십정동,,426,6,21453,"1,110,000 원","1,140,000 원","1,160,000 원"
인천광역시,부평구,십정동,,440,5,21453,"1,110,000 원","1,140,000 원","1,160,000 원"
인천광역시,부평구,십정동,,426,8,21453,"1,221,000 원","1,254,000 원","1,276,000 원"
인천광역시,부평구,십정동,,425,5,21453,"1,280,000 원","1,320,000 원","1,360,000 원"
인천광역시,부평구,십정동,,426,11,21453,"1,230,000 원","1,260,000 원","1,300,000 원"
인천광역시,부평구,십정동,,425,14,21453,"1,168,000 원","1,197,000 원","1,235,000 원"
인천광역시,부평구,십정동,,449,1,21454,"1,168,000 원","1,197,000 원","1,235,000 원"
인천광역시,부평구,십정동,,448,29,21454,"1,230,000 원","1,260,000 원","1,300,000 원"
인천광역시,부평구,십정동,,448,30,21454,"1,230,000 원","1,260,000 원","1,300,000 원"
인천광역시,부평구,십정동,,449,14,21454,"1,001,000 원","1,041,000 원","1,072,000 원"
인천광역시,부평구,십정동,,450,0,21454,"1,001,000 원","1,041,000 원","1,072,000 원"
인천광역시,부평구,십정동,,449,19,21454,"1,168,000 원","1,197,000 원","1,235,000 원"
인천광역시,부평구,십정동,,450,7,21454,"1,168,000 원","1,197,000 원","1,235,000 원"
인천광역시,부평구,십정동,,449,20,21454,"1,001,000 원","1,041,000 원","1,072,000 원"
인천광역시,부평구,십정동,,450,6,21454,"1,216,000 원","1,254,000 원","1,292,000 원"
인천광역시,부평구,십정동,,450,5,21454,"1,280,000 원","1,320,000 원","1,360,000 원"
인천광역시,부평구,십정동,,450,39,21454,"1,216,000 원","1,254,000 원","1,292,000 원"
인천광역시,부평구,십정동,,450,12,21454,"1,280,000 원","1,320,000 원","1,360,000 원"
인천광역시,부평구,십정동,,450,11,21454,"1,280,000 원","1,320,000 원","1,360,000 원"
인천광역시,부평구,십정동,,450,10,21454,"1,280,000 원","1,320,000 원","1,360,000 원"
인천광역시,부평구,십정동,,450,9,21454,"1,770,000 원","1,820,000 원","1,875,000 원"
인천광역시,부평구,십정동,,460,36,21454,"938,400 원","976,500 원","1,032,000 원"
인천광역시,부평구,십정동,,460,34,21454,"979,200 원","997,500 원","1,054,000 원"
