,count,mean,std,min,25%,50%,75%,max
운영_영업_개월_평균,46190.0,104.59528036371509,22.949328503878355,30.0,90.0,102.0,115.0,357.0
폐업_영업_개월_평균,46190.0,51.42918380601862,9.90599022422268,0.0,46.0,50.0,55.0,277.0
서울_운영_영업_개월_평균,46190.0,101.74193548387096,8.044190275273916,91.0,95.0,98.0,110.0,117.0
서울_폐업_영업_개월_평균,46190.0,50.225806451612904,3.240003983595631,44.0,48.0,50.0,54.0,55.0
