,BAS_ID,IntHH_RI,IntHH_R2_RI,IntHH_R3_RI,IntHH_R5_RI,IntTekl_RI,IntTekl_R2_RI,IntTekl_R3_RI,IntTekl_R5_RI
16,21316,461.57352082806267,7201.626408890167,5763.803454023069,4519.314802428493,3588.441570007503,3350.4964430990076,3181.4744093788263,3141.549264490423
17,21317,428.7664845209039,6930.974184029959,5506.506943719173,4313.549997458334,3353.9414046384877,3136.256961283609,2994.8472464219267,2966.7208049730993
18,21318,612.3564299065498,9740.427771386823,7741.2891579096895,6106.037292347976,4534.6281676725675,4338.767857438885,4120.734640175169,4080.4335887653356
19,21319,245.054790682617,3844.3081898074556,3014.0040441528895,2368.2614245794625,1809.0390239738454,1842.1840683674122,1637.0237164826633,1603.3975752120093
20,21320,207.82106092362713,3267.5886581346117,2617.1206549310778,2105.2701854561687,1354.4022881602605,1534.348455252812,1335.7543967703975,1303.9397653860806
21,21321,438.1793157782208,7115.626732626935,5554.352405499265,4356.243559541961,3132.020464380909,3273.1102487156395,2916.988736533984,2858.90266493657
22,21322,339.41158455600095,3491.8769061272374,2824.256460761555,2283.7896597150207,1779.353706891886,1605.075680306429,1585.2765406172582,1607.7840056461282
23,21323,162.57702206465004,2819.497240471017,2192.6302137380894,1727.8749201056942,1089.852116516435,1262.369355105716,1088.0069070257086,1050.2609543057886
24,21324,34.04451713093625,403.7233859039275,337.45313861170746,268.97148218886645,219.9839306340127,218.51944309546457,195.89294178701147,190.42244739191435
25,21325,155.39450981710343,2137.531797936412,1671.6597010706223,1289.1115747455426,1000.2401905387774,1052.4166651081898,901.9477527152646,875.2952256663464
26,21326,33.635707472732676,1658.3503282500417,1384.2543837479916,1122.9180964143006,919.5946883410535,295.2483474787051,675.80598301445,742.5679374089017
27,21327,98.33617118358755,1469.523994376871,1103.289797835934,836.3882299949618,646.3487874295286,682.7755732102257,579.0274243944717,562.9119826040385
28,21328,101.76038086817037,1513.178479503196,1180.9805133140462,939.2608304203542,667.7369924688297,718.4809131149511,620.224028053138,608.2049553529118
29,21329,156.1876228611609,2209.871733332307,1802.7784476122358,1451.848225248588,1092.09456157908,1096.3240856646194,995.1908771861581,986.7455785229346
30,21330,137.69129068906707,1915.2654634955975,1533.5382054130848,1215.5286495219502,963.6184274883435,1008.2594647803086,870.9888923484591,850.2956759761554
31,21331,172.21823253164598,2414.815001063755,1887.502348018523,1484.5532300905497,1141.7307575322982,1214.6306007689025,1034.189716559415,1007.2827083213684
