,BAS_ID,IntHH,IntHH_R2,IntHH_R3,IntHH_R5,IntTekl,IntTekl_R2,IntTekl_R3,IntTekl_R5
0,21300,0.05904847151733833,1.1474437087347704,0.9120776251171508,0.7112404362043112,0.6072367632427367,0.49456726491096537,0.5124473625117151,0.5125795462792877
1,21301,0.06930077274626865,1.181025365910448,0.9317703540597015,0.7207943610746269,0.6207578468955224,0.6252546148358209,0.5385197710746268,0.5242358739999999
2,21302,0.0878297511081081,1.3967032463783786,1.0728861276756756,0.8213739261081081,0.630483380054054,0.6761202831351352,0.5791966856756756,0.5592930556216216
3,21303,0.08726779795492957,1.4175841380845071,1.0960870152112676,0.8497279465633802,0.630226560028169,0.5944295630704225,0.5724149310140845,0.5643387037464789
4,21304,0.09265795425,1.3613461480681819,1.065534201590909,0.8275533737499999,0.6327584791477272,0.6501192856818182,0.5740399084659091,0.5589533560795454
5,21305,0.09541667000000001,1.3310462123809526,1.0454942159649123,0.8182118127568923,0.6339880649373434,0.6142030569924812,0.5665735307268169,0.5589540215037594
6,21306,0.08663407849468086,1.3516297389007093,1.0553344142730496,0.8149084391843971,0.629913997996454,0.6171230156205674,0.5689491091666666,0.5562405439184397
7,21307,0.08903941547500001,1.3438766879,1.05255015135,0.817927317675,0.6310606496,0.598713591575,0.5663165164249999,0.5566991093
8,21308,0.09287269282989691,1.4778693795876288,1.1362348020103092,0.874504031701031,0.632810163298969,0.6524631515979381,0.5897167958247422,0.5718371418041237
9,21309,0.09820465997278911,1.4526616024489796,1.1107662894557822,0.8478174588435374,0.6351078110884354,0.6381678506802722,0.5783029471428571,0.5597440701360544
10,21310,0.08513153898755187,1.3142102043983404,1.0270797012448132,0.7952916638589211,0.6246190947302904,0.6524763119917013,0.5654363045643153,0.5488680933609958
11,21311,0.09224778654748603,1.3435058206703911,1.0523602048044691,0.8123110915642457,0.6325734091620112,0.6168105068715084,0.5688717948044693,0.5552443844692737
12,21312,0.09580453522093023,1.3217306997674418,1.0396699180813953,0.8148979868604651,0.6341528150000001,0.6471707672674419,0.5695408982558139,0.5586157587790698
13,21313,0.09568990600465116,1.2902766386046511,1.0161424495348836,0.7873874133023256,0.6341011106511628,0.6235445848837209,0.5630802067906976,0.5500435362325582
14,21314,0.09159396831543624,1.3813741295302016,1.0677365033557047,0.8304722908053691,0.6322918622818792,0.6789242746308725,0.5772180869798658,0.5630932571812081
15,21315,0.09193982524460433,1.3775546690647482,1.0678968717985613,0.8296056273381295,0.6324543482733812,0.6835048612230216,0.579325338705036,0.5645457606474821
16,21316,0.07820363062705667,1.301920807641682,1.0174941016636196,0.786257858738574,0.6256413111882998,0.6045648261608775,0.557745835904936,0.546402615393053
17,21317,0.0798586019486166,1.3047775522134388,1.024293286798419,0.7972169327470355,0.6266283172924901,0.6101326899011857,0.5612601917984189,0.5524292154940712
18,21318,0.08462106138222222,1.3450331627555556,1.0551090135333334,0.8222262317111111,0.6289958598222222,0.6202993426000001,0.5687415177555556,0.5583211777777778
19,21319,0.08398392596638656,1.315117966722689,1.028565855210084,0.7987239806722689,0.6286317070588235,0.6372934084873949,0.5618883328571429,0.5488315596638655
20,21320,0.0967449813125,1.689796559375,1.2878239609375,0.996736171875,0.63457897375,0.7654752775,0.638008136875,0.610495650625
21,21321,0.08588984650340137,1.3797691251700681,1.0743960408843538,0.8369726244557822,0.6295107939115646,0.640009996122449,0.5749846279591837,0.5637185069387755
22,21322,0.115672683,1.0575181617021276,0.85562833035461,0.6750187961702128,0.5696359724113474,0.49381721723404254,0.5000466733333333,0.5014491214893617
23,21323,0.09433406428070175,1.6808228263157896,1.2901589642105262,1.007146557368421,0.6335253598245614,0.7560753491228069,0.6369734671929824,0.6115161056140351
24,21324,0.09822803000000001,1.3058784,1.0232560033333333,0.7923808299999999,0.6352246833333334,0.6833119999999999,0.5764692033333333,0.55501314
25,21325,0.09714099649367088,1.2130487810126582,0.9607546369620255,0.7531341839240506,0.6347133741772152,0.6333418483544304,0.5466464644303797,0.5361016797468354
26,21326,0.070266868625,1.1432081805,0.9159213317500001,0.721299064,0.5941172029999999,0.38935548725,0.4891671005,0.49620113525000004
27,21327,0.09422080206944444,1.174825315277778,0.9330752944444445,0.7304679755555555,0.6334326776388889,0.6184946130555555,0.5371328837499999,0.5279345720833333
28,21328,0.0955229068974359,1.1954434307692308,0.9722508825641025,0.7838450843589744,0.6340350941025641,0.6243044415384615,0.552971376923077,0.5510079794871795
29,21329,0.0899892761904762,1.4036018464285713,1.0878425335714286,0.8419682436904762,0.6315569914285715,0.6977614339285714,0.5881678971428571,0.568565200952381
30,21330,0.08837638501492537,1.2999876880597014,1.0184178273134328,0.7932081968656716,0.6307849510447762,0.675905272238806,0.5716655095522387,0.5549511955223881
31,21331,0.09355982861666666,1.2209796933333334,0.9620568386666667,0.7499003076666667,0.6331659098333333,0.6346942351666667,0.5466706259999999,0.5341225678333333
32,21332,0.0967441810967742,1.3351262870967744,1.0568306445161288,0.8299196267741935,0.6345661235483872,0.6596027164516128,0.5736999670967742,0.563372049032258
33,21333,0.09714197966197183,1.4722263292957747,1.1493052167605635,0.8955624504225352,0.6347463783098591,0.680291353943662,0.6029919611267606,0.585416657887324
34,21334,0.09646658960185185,1.245434362037037,0.9806141824074074,0.7585787881481482,0.6344509118518518,0.6506040231481482,0.556541129074074,0.5405085762962963
35,21335,0.09973837626923077,1.2962942726923077,1.0141925042307691,0.7944326092307693,0.6358603034615384,0.6044650717307692,0.5551295715384615,0.5503834344230769
36,21336,0.09952141022222222,1.5427041666666668,1.19006356,0.9261726472222223,0.6357653205555556,0.7301040983333333,0.6126964752777778,0.5895492088888888
37,21337,0.10261946892857142,1.640973672,1.253156843357143,0.9830234516428571,0.6370609453571429,0.7335695409999999,0.6243401335714286,0.6072292996428571
38,21338,0.10390537988095237,1.583301157142857,1.2075410025,0.928766245,0.6375873308333334,0.7445875251190477,0.6194310469047619,0.5945120877380953
39,21339,,,,,,,,
40,21340,0.0985585075,1.2491865411111112,0.9892803805555554,0.7834254461111111,0.6353092386111112,0.5665420655555555,0.5458483427777777,0.5456959494444444
41,21341,0.10301241314285714,1.2952274914285715,1.0168363462857142,0.7958772528571428,0.6372206471428571,0.6714882417142857,0.5692313708571428,0.5557702602857143
42,21342,0.1048197425,1.6344860579999998,1.2456498735000001,0.9385650269999999,0.637959989,0.7577510405,0.630334584,0.5976031815
43,21343,0.10884035,1.7996929375000001,1.33686225,1.01835733,0.63955894,0.8045934725,0.6508603925,0.61866132375
44,21344,0.1056551184,2.080559752,1.5553017919999998,1.1840537928000001,0.638295336,0.8173705592,0.6839929864,0.646172318
45,21345,0.10609914808510638,1.5631394076595744,1.1982173885106384,0.930705744255319,0.6384729444680851,0.6739290099999999,0.6034769321276595,0.590864044893617
46,21346,0.108317485,1.3775110625,1.09208115125,0.87093341,0.6393447062500001,0.707811155,0.59744259,0.58470757375
47,21347,0.11063344333333335,1.5819915666666666,1.2342503666666667,0.9696700266666666,0.6402550133333333,0.7577977366666667,0.6318201833333333,0.6072407966666667
48,21348,0.10553291424242424,1.5275989484848485,1.1686624569696968,0.9056193415151516,0.6382382896969697,0.7193480245454545,0.602160036969697,0.581323856969697
