BAS_ID,open_7cluster,open_8cluster,open_9cluster,open_10cluster,open_11cluster,open_12cluster,open_13cluster,open_14cluster,open_15cluster,open_16cluster,open_17cluster,open_18cluster,open_19cluster,open_20cluster,open_21cluster,open_22cluster,open_23cluster,open_24cluster,open_25cluster,open_26cluster,open_27cluster,open_28cluster,open_29cluster,open_30cluster,close_7cluster,close_8cluster,close_9cluster,close_10cluster,close_11cluster,close_12cluster,close_13cluster,close_14cluster,close_15cluster,close_16cluster,close_17cluster,close_18cluster,close_19cluster,close_20cluster,close_21cluster,close_22cluster,close_23cluster,close_24cluster,close_25cluster,close_26cluster,close_27cluster,close_28cluster,close_29cluster,close_30cluster
21414,1,1,0,9,9,9,9,9,9,9,4,1,0,12,12,12,12,12,5,5,2,0,16,16,6.0,2.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,3.0,3.0
21415,3,3,1,0,6,6,2,0,10,10,10,4,1,1,0,3,3,3,3,1,1,1,0,18,6.0,2.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,3.0,3.0
21416,3,3,1,0,6,6,2,0,10,10,10,4,1,1,0,21,21,21,21,21,21,21,21,21,6.0,2.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,28.0,28.0
21417,3,3,1,0,1,1,1,1,0,6,6,6,6,6,6,6,2,0,12,12,5,5,5,5,6.0,2.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
21418,3,3,1,0,6,6,2,0,10,10,10,4,1,1,0,21,21,21,21,21,21,21,21,21,6.0,2.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,28.0,28.0
21419,3,3,1,0,6,6,2,0,10,10,10,4,1,1,0,3,3,3,3,1,1,1,0,18,6.0,2.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,28.0,28.0
21420,3,3,1,0,6,6,2,0,10,10,10,4,1,1,0,3,3,3,3,1,1,1,0,18,6.0,2.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,28.0,28.0
21421,3,3,1,0,6,6,2,0,10,10,10,4,1,1,0,3,3,3,3,1,1,1,0,18,6.0,2.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,28.0,28.0
21422,3,3,1,0,6,6,2,0,10,10,10,4,1,1,0,3,3,3,3,1,1,1,0,18,6.0,2.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,28.0,28.0
21423,3,3,1,0,6,6,2,0,10,10,10,4,1,1,0,3,3,3,3,1,1,1,0,18,6.0,2.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,28.0,28.0
21424,1,1,0,4,10,10,10,10,4,4,1,0,4,4,4,4,4,4,4,4,4,4,4,4,6.0,2.0,0.0,9.0,9.0,4.0,4.0,4.0,1.0,0.0,11.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,0.0,13.0,13.0,13.0,13.0
21425,1,1,0,4,10,10,10,10,4,4,1,0,8,8,8,8,8,8,8,8,8,8,8,3,6.0,2.0,0.0,9.0,9.0,4.0,4.0,4.0,1.0,0.0,11.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,0.0,26.0,26.0,26.0,26.0
21426,1,1,0,9,9,9,9,9,9,9,4,1,0,12,12,12,12,12,5,5,2,0,16,16,6.0,2.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,28.0,28.0
21427,3,3,1,0,6,6,2,0,10,10,10,4,1,1,0,3,3,3,3,1,1,1,0,18,6.0,2.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,28.0,28.0
21428,1,1,0,4,10,10,10,10,4,4,1,0,4,4,4,4,4,4,4,4,4,4,4,4,6.0,2.0,0.0,9.0,9.0,4.0,4.0,4.0,1.0,0.0,11.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,0.0,13.0,13.0,13.0,13.0
21429,1,1,0,4,10,10,10,10,4,4,1,0,4,4,4,4,4,4,4,4,4,4,4,4,6.0,2.0,0.0,9.0,9.0,4.0,4.0,4.0,1.0,0.0,11.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,0.0,13.0,13.0,13.0,13.0
21430,1,1,0,4,10,10,10,10,4,4,1,0,8,8,8,8,8,8,8,8,8,8,8,3,6.0,2.0,0.0,9.0,9.0,4.0,4.0,4.0,1.0,0.0,11.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,0.0,13.0,13.0,13.0,13.0
21431,1,1,0,9,9,9,9,9,9,9,4,1,0,12,12,12,12,12,5,5,2,0,28,28,6.0,2.0,0.0,9.0,9.0,4.0,4.0,4.0,1.0,0.0,11.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,0.0,13.0,13.0,13.0,13.0
21432,1,1,0,4,10,10,10,10,4,4,1,0,4,4,4,4,4,4,4,4,4,4,4,4,6.0,2.0,0.0,9.0,9.0,4.0,4.0,4.0,1.0,0.0,11.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,0.0,13.0,13.0,13.0,13.0
21433,6,6,6,6,2,0,6,6,6,2,2,2,2,0,1,0,14,14,14,14,14,6,6,6,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,5.0
21434,6,6,6,6,2,0,6,6,6,2,2,2,2,0,1,0,14,14,14,14,14,6,6,6,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,5.0
21435,6,6,6,6,2,0,6,6,6,2,2,2,2,0,1,0,14,14,14,14,14,6,6,6,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,5.0
21436,6,6,6,6,2,0,6,6,6,2,2,2,2,0,1,0,14,14,14,14,14,6,6,6,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,5.0
21437,6,6,6,6,2,0,6,6,6,2,2,2,2,0,20,20,20,20,20,20,20,20,20,20,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,5.0
21438,6,6,6,6,2,0,6,6,6,2,2,2,2,0,20,20,20,20,20,20,20,20,20,20,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,5.0
21439,6,6,6,6,2,0,6,6,6,2,2,2,2,0,20,20,20,20,20,20,20,20,20,20,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
21440,6,6,6,6,2,0,6,6,6,2,2,2,2,0,1,0,22,22,22,22,22,22,22,22,1.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,6.0,2.0,2.0,2.0,0.0
21441,6,6,6,6,2,0,6,6,6,2,2,2,2,0,1,0,22,22,22,22,22,22,22,22,1.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,6.0,2.0,2.0,2.0,0.0
21442,6,6,6,6,2,0,12,12,12,12,12,12,12,5,5,5,5,2,0,7,7,7,3,1,1.0,1.0,1.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,1.0,0.0,13.0,13.0,13.0,13.0,13.0,6.0,6.0,6.0,6.0
21443,6,6,6,6,2,0,12,12,12,12,12,12,12,5,5,5,5,2,0,7,7,7,3,1,1.0,1.0,1.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,1.0,0.0,13.0,13.0,13.0,13.0,13.0,6.0,6.0,6.0,6.0
